polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models in this file assume the composite wind profile from Sromovsky et al. (2015, Icarus 258) Table 6.
the distribution of models in this file comes from randomly drawing the near-equatorial occultation radius from a Gaussian with standard deviation equal to 5 km.
index         r_pol_km          r_eq_km
  224   24970.95127995   25557.86776564
  225   24969.10991570   25555.89884534
  226   24971.80610970   25558.78203819
  227   24970.59640939   25557.48842229
  228   24955.98244337   25541.86535353
  229   24969.28588545   25556.08726547
  230   24973.09428133   25560.15878533
  231   24962.71856514   25549.06617725
  232   24967.58127571   25554.26474768
  233   24965.75020459   25552.30720700
  234   24975.36487942   25562.58654927
  235   24964.58021480   25551.05634410
  236   24972.53235825   25559.55863479
  237   24961.83624667   25548.12273084
  238   24969.63280666   25556.45823419
  239   24974.79547657   25561.97740828
  240   24969.43573051   25556.24732854
  241   24973.70533859   25560.81233563
  242   24970.43713248   25557.31793006
  243   24981.30275266   25568.93538182
  244   24973.31142980   25560.39088836
  245   24970.91120817   25557.82500795
  246   24965.92031303   25552.48915694
  247   24972.26464610   25559.27209456
  248   24970.08801127   25556.94480316
  249   24968.07879586   25554.79648105
  250   24974.43245780   25561.58943644
  251   24969.02749500   25555.81094437
  252   24971.71795595   25558.68754021
  253   24975.72682559   25562.97370987
  254   24970.37776689   25557.25469211
  255   24974.66097075   25561.83412156
  256   24980.19491619   25567.75107200
  257   24973.68811217   25560.79393060
  258   24962.20105678   25548.51276937
  259   24971.14945752   25558.07955007
  260   24965.88173938   25552.44776311
  261   24957.43846051   25543.42186735
  262   24967.87767052   25554.58163542
  263   24971.25986027   25558.19771032
  264   24978.10813869   25565.51937212
  265   24967.80645244   25554.50528734
  266   24971.62132180   25558.58436117
  267   24977.00632013   25564.34154844
  268   24967.56437936   25554.24673141
  269   24967.20434688   25553.86192773
  270   24969.55943320   25556.37995903
  271   24966.45977061   25553.06557970
  272   24960.78989943   25547.00430230
  273   24974.86576731   25562.05293493
  274   24979.32880497   25566.82457186
  275   24969.62604308   25556.45095383
  276   24973.22262285   25560.29650571
  277   24962.46232261   25548.79196250
  278   24978.08057871   25565.48999624
  279   24973.22518022   25560.29875786
  280   24965.16207794   25551.67827468
  281   24965.48376405   25552.02224994
  282   24970.92353273   25557.83777533
  283   24972.03539970   25559.02699868
  284   24967.80950313   25554.50890724
  285   24978.49527117   25565.93342814
  286   24974.45332187   25561.61197107
  287   24974.87645613   25562.06438841
  288   24972.00171888   25558.99083794
  289   24976.54610393   25563.84932446
  290   24968.42765314   25555.16932961
  291   24974.98197265   25562.17730894
  292   24977.22792892   25564.57883726
  293   24974.44157801   25561.59957651
  294   24971.30284886   25558.24369101
  295   24967.08553379   25553.73490574
  296   24970.28300185   25557.15341250
  297   24965.01050731   25551.51650860
  298   24963.71614513   25550.13252874
  299   24972.61280098   25559.64431925
  300   24970.87392132   25557.78489070
  301   24964.28566142   25550.74153500
  302   24971.30796578   25558.24926962
  303   24976.60675255   25563.91443377
  304   24970.17530728   25557.03823826
  305   24975.46367702   25562.69228541
  306   24963.42003672   25549.81600534
  307   24969.34362505   25556.14895094
  308   24973.84933918   25560.96610867
  309   24974.81421788   25561.99754798
  310   24970.97694073   25557.89518831
  311   24967.13385776   25553.78680109
  312   24973.95382405   25561.07780061
  313   24972.80686346   25559.85169317
  314   24971.37575360   25558.32171758
