polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
these models assume the k-band 2014 wind profile from Tollefson et al. (2018, Icarus 311).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations from Table 1 (polynomial profiles).
index         r_pol_km          r_eq_km
  123   23982.91042482   24764.18593995
  124   24351.54649287   24761.11373194
  125   24261.63232301   24756.55506756
  126   24300.20856831   24773.81909329
  127   24262.03502440   24761.15842758
  128   24435.88291992   24741.52296429
  129   24349.31956287   24779.60666455
  130   24002.28937346   24787.45020866
  131   24003.53881914   24774.05934837
  132   24173.19088549   24761.16931676
  133   24035.93577504   24760.86744681
  134   24434.03338361   24745.96944752
  135   24240.54591069   24755.34810637
  136   24376.63978731   24763.57280809
  137   24130.22141946   24764.78808148
  138   24444.99543018   24747.78430101
  139   24202.44831290   24766.52509978
  140   24330.96146339   24753.76279919
  141   24222.27955859   24765.64624501
  142   24302.26071017   24755.06147087
  143   24426.11376971   24748.98990605
  144   24401.26730939   24754.69060857
  145   24407.79612480   24751.76729034
  146   24261.06637331   24772.22599547
  147   24408.29316701   24761.67503638
  148   24418.28394959   24754.70563266
  149   24104.76577488   24776.49820008
  150   23967.30252222   24762.74711992
  151   24418.34847272   24762.52843973
  152   24425.48860618   24752.60117811
  153   23838.15360704   24782.54948168
  154   23895.23816259   24767.42808207
  155   24390.55538532   24759.22245578
  156   24233.59100207   24758.62811470
  157   24418.88691749   24745.50313726
  158   24392.42561278   24754.07074070
  159   24350.98645917   24761.46955051
  160   23751.92852842   24767.34954963
  161   24291.10110383   24766.52464535
  162   23312.72363179   24778.08363578
  163   24330.70909270   24762.23001173
  164   24334.33042528   24768.63211102
  165   24355.74449018   24751.61350635
  166   24396.19261830   24750.63634006
  167   24092.14624769   24766.18120411
  168   24423.30634025   24754.51882594
  169   24137.33164741   24756.19073764
  170   24310.68988524   24759.31084330
  171   24216.49476489   24767.18059165
  172   24354.57022115   24766.14253546
  173   24305.93978025   24771.89415668
  174   24380.02586189   24759.98989114
  175   24375.04979821   24748.48924591
  176   24447.84515002   24745.33397029
  177   24368.32720167   24743.21682671
  178   24393.27987807   24754.57091791
  179   24418.15229931   24762.38228158
  180   24192.69235535   24767.88677591
  181   24367.16367903   24748.28847778
  182   24320.57456754   24754.57851273
  183   24091.50568201   24763.31552242
  184   24421.60123263   24754.78928174
  185   24416.75956533   24755.51855365
  186   24129.76841286   24769.18926908
  187   24407.29057622   24751.39855816
  188   24354.97752394   24750.86926713
  189   24362.47462343   24755.87037534
  190   24275.14103655   24756.78032708
  191   24268.44661403   24762.87620068
  192   24326.38120958   24768.47451454
  193   24418.76404774   24751.87667146
  194   24422.69321810   24757.33885282
  195   24384.77118043   24754.94908861
  196   24416.23177057   24756.91791524
  197   24421.94850589   24747.80269948
  198   24333.05249044   24757.38727517
  199   24227.70834243   24766.97810139
  200   24402.29911643   24757.78477778
  201   24171.50129866   24752.12462283
  202   24426.85346133   24755.61811519
  203   24390.76385620   24754.55693675
  204   24117.63027971   24774.47236328
  205   24406.71481926   24761.08262399
  206   23774.16140226   24774.07510828
  207   24332.46885316   24758.69798545
  208   24378.76832942   24750.27785730
  209   24349.33627597   24767.59848080
  210   24349.22864071   24767.21982808
  211   24383.09871808   24755.06834263
  212   24218.51974173   24772.04886324
  213   24402.66619836   24747.07586048
  214   24401.78936875   24755.11982343
  215   24134.09715113   24774.99866963
  216   24107.64377576   24762.43405597
  217   24431.03672177   24751.93882131
  218   23830.39876975   24777.82160172
  219   24028.76788271   24776.62348621
  220   24384.45858675   24764.91101301
  221   24347.03070122   24762.36273764
  222   24354.89305241   24781.54104646
  223   24423.78320424   24755.67632122
  224   24211.41519852   24755.03423742
  225   24248.09237933   24766.74735219
  226   24433.20886772   24748.54539998
  227   24242.26520717   24762.26694601
  228   24376.13407929   24768.69811409
  229   24388.78105580   24757.15815003
  230   24378.04898068   24764.78042552
  231   24281.38555458   24752.55998227
  232   24372.87428811   24767.63986628
  233   24320.14942022   24756.48344853
  234   24399.79941345   24759.44834533
  235   24361.88633998   24764.51770716
  236   24198.89376769   24753.56460864
  237   24166.72979201   24757.78983468
  238   24336.12963077   24747.80880932
  239   24309.60897941   24764.65139155
  240   24238.08535549   24769.87471062
  241   24357.27449673   24769.98433563
  242   24390.79391174   24765.72741994
  243   24300.13356294   24765.17191737
  244   24124.29232499   24778.12219553
  245   24362.52818976   24754.64667763
  246   24267.65151411   24757.85050532
  247   24429.78783879   24751.46406868
  248   24427.80346149   24753.73722445
  249   24251.87532149   24782.43006089
  250   24274.83308691   24763.47291030
  251   24403.35530174   24756.13581899
  252   24352.13458456   24766.92659316
  253   24221.29474202   24766.31839414
  254   24364.53651488   24763.35390223
  255   24219.20676317   24759.19322262
  256   23912.34694528   24777.55100938
  257   24287.81521629   24766.24363356
  258   24433.32157279   24739.80612397
  259   23848.06508267   24762.48902395
  260   24167.01611996   24758.40760393
  261   24218.20101802   24758.36021068
  262   24019.67050282   24771.43340180
  263   24280.25154766   24767.33990749
  264   24368.31621112   24757.89223927
  265   24250.42223006   24767.72786525
  266   24398.26352673   24749.21391115
  267   24393.12231700   24749.52946259
  268   23822.04404661   24761.91059495
  269   24297.39621219   24760.09697428
  270   24426.87623119   24751.85776597
  271   23440.54987506   24774.85168375
  272   24427.53644282   24751.07461981
  273   24397.89962024   24759.70877806
  274   24404.29973720   24755.31741307
  275   24421.55902879   24750.05913053
  276   24278.74447972   24757.23428006
  277   24361.91325447   24764.08624467
  278   24441.81542278   24739.78208350
  279   24371.28981905   24761.46001171
  280   24426.28826933   24754.60592300
  281   24417.96492918   24757.71492605
  282   24247.07739305   24762.71954515
  283   23894.44813858   24772.42954084
  284   24022.68808494   24787.83514561
  285   24279.80344749   24762.81961350
  286   24424.22693549   24750.25253623
  287   23930.99223747   24775.25835528
  288   24208.61708043   24765.21140992
  289   24293.47974298   24768.20177727
  290   24088.37678375   24759.02707731
  291   23811.92981099   24770.68231145
  292   24353.28426950   24764.11273142
  293   24412.34873790   24746.82799332
  294   23917.95597724   24773.05638495
  295   24300.81737497   24754.74322788
  296   24228.66902345   24773.35946376
  297   24025.57210233   24773.58392116
  298   24315.27896714   24754.82824814
  299   24408.78716561   24743.16859102
  300   24295.32495269   24752.94190993
  301   24276.03905890   24764.60581863
  302   24411.29707865   24753.04339902
  303   23981.11703679   24768.28976668
  304   24425.73401356   24748.68873622
  305   23969.09584436   24768.16741753
  306   24420.46536601   24755.16949607
  307   24370.69719492   24753.25633351
  308   24422.60791996   24753.75165501
  309   24159.52007869   24775.75069492
  310   23902.68432468   24780.08708446
  311   24399.03033653   24756.87968148
  312   24405.29330849   24763.35034345
  313   24326.12090106   24762.66895068
  314   24400.66290124   24761.15395939
  315   24324.76003202   24749.98483024
