polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models in this file assume the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation (2).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations given by Sromovsky et al. Table 5 (Fit 1).
index         r_pol_km          r_eq_km
  445   24968.91379143   25556.60521144
  446   24968.93912400   25556.60825974
  447   24968.82534867   25556.61101322
  448   24968.11821067   25556.60947830
  449   24968.77291217   25556.60948717
  450   24968.89281030   25556.60712793
  451   24968.20266027   25556.60652371
  452   24969.01135624   25556.60823302
  453   24968.63397951   25556.60724156
  454   24968.66578285   25556.61060077
  455   24969.32446493   25556.61352763
  456   24968.15222937   25556.60854506
  457   24968.06070281   25556.60664807
  458   24969.08954435   25556.61242083
  459   24968.67160492   25556.61018145
  460   24968.55593176   25556.61341268
  461   24968.34849720   25556.60599648
  462   24968.93462119   25556.61016655
  463   24968.61823311   25556.60941182
  464   24969.29657932   25556.60630316
  465   24968.55220760   25556.60937997
  466   24968.72519265   25556.61268637
  467   24968.94557090   25556.60950936
  468   24968.75609643   25556.60868948
  469   24968.59989767   25556.60904297
  470   24968.55623839   25556.60633400
  471   24968.71496675   25556.60808401
  472   24968.61128886   25556.60609113
  473   24968.68868691   25556.60834112
  474   24969.55300736   25556.60681595
  475   24969.11586728   25556.60778430
  476   24968.96396589   25556.60802419
  477   24969.03137961   25556.60764170
  478   24968.51799555   25556.60951869
  479   24968.43674479   25556.61494837
  480   24968.51830637   25556.60779895
  481   24968.91565888   25556.60729782
  482   24968.28837878   25556.60904942
  483   24968.71440725   25556.60703622
  484   24968.73665278   25556.60789816
  485   24968.41338959   25556.60861816
  486   24968.81639820   25556.60908025
  487   24968.50343205   25556.60725946
  488   24969.23938202   25556.60888288
  489   24968.90829655   25556.60669655
  490   24968.50232980   25556.60558964
  491   24968.41225781   25556.61272858
  492   24968.31887395   25556.60823371
  493   24968.01917053   25556.60339507
  494   24968.26270630   25556.60726077
  495   24969.19812290   25556.60529904
  496   24968.81076444   25556.61053782
  497   24968.48580136   25556.60639398
  498   24969.01547809   25556.60773491
  499   24967.99194249   25556.60903620
  500   24968.42200661   25556.60929553
  501   24968.66807684   25556.61106123
  502   24968.75161218   25556.60826323
  503   24968.56765548   25556.60940958
  504   24968.88302048   25556.60607880
  505   24967.99759336   25556.60653044
  506   24968.88522922   25556.60910635
  507   24969.06815370   25556.60627518
  508   24968.66368126   25556.60757103
  509   24968.81568657   25556.61002716
  510   24968.20257251   25556.60676580
  511   24968.66193579   25556.60747473
  512   24968.80609158   25556.60853423
  513   24968.54814632   25556.60126289
  514   24968.63342484   25556.60668769
  515   24968.59155399   25556.60839050
  516   24969.23297866   25556.61198963
  517   24968.21348698   25556.60644376
  518   24968.93269350   25556.60528893
  519   24968.23702082   25556.61064648
  520   24968.77093519   25556.60601653
  521   24968.38533449   25556.61071366
  522   24969.30699782   25556.60593026
  523   24969.11341227   25556.60765963
  524   24968.65552279   25556.61138459
  525   24968.36052018   25556.60962321
  526   24968.48326033   25556.60564132
  527   24969.57391199   25556.60848702
  528   24968.64651365   25556.60952901
  529   24968.66770046   25556.60825407
  530   24968.51972347   25556.61089872
  531   24968.64476622   25556.60817536
  532   24968.87779675   25556.61040697
  533   24968.85523049   25556.60581015
  534   24968.98838250   25556.60793336
  535   24968.67040173   25556.60760479
  536   24969.00133368   25556.60834391
  537   24968.99436711   25556.60865527
  538   24968.48872805   25556.60833195
  539   24968.23382564   25556.61227196
  540   24967.96350757   25556.60559385
  541   24968.98674806   25556.60981073
  542   24968.22814121   25556.60839848
  543   24968.34408389   25556.60564012
  544   24968.41675036   25556.60687901
  545   24969.22090124   25556.60736014
  546   24969.02737172   25556.60973690
  547   24968.59167517   25556.61053290
  548   24969.11410067   25556.61108975
  549   24968.06355314   25556.60496942
  550   24968.17569744   25556.60890118
  551   24968.87779617   25556.60881994
  552   24968.89061978   25556.60619871
  553   24968.65765497   25556.60732743
  554   24969.09740260   25556.60808682
  555   24969.34955320   25556.61158155
  556   24968.69600507   25556.60962071
  557   24968.57855910   25556.61134897
  558   24968.83499686   25556.61010532
  559   24968.46470656   25556.60954921
  560   24969.04436324   25556.60737436
  561   24968.60695497   25556.61273767
  562   24969.14282371   25556.60875372
  563   24969.57404773   25556.60782402
  564   24968.65790346   25556.60660399
  565   24969.42691706   25556.60595301
  566   24968.13035119   25556.61013904
  567   24968.82289708   25556.61052728
  568   24969.04876920   25556.60728759
  569   24968.49487910   25556.60852733
  570   24968.61590162   25556.60762741
  571   24968.68897619   25556.60760304
  572   24969.39142907   25556.60715066
  573   24968.79634856   25556.60559380
  574   24968.72499536   25556.60853884
  575   24968.83974319   25556.60752309
  576   24969.02063448   25556.60641315
  577   24968.40732164   25556.60818389
  578   24968.91672694   25556.61047301
  579   24968.57160297   25556.60545161
  580   24969.50137787   25556.60673683
  581   24968.53520494   25556.60961806
  582   24968.49934265   25556.61316028
  583   24968.51057896   25556.60487603
  584   24969.00130711   25556.61266892
  585   24968.31534623   25556.60282257
  586   24968.37149138   25556.60940472
  587   24969.06349780   25556.61042899
  588   24968.81546138   25556.61088903
  589   24968.35062728   25556.60763291
  590   24968.75486978   25556.61030029
  591   24968.86877852   25556.61132423
  592   24968.83869858   25556.60791240
  593   24968.56395690   25556.60771690
  594   24968.41271265   25556.60697134
  595   24968.22610724   25556.60796276
  596   24968.30405724   25556.61225598
  597   24968.75891127   25556.60901831
  598   24968.40689729   25556.60992079
  599   24968.65880978   25556.60569668
  600   24968.37677956   25556.60506426
  601   24968.72023232   25556.60883802
  602   24968.37640362   25556.60746332
  603   24968.84937110   25556.60684414
  604   24968.81430121   25556.61302430
  605   24968.50016662   25556.60692824
  606   24969.03846110   25556.61071607
  607   24968.53223735   25556.60791764
  608   24968.59438686   25556.60996096
  609   24968.24029239   25556.60702784
  610   24968.70249338   25556.60679249
  611   24968.75301579   25556.61121207
  612   24969.18223418   25556.60802152
  613   24968.47037756   25556.60994842
  614   24968.65626320   25556.60848873
  615   24968.77795639   25556.61007675
  616   24968.82941626   25556.60722550
  617   24967.94737447   25556.61053726
  618   24968.57116589   25556.61294192
  619   24968.60715663   25556.60933340
  620   24968.97900285   25556.60861617
  621   24969.07487379   25556.60995469
  622   24969.03110646   25556.61136352
  623   24968.22833614   25556.60805543
  624   24969.24243215   25556.61090245
  625   24969.03592190   25556.61096569
  626   24969.07624709   25556.60523317
  627   24968.39007925   25556.60901656
  628   24969.14162829   25556.61116057
  629   24968.66113507   25556.60994228
  630   24968.47515264   25556.61251050
  631   24969.25006830   25556.60949371
  632   24968.04352295   25556.60901937
  633   24968.73152971   25556.60592442
  634   24969.14981405   25556.60791388
  635   24969.00522995   25556.61209383
  636   24968.46526481   25556.60842777
  637   24968.75956058   25556.60562067
  638   24968.25462014   25556.60897111
  639   24968.28891651   25556.60778785
  640   24968.57946996   25556.61070815
  641   24968.38939010   25556.60659864
  642   24968.72725318   25556.61107341
  643   24968.89824938   25556.60591138
  644   24968.39172580   25556.60410671
  645   24968.30021086   25556.60690206
  646   24969.24379500   25556.60583060
  647   24968.60042373   25556.60736150
  648   24968.49411771   25556.60744100
  649   24968.24816824   25556.60684485
  650   24968.64920254   25556.61084658
  651   24968.73517978   25556.60792635
  652   24969.04888702   25556.61064687
  653   24968.85561189   25556.60853545
  654   24968.27641251   25556.61081919
  655   24968.49611063   25556.60566300
  656   24968.97581209   25556.60848468
  657   24968.40868102   25556.61040276
  658   24968.89148534   25556.60760062
  659   24968.98736250   25556.60788056
  660   24968.53625256   25556.60860261
  661   24969.64029525   25556.60881291
  662   24968.28672328   25556.60678642
  663   24969.67429116   25556.60799080
  664   24968.58653228   25556.60759407
  665   24968.83693692   25556.60645862
  666   24969.28892609   25556.60575187
  667   24968.69893413   25556.60610046
  668   24968.76244548   25556.60873364
  669   24968.34276805   25556.60706166
  670   24968.13449078   25556.61032802
  671   24968.74367309   25556.60892980
  672   24968.52325435   25556.60723751
  673   24968.28077325   25556.60832619
  674   24968.22587622   25556.61135823
  675   24968.69648293   25556.60853133
  676   24968.99973990   25556.60628310
  677   24968.68697170   25556.60917087
  678   24968.27912686   25556.60904888
  679   24968.66869075   25556.60971208
  680   24968.73886353   25556.60764487
  681   24968.85162805   25556.60897413
  682   24968.62958394   25556.60697110
  683   24968.67513087   25556.60646689
  684   24968.25931846   25556.60939404
  685   24968.94515962   25556.61069817
  686   24968.17982417   25556.61068183
  687   24969.21479091   25556.60860264
  688   24968.42536735   25556.60601936
  689   24968.81339784   25556.60853654
  690   24968.93627134   25556.60671956
  691   24968.77870292   25556.61291663
  692   24968.63712197   25556.60913519
  693   24968.48257450   25556.60701645
  694   24969.01652334   25556.61055626
  695   24968.54666412   25556.60901539
  696   24968.63067813   25556.60781114
  697   24968.59435675   25556.60618355
  698   24968.77138300   25556.60811555
  699   24969.10508150   25556.60669513
  700   24968.54257431   25556.60912265
  701   24969.51852371   25556.60856470
  702   24968.85301794   25556.60926000
  703   24968.94513347   25556.60754618
  704   24968.44936709   25556.60360116
  705   24967.99425613   25556.60744479
  706   24968.51162169   25556.60963784
  707   24968.37197822   25556.60741537
  708   24967.83972884   25556.60589666
  709   24968.02508001   25556.61032516
  710   24968.48278605   25556.61048389
  711   24968.57777187   25556.60917953
  712   24968.16239231   25556.60882769
  713   24968.84900864   25556.61354917
  714   24968.69666090   25556.60796063
  715   24968.84325929   25556.60583159
  716   24968.66362078   25556.61039731
  717   24968.37499957   25556.60569473
  718   24968.14293538   25556.60631039
  719   24969.19620947   25556.60867021
  720   24968.76971397   25556.61161019
  721   24968.32882161   25556.60790714
  722   24969.26554681   25556.60787460
  723   24968.08723852   25556.60988096
  724   24968.52303967   25556.60838515
  725   24968.50583888   25556.61041106
  726   24969.10077873   25556.60965706
  727   24968.62827897   25556.60827123
  728   24968.93265890   25556.60849359
  729   24968.92155467   25556.61269005
  730   24968.04873739   25556.61058416
  731   24969.24881645   25556.61183940
  732   24968.45715218   25556.61061920
  733   24968.65868288   25556.60378043
  734   24968.68480027   25556.60599799
  735   24969.12256488   25556.60742018
  736   24968.81730636   25556.60838158
  737   24968.96375788   25556.60840490
  738   24968.30305078   25556.60935203
  739   24968.49150345   25556.60816324
  740   24968.83746718   25556.60631068
  741   24968.63785520   25556.60618187
  742   24969.01318093   25556.61116040
  743   24968.83717443   25556.60462286
  744   24969.07153353   25556.61231022
  745   24969.01667399   25556.60696255
  746   24968.40944707   25556.60766480
  747   24968.52695391   25556.61025383
  748   24968.03471774   25556.61179014
  749   24968.38086567   25556.60865595
  750   24968.49467352   25556.60512244
  751   24968.72173841   25556.60442345
  752   24968.47271389   25556.61028683
  753   24968.71895016   25556.60952685
  754   24968.71482126   25556.60525461
  755   24969.13726075   25556.60844493
  756   24968.61211772   25556.60998728
  757   24968.93519421   25556.60659850
  758   24968.73577797   25556.61041446
  759   24968.26829568   25556.61015931
  760   24968.42200096   25556.60660615
  761   24968.84397165   25556.60960354
  762   24968.77975271   25556.60968889
  763   24968.03045761   25556.60761710
  764   24968.56403678   25556.60805239
  765   24968.50737352   25556.60720635
  766   24968.90016060   25556.60530289
  767   24968.86675476   25556.60703040
  768   24968.81072746   25556.60725627
  769   24968.43217785   25556.60788901
  770   24968.39601060   25556.60781232
  771   24969.01178983   25556.60976280
  772   24969.29800954   25556.60799112
  773   24968.78680499   25556.60897513
  774   24968.56918868   25556.60903516
  775   24968.55149273   25556.60962592
  776   24969.18105528   25556.60929827
  777   24969.43525519   25556.60449247
  778   24968.79629514   25556.60861107
  779   24968.12044523   25556.60856143
  780   24968.47778376   25556.60497251
  781   24968.33970517   25556.60739950
  782   24968.55912961   25556.60876831
  783   24968.92315406   25556.60836287
  784   24968.59024130   25556.61262471
  785   24968.37392603   25556.60509710
  786   24968.07436315   25556.60733808
  787   24968.76935168   25556.60809617
  788   24968.80670519   25556.61095747
  789   24968.98285820   25556.60665105
  790   24968.74825005   25556.61028302
  791   24968.40586844   25556.60758062
