polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the symmetric Voyager wind profile from Tollefson et al. (2018, Icarus 311) Table 1.
the polar and equatorial radii in this file come from random draws in j2 and j4 from the Jacobson (2009, AJ 137) error ellipsoid,
followed by direct integration of Equation (3) from the Voyager 2 occultation point reported in Lindal (1992, AJ 103) to either the equator or the pole.
index         r_pol_km          r_eq_km               j2               j4               j6
 1023      24283.54024      24763.54963   3.50900866e-03  -3.58285009e-05  -4.04620038e-08
 1024      24283.52361      24763.54887   3.50917325e-03  -3.55870570e-05   1.42630475e-07
 1025      24283.52871      24763.55427   3.50923265e-03  -3.57689509e-05   1.82338226e-07
 1026      24283.52227      24763.54784   3.50918683e-03  -3.55343739e-05   1.33537862e-07
 1027      24283.48397      24763.54790   3.50971714e-03  -3.50798930e-05   2.76666500e-07
 1028      24283.49274      24763.54211   3.50969939e-03  -3.50627477e-05  -2.14719672e-07
 1029      24283.46448      24763.56247   3.50949842e-03  -3.53249539e-05   1.50690138e-06
 1030      24283.40541      24763.57197   3.50997148e-03  -3.48900324e-05   2.61575765e-06
 1031      24283.50427      24763.55317   3.50943140e-03  -3.55030037e-05   3.31163060e-07
 1032      24283.54067      24763.54007   3.50936209e-03  -3.54532434e-05  -7.20122856e-07
 1033      24283.42047      24763.55563   3.51010932e-03  -3.46142488e-05   1.40507520e-06
 1034      24283.59613      24763.53955   3.50870500e-03  -3.61498456e-05  -1.22733878e-06
 1035      24283.49795      24763.55622   3.50921291e-03  -3.55351451e-05   9.03487538e-07
 1036      24283.42030      24763.55765   3.51005664e-03  -3.46617142e-05   1.58121762e-06
 1037      24283.47106      24763.56825   3.50920222e-03  -3.55962658e-05   1.95368970e-06
 1038      24283.44936      24763.58263   3.50919007e-03  -3.57610748e-05   3.01508315e-06
 1039      24283.47041      24763.56315   3.50957718e-03  -3.53179158e-05   1.46429432e-06
 1040      24283.42638      24763.57976   3.50939694e-03  -3.54049104e-05   3.17465895e-06
 1041      24283.54323      24763.55066   3.50883532e-03  -3.59557925e-05   5.86358227e-08
 1042      24283.52602      24763.55197   3.50919548e-03  -3.56980700e-05   1.69439850e-07
 1043      24283.47979      24763.56506   3.50929028e-03  -3.55892221e-05   1.51908789e-06
 1044      24283.44837      24763.55949   3.50973083e-03  -3.50610994e-05   1.41848095e-06
 1045      24283.46367      24763.56543   3.50939867e-03  -3.54204418e-05   1.74479946e-06
 1046      24283.47657      24763.56018   3.50940786e-03  -3.54330600e-05   1.19871744e-06
 1047      24283.55635      24763.55231   3.50868951e-03  -3.61698159e-05  -1.02443011e-08
 1048      24283.51009      24763.54575   3.50948776e-03  -3.53509251e-05  -1.47142176e-07
 1049      24283.45527      24763.57700   3.50920656e-03  -3.57310408e-05   2.50824389e-06
 1050      24283.42917      24763.57791   3.50948754e-03  -3.53766802e-05   2.91063154e-06
 1051      24283.42443      24763.54754   3.51031278e-03  -3.44174940e-05   7.20468693e-07
 1052      24283.45533      24763.58226   3.50915480e-03  -3.58287971e-05   2.88938170e-06
 1053      24283.45408      24763.54709   3.50995445e-03  -3.46795229e-05   6.80125481e-07
 1054      24283.48111      24763.55629   3.50962158e-03  -3.51726671e-05   1.04214350e-06
 1055      24283.56195      24763.56059   3.50841109e-03  -3.65472753e-05   4.22059582e-07
 1056      24283.52190      24763.56070   3.50897951e-03  -3.59020979e-05   9.20048582e-07
 1057      24283.49518      24763.55837   3.50948400e-03  -3.53999517e-05   9.73749039e-07
 1058      24283.48574      24763.56520   3.50922139e-03  -3.56804767e-05   1.44640675e-06
 1059      24283.48054      24763.56826   3.50928528e-03  -3.56731175e-05   1.65655011e-06
 1060      24283.47864      24763.57673   3.50888064e-03  -3.60235337e-05   2.36940408e-06
 1061      24283.50248      24763.56764   3.50889572e-03  -3.59533735e-05   1.61052640e-06
 1062      24283.49919      24763.55233   3.50929685e-03  -3.53169812e-05   8.60705890e-07
 1063      24283.52986      24763.54393   3.50934910e-03  -3.54460826e-05  -3.07370018e-07
 1064      24283.45053      24763.56711   3.50959596e-03  -3.52796324e-05   1.89782449e-06
 1065      24283.55608      24763.56123   3.50845875e-03  -3.63176860e-05   9.02118716e-07
 1066      24283.52440      24763.55925   3.50922016e-03  -3.58378525e-05   5.34572782e-07
 1067      24283.43174      24763.55347   3.51022538e-03  -3.45881154e-05   1.06622150e-06
 1068      24283.49970      24763.53603   3.50991730e-03  -3.47747616e-05  -5.33349553e-07
 1069      24283.51611      24763.57050   3.50861426e-03  -3.62795518e-05   1.63403801e-06
 1070      24283.44113      24763.55016   3.50966073e-03  -3.50341276e-05   6.80493686e-07
 1071      24283.47878      24763.54505   3.50956534e-03  -3.52192643e-05  -5.54295077e-08
 1072      24283.54970      24763.55116   3.50879725e-03  -3.59517972e-05   1.74970804e-07
 1073      24283.53610      24763.56235   3.50864210e-03  -3.62587747e-05   8.48168995e-07
 1074      24283.48090      24763.55797   3.50944327e-03  -3.53418411e-05   1.12406064e-06
 1075      24283.47554      24763.57426   3.50909552e-03  -3.58699462e-05   2.12189266e-06
 1076      24283.51723      24763.54365   3.50939428e-03  -3.53621678e-05  -2.26409368e-07
 1077      24283.57941      24763.54946   3.50875653e-03  -3.61272877e-05  -2.97888917e-07
 1078      24283.51203      24763.55859   3.50914612e-03  -3.57076201e-05   8.69002617e-07
 1079      24283.51968      24763.55310   3.50951676e-03  -3.52525203e-05   7.24150109e-07
 1080      24283.49738      24763.56583   3.50905331e-03  -3.58141301e-05   1.48588665e-06
 1081      24283.48774      24763.56781   3.50893278e-03  -3.58601976e-05   1.76925032e-06
 1082      24283.54525      24763.55677   3.50878117e-03  -3.61039362e-05   4.16265334e-07
 1083      24283.48478      24763.54529   3.50960853e-03  -3.50134008e-05   3.37668754e-07
 1084      24283.46377      24763.56219   3.50967396e-03  -3.52229497e-05   1.42236713e-06
 1085      24283.42724      24763.56763   3.50962673e-03  -3.51285628e-05   2.22775973e-06
 1086      24283.40018      24763.57535   3.50972456e-03  -3.49820948e-05   3.13516348e-06
 1087      24283.45869      24763.55338   3.50978199e-03  -3.49680988e-05   9.43163868e-07
 1088      24283.47864      24763.57300   3.50896905e-03  -3.58630313e-05   2.21344228e-06
 1089      24283.48953      24763.56170   3.50935147e-03  -3.55306323e-05   1.22537727e-06
 1090      24283.53844      24763.53620   3.50950109e-03  -3.52789022e-05  -9.42219743e-07
 1091      24283.51304      24763.55114   3.50954829e-03  -3.52556737e-05   4.79632406e-07
 1092      24283.50957      24763.53285   3.50994678e-03  -3.47944478e-05  -9.32399320e-07
 1093      24283.52682      24763.55975   3.50913508e-03  -3.56282897e-05   1.16826622e-06
 1094      24283.50676      24763.53581   3.50976172e-03  -3.49398362e-05  -6.64261831e-07
 1095      24283.53608      24763.54461   3.50925586e-03  -3.56010612e-05  -4.26578173e-07
 1096      24283.43350      24763.56207   3.50988687e-03  -3.49628679e-05   1.63154686e-06
 1097      24283.45045      24763.55787   3.50971154e-03  -3.50086888e-05   1.40401956e-06
 1098      24283.48986      24763.57245   3.50885637e-03  -3.60114391e-05   2.02037673e-06
 1099      24283.48330      24763.57940   3.50880830e-03  -3.61107626e-05   2.55407327e-06
 1100      24283.53304      24763.54238   3.50922235e-03  -3.54842341e-05  -3.38809887e-07
 1101      24283.53551      24763.56243   3.50879094e-03  -3.61082337e-05   9.43239184e-07
 1102      24283.50838      24763.55924   3.50901422e-03  -3.58231588e-05   8.93347367e-07
 1103      24283.49986      24763.57039   3.50870226e-03  -3.61232385e-05   1.82111802e-06
 1104      24283.51554      24763.53059   3.50988904e-03  -3.49127509e-05  -1.31303825e-06
 1105      24283.45209      24763.56940   3.50933961e-03  -3.54982553e-05   2.05966403e-06
 1106      24283.50198      24763.55824   3.50919168e-03  -3.55348867e-05   1.13348877e-06
 1107      24283.48176      24763.56720   3.50919324e-03  -3.56310529e-05   1.78904522e-06
 1108      24283.50737      24763.54689   3.50936851e-03  -3.53679759e-05   1.12581582e-07
 1109      24283.48287      24763.55780   3.50946451e-03  -3.53556873e-05   1.04445023e-06
 1110      24283.47674      24763.55593   3.50969300e-03  -3.49799617e-05   1.30727225e-06
 1111      24283.43580      24763.58086   3.50931192e-03  -3.56092589e-05   2.97620901e-06
 1112      24283.49429      24763.54946   3.50951903e-03  -3.52660262e-05   3.41286118e-07
 1113      24283.49224      24763.55209   3.50948674e-03  -3.52558105e-05   6.67270857e-07
 1114      24283.54469      24763.55879   3.50874228e-03  -3.61621482e-05   5.49891921e-07
 1115      24283.49111      24763.56370   3.50906701e-03  -3.56828978e-05   1.53842988e-06
 1116      24283.49088      24763.56292   3.50916172e-03  -3.56627634e-05   1.35865968e-06
 1117      24283.48830      24763.55578   3.50951199e-03  -3.52530551e-05   9.93205274e-07
 1118      24283.45347      24763.54449   3.50916503e-03  -3.55674601e-05  -2.24164416e-07
 1119      24283.48815      24763.55991   3.50937825e-03  -3.54329041e-05   1.21904347e-06
 1120      24283.55377      24763.54853   3.50899334e-03  -3.59687945e-05  -4.19756729e-07
 1121      24283.54908      24763.55301   3.50889320e-03  -3.59446464e-05   2.18348222e-07
 1122      24283.54507      24763.55827   3.50853366e-03  -3.62661868e-05   6.06684704e-07
 1123      24283.51509      24763.57097   3.50877989e-03  -3.61634319e-05   1.66658273e-06
 1124      24283.54505      24763.56973   3.50851787e-03  -3.65401334e-05   1.15432250e-06
 1125      24283.52086      24763.56212   3.50904612e-03  -3.58401983e-05   1.08469533e-06
 1126      24283.50067      24763.56000   3.50894198e-03  -3.57585470e-05   1.21763053e-06
 1127      24283.49695      24763.53640   3.50993089e-03  -3.47299908e-05  -4.23702035e-07
 1128      24283.53548      24763.56691   3.50869312e-03  -3.63554827e-05   1.00221282e-06
 1129      24283.50346      24763.56813   3.50904248e-03  -3.59665484e-05   1.39925447e-06
 1130      24283.50094      24763.57103   3.50867953e-03  -3.61265261e-05   1.91428967e-06
 1131      24283.49934      24763.54830   3.50961836e-03  -3.52178218e-05   1.76045500e-07
 1132      24283.52985      24763.54558   3.50939859e-03  -3.55130492e-05  -3.69095507e-07
 1133      24283.48210      24763.56138   3.50937154e-03  -3.55125002e-05   1.20194179e-06
 1134      24283.51967      24763.55163   3.50919555e-03  -3.55811526e-05   3.85530557e-07
 1135      24283.50202      24763.56668   3.50900575e-03  -3.58890284e-05   1.48272855e-06
 1136      24283.54575      24763.57533   3.50817007e-03  -3.68001882e-05   1.69036293e-06
 1137      24283.43174      24763.56602   3.50962702e-03  -3.51251076e-05   2.07587895e-06
 1138      24283.43979      24763.56558   3.50953133e-03  -3.51790316e-05   2.06919606e-06
 1139      24283.42203      24763.56631   3.50997102e-03  -3.48697709e-05   2.10723618e-06
 1140      24283.51372      24763.55206   3.50919419e-03  -3.56153691e-05   3.56897521e-07
 1141      24283.59469      24763.55013   3.50859937e-03  -3.63886798e-05  -5.43297718e-07
 1142      24283.51483      24763.54491   3.50942871e-03  -3.53348228e-05  -1.01275205e-07
 1143      24283.49560      24763.55871   3.50943991e-03  -3.54393950e-05   9.91919521e-07
 1144      24283.52932      24763.54748   3.50941008e-03  -3.54497466e-05  -6.94504542e-08
 1145      24283.42897      24763.57901   3.50950614e-03  -3.53981116e-05   2.94264493e-06
 1146      24283.49512      24763.56125   3.50917026e-03  -3.56827882e-05   1.14160136e-06
 1147      24283.45838      24763.55289   3.50990380e-03  -3.45972666e-05   1.49995962e-06
 1148      24283.47441      24763.56848   3.50929189e-03  -3.55616376e-05   1.90806236e-06
 1149      24283.56832      24763.55756   3.50842171e-03  -3.63563302e-05   5.21239408e-07
 1150      24283.46488      24763.57840   3.50900945e-03  -3.58427996e-05   2.71390877e-06
 1151      24283.47480      24763.54015   3.50988111e-03  -3.48734600e-05  -2.87813237e-07
 1152      24283.58386      24763.55811   3.50877414e-03  -3.61779627e-05   3.99120569e-07
 1153      24283.52471      24763.56108   3.50897105e-03  -3.58657526e-05   1.04765308e-06
 1154      24283.40308      24763.57015   3.50975758e-03  -3.49110692e-05   2.73114567e-06
 1155      24283.45442      24763.57319   3.50934180e-03  -3.55461143e-05   2.32256511e-06
 1156      24283.45566      24763.55378   3.50976247e-03  -3.49818855e-05   9.84028887e-07
 1157      24283.48951      24763.57446   3.50890061e-03  -3.60383771e-05   2.08737506e-06
 1158      24283.50486      24763.56352   3.50895690e-03  -3.59107609e-05   1.20961459e-06
 1159      24283.47791      24763.57920   3.50872663e-03  -3.60751525e-05   2.74048676e-06
 1160      24283.57925      24763.56186   3.50831082e-03  -3.66446655e-05   4.95061757e-07
 1161      24283.50534      24763.54481   3.50966846e-03  -3.51660470e-05  -1.26853754e-07
 1162      24283.53512      24763.56577   3.50879207e-03  -3.61889178e-05   1.09226422e-06
 1163      24283.50261      24763.55434   3.50911948e-03  -3.56183924e-05   6.88577980e-07
 1164      24283.46426      24763.55046   3.50911728e-03  -3.55777007e-05   4.03262960e-07
 1165      24283.47689      24763.55853   3.50962148e-03  -3.50750710e-05   1.46703507e-06
 1166      24283.46326      24763.56032   3.50959933e-03  -3.51955566e-05   1.41794760e-06
 1167      24283.46934      24763.55440   3.50977730e-03  -3.50246871e-05   9.28393485e-07
 1168      24282.96158      24763.55267   3.50933720e-03  -3.53711772e-05   7.11982391e-07
 1169      24283.51441      24763.55524   3.50935449e-03  -3.55222933e-05   6.10425699e-07
 1170      24283.50508      24763.55643   3.50914002e-03  -3.56678940e-05   7.53486019e-07
 1171      24283.56841      24763.55394   3.50865948e-03  -3.62454136e-05   3.30845689e-08
 1172      24283.40794      24763.56323   3.51009840e-03  -3.46589474e-05   2.05922384e-06
 1173      24283.50557      24763.54984   3.50931701e-03  -3.53621779e-05   4.89453888e-07
 1174      24283.51704      24763.56372   3.50880052e-03  -3.60578220e-05   1.16061730e-06
 1175      24283.48117      24763.56161   3.50937892e-03  -3.55236376e-05   1.18833608e-06
 1176      24283.43758      24763.56606   3.50960600e-03  -3.51787200e-05   1.99724265e-06
 1177      24283.57775      24763.54508   3.50880492e-03  -3.60411442e-05  -6.12554589e-07
 1178      24283.46826      24763.57122   3.50915080e-03  -3.57365918e-05   2.02302612e-06
 1179      24283.47673      24763.57274   3.50905803e-03  -3.58659892e-05   2.04098549e-06
 1180      24283.50403      24763.56464   3.50890252e-03  -3.58294200e-05   1.57484443e-06
 1181      24283.53401      24763.56099   3.50901255e-03  -3.59537487e-05   7.84673265e-07
 1182      24283.50649      24763.56921   3.50879493e-03  -3.60881156e-05   1.63372520e-06
 1183      24283.48557      24763.53745   3.50996907e-03  -3.46539242e-05  -2.17710898e-07
 1184      24283.44328      24763.56439   3.50964720e-03  -3.50781808e-05   1.98562776e-06
 1185      24283.47216      24763.55772   3.50939356e-03  -3.53399699e-05   1.18197850e-06
 1186      24283.53444      24763.56831   3.50851906e-03  -3.63259158e-05   1.47123491e-06
 1187      24283.50732      24763.56011   3.50945485e-03  -3.56125168e-05   7.31067824e-07
 1188      24283.47136      24763.57701   3.50890986e-03  -3.59019032e-05   2.61008435e-06
 1189      24283.45848      24763.55666   3.50968433e-03  -3.50048764e-05   1.33887934e-06
 1190      24283.54701      24763.56996   3.50838291e-03  -3.65230973e-05   1.42391897e-06
 1191      24283.39758      24763.57587   3.50985297e-03  -3.49231029e-05   3.10906808e-06
 1192      24283.43710      24763.57034   3.50955660e-03  -3.53175968e-05   2.19619602e-06
 1193      24283.48464      24763.54774   3.50972399e-03  -3.50375225e-05   3.40595559e-07
 1194      24283.46408      24763.55577   3.50965235e-03  -3.51542697e-05   9.81577965e-07
 1195      24283.45246      24763.57686   3.50913844e-03  -3.56479423e-05   2.77841266e-06
 1196      24283.50494      24763.56551   3.50895293e-03  -3.59596743e-05   1.30298097e-06
 1197      24283.48528      24763.54493   3.50968621e-03  -3.50028108e-05   2.03780853e-07
 1198      24283.45233      24763.55297   3.50994100e-03  -3.47301002e-05   1.16481569e-06
 1199      24283.49197      24763.54809   3.50955146e-03  -3.51857982e-05   3.29466124e-07
 1200      24283.56526      24763.55880   3.50865490e-03  -3.63393774e-05   3.08175106e-07
 1201      24283.43813      24763.58130   3.50922359e-03  -3.55914566e-05   3.19793184e-06
 1202      24283.55251      24763.54662   3.50915918e-03  -3.57771049e-05  -4.56326689e-07
 1203      24283.46583      24763.57587   3.50901451e-03  -3.58223835e-05   2.50566982e-06
 1204      24283.49562      24763.55426   3.50956401e-03  -3.53392763e-05   5.77062101e-07
 1205      24283.55562      24763.54297   3.50910021e-03  -3.57080586e-05  -5.70268936e-07
 1206      24283.49086      24763.56007   3.50936718e-03  -3.55407791e-05   1.02205350e-06
 1207      24283.54561      24763.53932   3.50947427e-03  -3.54191977e-05  -8.97266045e-07
 1208      24283.50679      24763.56022   3.50914734e-03  -3.57116147e-05   1.01715035e-06
 1209      24283.51434      24763.55586   3.50930398e-03  -3.56176635e-05   5.45335366e-07
 1210      24283.45540      24763.56480   3.50923168e-03  -3.54381125e-05   1.91085831e-06
 1211      24283.41518      24763.55368   3.51018637e-03  -3.43940813e-05   1.56595794e-06
 1212      24283.52631      24763.56131   3.50884825e-03  -3.60762057e-05   8.14006130e-07
 1213      24283.45526      24763.55321   3.51003816e-03  -3.48056340e-05   8.69786238e-07
 1214      24283.47410      24763.56746   3.50920227e-03  -3.56768708e-05   1.70190104e-06
 1215      24283.48622      24763.56359   3.50914007e-03  -3.57263676e-05   1.32166632e-06
 1216      24283.52866      24763.55514   3.50908852e-03  -3.58600969e-05   2.97362937e-07
 1217      24283.51519      24763.57739   3.50837695e-03  -3.64865114e-05   2.23626783e-06
 1218      24283.43845      24763.56184   3.50962584e-03  -3.50614895e-05   1.80743329e-06
 1219      24282.97310      24763.55528   3.50928188e-03  -3.55390797e-05   6.92879056e-07
 1220      24283.52429      24763.55460   3.50917244e-03  -3.56650042e-05   5.29118518e-07
 1221      24283.50582      24763.55444   3.50937197e-03  -3.52133456e-05   1.16938273e-06
 1222      24283.48889      24763.53764   3.50999843e-03  -3.47436939e-05  -4.39176512e-07
 1223      24283.42887      24763.56496   3.50977980e-03  -3.49444244e-05   2.11930977e-06
 1224      24283.37996      24763.54746   3.50946619e-03  -3.53424037e-05   6.90965072e-08
 1225      24283.53058      24763.54815   3.50877962e-03  -3.61759755e-05  -5.63596147e-07
 1226      24283.45899      24763.53584   3.51027449e-03  -3.42927644e-05  -8.09295846e-08
 1227      24283.49104      24763.54768   3.50963030e-03  -3.51513766e-05   2.39688755e-07
 1228      24283.49773      24763.54181   3.50951201e-03  -3.52148672e-05  -2.74795531e-07
 1229      24283.49982      24763.56436   3.50920556e-03  -3.58064877e-05   1.12321983e-06
 1230      24283.54651      24763.54761   3.50916923e-03  -3.57318303e-05  -2.79990660e-07
 1231      24283.50499      24763.56002   3.50912352e-03  -3.57079250e-05   1.04272369e-06
 1232      24283.49980      24763.56897   3.50877217e-03  -3.60791769e-05   1.66565496e-06
 1233      24283.45166      24763.57258   3.50917035e-03  -3.56347276e-05   2.34337148e-06
 1234      24283.51073      24763.55347   3.50932034e-03  -3.55209855e-05   4.96106019e-07
 1235      24283.48974      24763.54599   3.50979389e-03  -3.50478093e-05   4.20858078e-08
 1236      24283.54735      24763.56065   3.50858350e-03  -3.62534334e-05   7.87815556e-07
 1237      24283.59425      24763.55214   3.50825209e-03  -3.65969285e-05  -2.50537258e-07
 1238      24283.53071      24763.57545   3.50838881e-03  -3.66211005e-05   1.74054470e-06
 1239      24283.52029      24763.55260   3.50915747e-03  -3.56240029e-05   4.47134996e-07
 1240      24283.52218      24763.54296   3.50978029e-03  -3.51892679e-05  -5.33732774e-07
 1241      24283.44187      24763.58307   3.50915773e-03  -3.56837183e-05   3.27631179e-06
 1242      24283.50804      24763.56096   3.50915840e-03  -3.57201561e-05   1.05301001e-06
 1243      24283.46433      24763.55889   3.50950481e-03  -3.52459029e-05   1.32073786e-06
 1244      24283.47446      24763.57562   3.50895941e-03  -3.59720882e-05   2.24810034e-06
 1245      24282.96002      24763.55695   3.50935234e-03  -3.53805710e-05   1.08607308e-06
 1246      24283.48929      24763.57238   3.50888431e-03  -3.60251034e-05   1.93795215e-06
 1247      24283.52767      24763.53369   3.50948190e-03  -3.52149568e-05  -1.01842965e-06
 1248      24283.43983      24763.56603   3.50963258e-03  -3.51491379e-05   2.01658473e-06
 1249      24283.46489      24763.54841   3.50964841e-03  -3.49280776e-05   7.57103423e-07
 1250      24283.55289      24763.55229   3.50891637e-03  -3.59167507e-05   1.72446608e-07
 1251      24283.42549      24763.56969   3.50969825e-03  -3.51524292e-05   2.26377857e-06
 1252      24283.44801      24763.56683   3.50957477e-03  -3.52242725e-05   2.02475965e-06
 1253      24283.49004      24763.56214   3.50940254e-03  -3.54730243e-05   1.31013830e-06
 1254      24283.56459      24763.53518   3.50905616e-03  -3.55949932e-05  -1.01598355e-06
 1255      24283.45468      24763.55394   3.50983753e-03  -3.49389225e-05   9.72426250e-07
 1256      24283.46977      24763.57006   3.50911829e-03  -3.57454028e-05   1.94230998e-06
 1257      24283.47567      24763.54936   3.50965336e-03  -3.50049517e-05   6.77378883e-07
 1258      24283.51979      24763.55516   3.50910865e-03  -3.57030078e-05   6.02789448e-07
 1259      24283.51175      24763.54947   3.50921534e-03  -3.54962233e-05   3.27980369e-07
 1260      24283.48597      24763.55776   3.50912489e-03  -3.55527674e-05   1.15383785e-06
 1261      24283.44464      24763.56303   3.50959091e-03  -3.51306887e-05   1.83002519e-06
 1262      24283.49103      24763.55267   3.50955860e-03  -3.52431442e-05   6.37343475e-07
 1263      24283.49087      24763.56098   3.50911035e-03  -3.57316806e-05   1.10583657e-06
 1264      24283.50885      24763.54915   3.50940622e-03  -3.53865117e-05   2.31844470e-07
 1265      24283.54687      24763.56535   3.50839612e-03  -3.64755386e-05   1.06122972e-06
 1266      24283.51847      24763.54579   3.50934366e-03  -3.53696479e-05   4.17213832e-08
 1267      24283.55501      24763.55173   3.50883210e-03  -3.59837235e-05   1.07624612e-07
 1268      24283.40216      24763.55789   3.51041100e-03  -3.43017119e-05   1.81529009e-06
 1269      24283.42778      24763.58218   3.50912222e-03  -3.55053469e-05   3.62338080e-06
 1270      24283.51041      24763.56285   3.50897271e-03  -3.59663698e-05   1.00168994e-06
 1271      24283.52278      24763.55461   3.50920849e-03  -3.56895854e-05   4.21984580e-07
 1272      24283.49372      24763.56234   3.50916751e-03  -3.57127142e-05   1.18773451e-06
 1273      24283.45716      24763.58313   3.50885994e-03  -3.58795894e-05   3.33007228e-06
 1274      24283.50282      24763.55342   3.50936795e-03  -3.54213918e-05   6.28070212e-07
 1275      24283.49396      24763.57236   3.50881403e-03  -3.60775657e-05   1.93531304e-06
 1276      24283.43635      24763.57764   3.50936231e-03  -3.54583243e-05   2.90804315e-06
 1277      24283.44393      24763.57185   3.50929406e-03  -3.54563478e-05   2.45987782e-06
 1278      24283.52186      24763.54727   3.50953766e-03  -3.54119617e-05  -2.08324534e-07
 1279      24283.54168      24763.55253   3.50898617e-03  -3.58824322e-05   1.58463913e-07
 1280      24283.50144      24763.55491   3.50931081e-03  -3.53994703e-05   9.11927074e-07
 1281      24283.42646      24763.56517   3.50992771e-03  -3.49148388e-05   1.96798853e-06
 1282      24283.56323      24763.55477   3.50880010e-03  -3.62627231e-05  -1.44399341e-07
 1283      24283.48540      24763.56854   3.50928074e-03  -3.57256011e-05   1.57925672e-06
 1284      24283.60332      24763.55540   3.50822742e-03  -3.67077247e-05  -1.34084352e-07
 1285      24283.43462      24763.56184   3.50983635e-03  -3.48110409e-05   2.01187397e-06
 1286      24283.52752      24763.55317   3.50901211e-03  -3.58157175e-05   3.21856167e-07
 1287      24283.47179      24763.57938   3.50898817e-03  -3.59638701e-05   2.58357617e-06
 1288      24283.51945      24763.54761   3.50922061e-03  -3.55603823e-05   3.64143317e-09
 1289      24283.46194      24763.57703   3.50903556e-03  -3.57822947e-05   2.66987188e-06
 1290      24283.46977      24763.56675   3.50938655e-03  -3.54970502e-05   1.72765107e-06
 1291      24283.43774      24763.55362   3.50989046e-03  -3.47126255e-05   1.34512191e-06
 1292      24283.50449      24763.55707   3.50917499e-03  -3.56104899e-05   8.84708117e-07
 1293      24283.51672      24763.54894   3.50924661e-03  -3.55158373e-05   1.86154662e-07
 1294      24283.45346      24763.55877   3.50984395e-03  -3.49939024e-05   1.31427195e-06
 1295      24283.42319      24763.56685   3.50977862e-03  -3.50135534e-05   2.15733471e-06
 1296      24283.43145      24763.55411   3.51014479e-03  -3.45624629e-05   1.31306222e-06
 1297      24283.54706      24763.56372   3.50869246e-03  -3.62867032e-05   8.41943772e-07
 1298      24283.45806      24763.55718   3.50963272e-03  -3.50305140e-05   1.41451852e-06
 1299      24283.42911      24763.56035   3.50999550e-03  -3.48660775e-05   1.50218841e-06
 1300      24283.50385      24763.56284   3.50918024e-03  -3.56955964e-05   1.25255557e-06
 1301      24283.45140      24763.55119   3.50957179e-03  -3.51872490e-05   5.93189561e-07
 1302      24283.43413      24763.57264   3.50938221e-03  -3.54143216e-05   2.48700892e-06
 1303      24283.53381      24763.53745   3.50953881e-03  -3.52596833e-05  -8.38859088e-07
 1304      24283.56421      24763.54130   3.50896196e-03  -3.57920415e-05  -6.94791908e-07
 1305      24283.47547      24763.54094   3.51007749e-03  -3.46780315e-05  -1.01015898e-07
 1306      24283.61176      24763.55991   3.50832189e-03  -3.66852549e-05   2.00673826e-07
 1307      24283.47601      24763.54855   3.50979976e-03  -3.50504478e-05   2.73274663e-07
 1308      24283.53139      24763.56846   3.50866007e-03  -3.63236209e-05   1.26998462e-06
 1309      24283.44417      24763.58439   3.50927142e-03  -3.57353038e-05   3.11385485e-06
 1310      24283.50627      24763.54508   3.50964314e-03  -3.51634316e-05  -5.54030710e-08
 1311      24283.49438      24763.54524   3.50978834e-03  -3.49597383e-05   1.65157263e-07
 1312      24283.48930      24763.55627   3.50952156e-03  -3.52793635e-05   9.68650741e-07
 1313      24283.44310      24763.56061   3.50969173e-03  -3.50321289e-05   1.64875445e-06
 1314      24283.43095      24763.57482   3.50947030e-03  -3.54273994e-05   2.53163693e-06
 1315      24283.49135      24763.56651   3.50904690e-03  -3.57577450e-05   1.68116705e-06
 1316      24283.43694      24763.57978   3.50930565e-03  -3.55390143e-05   3.03247129e-06
 1317      24283.47657      24763.54653   3.50971370e-03  -3.50284972e-05   2.59948240e-07
 1318      24283.60404      24763.53573   3.50881085e-03  -3.60505431e-05  -1.55181107e-06
 1319      24283.48630      24763.57353   3.50891722e-03  -3.59620450e-05   2.13451549e-06
 1320      24283.50870      24763.54256   3.50947430e-03  -3.52463407e-05  -2.09742443e-07
 1321      24283.46606      24763.56383   3.50942279e-03  -3.53599882e-05   1.68191488e-06
 1322      24283.42953      24763.55517   3.51001460e-03  -3.46972585e-05   1.33196336e-06
 1323      24283.49771      24763.56428   3.50905781e-03  -3.58284164e-05   1.29914939e-06
 1324      24283.50143      24763.55776   3.50929020e-03  -3.55998768e-05   7.90472277e-07
 1325      24283.48388      24763.57265   3.50896816e-03  -3.59642856e-05   1.96240384e-06
 1326      24283.50369      24763.55622   3.50923586e-03  -3.56106804e-05   7.03373598e-07
 1327      24283.54122      24763.55740   3.50877195e-03  -3.61041501e-05   4.92322701e-07
 1328      24283.48817      24763.55300   3.50958260e-03  -3.52583586e-05   5.98926442e-07
 1329      24283.48946      24763.55232   3.50956589e-03  -3.52382128e-05   6.02798574e-07
 1330      24283.40409      24763.54799   3.51029216e-03  -3.43191083e-05   1.00530844e-06
 1331      24283.55457      24763.54306   3.50929809e-03  -3.54861188e-05  -3.96865392e-07
 1332      24283.50132      24763.56246   3.50896897e-03  -3.58830341e-05   1.14781156e-06
 1333      24283.53811      24763.56219   3.50866856e-03  -3.62808136e-05   7.44146504e-07
