polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
these models assume the h-band 2014 wind profile from Tollefson et al. (2018, Icarus 311).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations from Table 1 (polynomial profiles).
index         r_pol_km          r_eq_km
  443   24225.76158487   24778.98190839
  444   24335.54543465   24773.95820709
  445   24353.69906052   24768.98070576
  446   24239.83949277   24779.58086020
  447   24404.97426323   24764.57266490
  448   24400.57203229   24767.21510936
  449   24312.06325016   24771.34905337
  450   24235.72120252   24772.41258352
  451   24323.52293565   24772.07112229
  452   24320.29400170   24773.87975777
  453   24310.38460258   24766.94356650
  454   24408.59898832   24763.58236532
  455   24339.73892526   24770.49646424
  456   24405.84584421   24766.87622276
  457   24364.10294318   24775.58916610
  458   24374.56733388   24769.02978253
  459   24415.43757761   24766.20372943
  460   24356.24844086   24765.98965153
  461   24364.72816073   24768.67705408
  462   24191.37327275   24767.65252431
  463   24219.55289543   24778.30455156
  464   24313.81927944   24777.47192415
  465   24418.07382309   24760.23999929
  466   24199.97152617   24781.72289759
  467   24406.93346199   24762.11566364
  468   24416.81540381   24761.45400451
  469   24308.52971735   24776.63319198
  470   24347.49400914   24773.06148087
  471   24102.87999928   24776.65105878
  472   24202.64906421   24770.38461513
