polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation 2.
the polar and equatorial radii in this file come from random draws in j2 and j4 from the French et al. (2024, Icarus 411) error ellipsoid,
followed by direct integration of Equation (3) from one of the Voyager 2 radio points reported in Lindal et al. 1987 to either the equator or the pole.
index         r_pol_km          r_eq_km               j2               j4               j6
 5499      24968.85204      25556.62087   3.50892598e-03  -3.59008307e-05   2.04825359e-06
 5500      24968.92558      25556.61954   3.50945912e-03  -3.54623574e-05  -9.00415064e-07
 5501      24968.93463      25556.62016   3.50865027e-03  -3.63983362e-05   1.82956901e-07
 5502      24968.82641      25556.62063   3.50960498e-03  -3.52735178e-05   1.68584209e-06
 5503      24968.87016      25556.62046   3.50916315e-03  -3.57106202e-05   1.16133422e-06
 5504      24968.87245      25556.61994   3.50971963e-03  -3.51413737e-05   1.58421560e-07
 5505      24968.79882      25556.62057   3.50992706e-03  -3.47539625e-05   1.77147941e-06
 5506      24968.82279      25556.62044   3.50977171e-03  -3.49685825e-05   1.39551407e-06
 5507      24968.87451      25556.62014   3.50942979e-03  -3.53680051e-05   5.49384189e-07
 5508      24968.85308      25556.62030   3.50948684e-03  -3.52263914e-05   9.92132066e-07
 5509      24968.85770      25556.62048   3.50927421e-03  -3.55077425e-05   1.28045422e-06
 5510      24968.91555      25556.62043   3.50850101e-03  -3.62750864e-05   9.05523178e-07
 5511      24968.90642      25556.62031   3.50882631e-03  -3.60581634e-05   6.86390470e-07
 5512      24968.90171      25556.61998   3.50923226e-03  -3.55706436e-05   9.76124184e-08
 5513      24968.89465      25556.62016   3.50916984e-03  -3.57605056e-05   4.36789362e-07
 5514      24968.81791      25556.62066   3.50963832e-03  -3.51496400e-05   1.82599027e-06
 5515      24968.86241      25556.61971   3.51001891e-03  -3.46382295e-05  -1.63367084e-07
 5516      24968.92128      25556.62017   3.50880186e-03  -3.61728260e-05   2.92390707e-07
 5517      24968.86728      25556.62046   3.50921893e-03  -3.56657841e-05   1.15726441e-06
 5518      24968.89143      25556.62030   3.50905174e-03  -3.58875811e-05   7.02070854e-07
 5519      24968.88216      25556.62083   3.50860820e-03  -3.63386030e-05   1.77931969e-06
 5520      24968.82578      25556.62067   3.50947223e-03  -3.52391682e-05   1.82979614e-06
 5521      24968.90847      25556.61979   3.50940434e-03  -3.55029403e-05  -3.19679475e-07
 5522      24968.91143      25556.62006   3.50901297e-03  -3.58117873e-05   1.97678276e-07
 5523      24968.87886      25556.61991   3.50959926e-03  -3.51472380e-05   1.14605361e-07
 5524      24968.86440      25556.62038   3.50927129e-03  -3.55291648e-05   1.05191868e-06
 5525      24968.82121      25556.62094   3.50930711e-03  -3.55431943e-05   2.31386991e-06
 5526      24968.84386      25556.62071   3.50918215e-03  -3.55535836e-05   1.80885999e-06
 5527      24968.90094      25556.61977   3.50947498e-03  -3.53097289e-05  -2.90664559e-07
 5528      24968.89797      25556.62056   3.50864988e-03  -3.62147802e-05   1.21023697e-06
 5529      24968.90535      25556.62034   3.50881743e-03  -3.60801740e-05   7.37616172e-07
 5530      24968.87117      25556.62026   3.50929939e-03  -3.54528755e-05   8.02167284e-07
 5531      24968.91548      25556.62048   3.50851589e-03  -3.63976786e-05   9.61321353e-07
 5532      24968.81607      25556.62081   3.50963669e-03  -3.54038110e-05   2.02007894e-06
 5533      24968.84735      25556.62065   3.50916637e-03  -3.55095565e-05   1.70686823e-06
 5534      24968.86801      25556.62056   3.50910180e-03  -3.58005586e-05   1.34313075e-06
 5535      24968.84019      25556.62014   3.50989940e-03  -3.48525824e-05   7.34102368e-07
 5536      24968.89564      25556.62081   3.50843601e-03  -3.65070800e-05   1.67630288e-06
 5537      24968.92465      25556.61962   3.50933727e-03  -3.55071063e-05  -7.12452538e-07
 5538      24968.80525      25556.62144   3.50900168e-03  -3.59194617e-05   3.33429106e-06
 5539      24968.92374      25556.61993   3.50901624e-03  -3.58699959e-05  -1.27137462e-07
 5540      24968.85176      25556.62027   3.50956175e-03  -3.51666025e-05   9.44704389e-07
 5541      24968.92669      25556.61962   3.50931318e-03  -3.55464633e-05  -7.22268551e-07
 5542      24968.91503      25556.62055   3.50847547e-03  -3.64913071e-05   1.06665152e-06
 5543      24968.94800      25556.62021   3.50837619e-03  -3.65668171e-05   2.70290553e-07
 5544      24968.81153      25556.62049   3.50984650e-03  -3.48401123e-05   1.55411091e-06
 5545      24968.88846      25556.62010   3.50930464e-03  -3.55503034e-05   3.89317335e-07
 5546      24968.91958      25556.61967   3.50925034e-03  -3.54179722e-05  -5.21169896e-07
 5547      24968.82657      25556.62008   3.51015535e-03  -3.45812697e-05   6.85595325e-07
 5548      24968.85682      25556.62019   3.50958935e-03  -3.51431303e-05   7.55844777e-07
 5549      24968.86761      25556.62066   3.50898387e-03  -3.59051010e-05   1.54122383e-06
 5550      24968.87391      25556.61994   3.50962130e-03  -3.51062699e-05   2.03611077e-07
 5551      24968.80526      25556.62056   3.50987001e-03  -3.48656980e-05   1.70269530e-06
 5552      24968.83812      25556.62072   3.50920872e-03  -3.54429364e-05   1.88584661e-06
 5553      24968.92050      25556.61994   3.50908482e-03  -3.58547399e-05  -1.15046973e-07
 5554      24968.91627      25556.62028   3.50861575e-03  -3.61476131e-05   6.16366030e-07
 5555      24968.87298      25556.62042   3.50915520e-03  -3.56876248e-05   1.07366260e-06
 5556      24968.80685      25556.62061   3.50991791e-03  -3.49765987e-05   1.73546423e-06
 5557      24968.89760      25556.62072   3.50852473e-03  -3.64229381e-05   1.48176300e-06
 5558      24968.91451      25556.61980   3.50933401e-03  -3.56152063e-05  -3.54574265e-07
 5559      24968.84470      25556.62005   3.50987714e-03  -3.47708391e-05   5.73056039e-07
 5560      24968.82631      25556.62025   3.50995205e-03  -3.47800085e-05   1.02961284e-06
 5561      24968.90241      25556.62040   3.50869679e-03  -3.60363817e-05   9.29772625e-07
 5562      24968.84806      25556.62084   3.50906094e-03  -3.58223189e-05   1.97770272e-06
 5563      24968.86842      25556.62061   3.50895901e-03  -3.57990727e-05   1.49131060e-06
 5564      24968.95047      25556.61976   3.50879502e-03  -3.60315736e-05  -5.58616430e-07
 5565      24968.82740      25556.62113   3.50887981e-03  -3.57534792e-05   2.73684871e-06
 5566      24968.79692      25556.62080   3.50976031e-03  -3.50055644e-05   2.21096966e-06
 5567      24968.89586      25556.62016   3.50906262e-03  -3.57013607e-05   4.96011856e-07
 5568      24968.86748      25556.62094   3.50874832e-03  -3.62906307e-05   2.02127372e-06
 5569      24968.84171      25556.61995   3.51005690e-03  -3.46309304e-05   3.87665511e-07
 5570      24968.83655      25556.62013   3.51002169e-03  -3.48363690e-05   6.95535602e-07
 5571      24968.92118      25556.61966   3.50939831e-03  -3.55569936e-05  -6.50452806e-07
 5572      24968.90302      25556.62028   3.50886101e-03  -3.59771785e-05   6.46902676e-07
 5573      24968.95208      25556.61958   3.50897373e-03  -3.58464312e-05  -9.09095858e-07
 5574      24968.86532      25556.62031   3.50928795e-03  -3.54091478e-05   9.53886257e-07
 5575      24968.80094      25556.62072   3.50979588e-03  -3.49670677e-05   2.04009437e-06
 5576      24968.83570      25556.62071   3.50933599e-03  -3.54682364e-05   1.82599314e-06
 5577      24968.85806      25556.62031   3.50946153e-03  -3.53509743e-05   9.36981541e-07
 5578      24968.95498      25556.61944   3.50901958e-03  -3.56775268e-05  -1.14282208e-06
 5579      24968.86067      25556.62048   3.50925721e-03  -3.55694812e-05   1.24863059e-06
 5580      24968.88524      25556.62069   3.50869976e-03  -3.61958443e-05   1.50880963e-06
 5581      24968.81403      25556.62086   3.50943654e-03  -3.53076398e-05   2.24468700e-06
 5582      24968.84748      25556.62025   3.50970014e-03  -3.51089113e-05   8.82571077e-07
 5583      24968.81878      25556.62090   3.50941480e-03  -3.54976130e-05   2.23914824e-06
 5584      24968.81608      25556.62079   3.50950856e-03  -3.52651800e-05   2.08312648e-06
 5585      24968.85658      25556.62022   3.50955730e-03  -3.51663604e-05   8.08705140e-07
 5586      24968.90794      25556.61974   3.50936443e-03  -3.53472755e-05  -3.49893905e-07
 5587      24968.81820      25556.62074   3.50952983e-03  -3.52252388e-05   1.98248112e-06
 5588      24968.81243      25556.62113   3.50921757e-03  -3.56290079e-05   2.72541878e-06
 5589      24968.90996      25556.62041   3.50870748e-03  -3.62533133e-05   8.22885233e-07
 5590      24968.87810      25556.62024   3.50926527e-03  -3.55677792e-05   6.99788064e-07
 5591      24968.81255      25556.62088   3.50945520e-03  -3.53149050e-05   2.27189306e-06
 5592      24968.83966      25556.62009   3.50985497e-03  -3.47074897e-05   7.11745803e-07
 5593      24968.86353      25556.62014   3.50949433e-03  -3.51328753e-05   6.64248139e-07
 5594      24968.91610      25556.61991   3.50912273e-03  -3.57160143e-05  -1.14529914e-07
 5595      24968.83502      25556.62046   3.50962961e-03  -3.52300499e-05   1.31545117e-06
 5596      24968.88666      25556.62008   3.50934188e-03  -3.54929444e-05   3.67016497e-07
 5597      24968.83043      25556.62057   3.50958174e-03  -3.52359867e-05   1.57474770e-06
 5598      24968.81056      25556.62053   3.50980088e-03  -3.48863985e-05   1.64843863e-06
 5599      24968.89802      25556.61951   3.50986172e-03  -3.50211881e-05  -8.00519712e-07
 5600      24968.85957      25556.62060   3.50912202e-03  -3.56777561e-05   1.49511832e-06
 5601      24968.86607      25556.62061   3.50894758e-03  -3.57331707e-05   1.53269131e-06
 5602      24968.84637      25556.62030   3.50960713e-03  -3.51530729e-05   1.01162219e-06
 5603      24968.90249      25556.62026   3.50886218e-03  -3.59293513e-05   6.37663482e-07
 5604      24968.86918      25556.61998   3.50969801e-03  -3.51158637e-05   2.65204837e-07
 5605      24968.96635      25556.61917   3.50927100e-03  -3.56130220e-05  -1.79445365e-06
 5606      24968.81735      25556.62061   3.50973551e-03  -3.51082341e-05   1.71102776e-06
 5607      24968.82086      25556.62055   3.50962336e-03  -3.50574698e-05   1.62699453e-06
 5608      24968.86613      25556.62045   3.50920164e-03  -3.56100968e-05   1.17759666e-06
 5609      24968.94572      25556.61994   3.50863371e-03  -3.61556431e-05  -1.75501296e-07
 5610      24968.90532      25556.62012   3.50908682e-03  -3.58839885e-05   2.91234676e-07
 5611      24968.90603      25556.62030   3.50877936e-03  -3.60570315e-05   6.71285382e-07
 5612      24968.86265      25556.62053   3.50916723e-03  -3.56485639e-05   1.33721653e-06
 5613      24968.83950      25556.62067   3.50928923e-03  -3.54386171e-05   1.75231189e-06
 5614      24968.92939      25556.62030   3.50848033e-03  -3.63463781e-05   5.67281397e-07
 5615      24968.84225      25556.62064   3.50935666e-03  -3.55052727e-05   1.63811262e-06
 5616      24968.84497      25556.62073   3.50924503e-03  -3.56853084e-05   1.78048578e-06
 5617      24968.88439      25556.62008   3.50934482e-03  -3.54316913e-05   3.91474775e-07
 5618      24968.88474      25556.62063   3.50878622e-03  -3.61297734e-05   1.39197196e-06
 5619      24968.89417      25556.62024   3.50898923e-03  -3.57670687e-05   6.49619589e-07
 5620      24968.84671      25556.62074   3.50920235e-03  -3.57189185e-05   1.79495602e-06
 5621      24968.83835      25556.62043   3.50960214e-03  -3.52278584e-05   1.26040862e-06
 5622      24968.94302      25556.61981   3.50880305e-03  -3.59394713e-05  -4.07178167e-07
 5623      24968.87125      25556.62049   3.50910529e-03  -3.57407866e-05   1.21008239e-06
 5624      24968.83935      25556.62087   3.50907504e-03  -3.56846476e-05   2.12662801e-06
 5625      24968.91169      25556.61954   3.50955583e-03  -3.51851731e-05  -7.64355867e-07
 5626      24968.85220      25556.62036   3.50951026e-03  -3.53473083e-05   1.04427111e-06
 5627      24968.84003      25556.62042   3.50959903e-03  -3.52518748e-05   1.22852057e-06
 5628      24968.82733      25556.62154   3.50856133e-03  -3.63492228e-05   3.41842276e-06
 5629      24968.80979      25556.62103   3.50940995e-03  -3.55191862e-05   2.51647412e-06
 5630      24968.89157      25556.62011   3.50921757e-03  -3.55762516e-05   4.10334096e-07
 5631      24968.93142      25556.62005   3.50882262e-03  -3.61911505e-05   1.02704370e-08
 5632      24968.83375      25556.62051   3.50959011e-03  -3.52080394e-05   1.45999247e-06
 5633      24968.82719      25556.62085   3.50928843e-03  -3.55091678e-05   2.14490779e-06
 5634      24968.89225      25556.62000   3.50942633e-03  -3.55174698e-05   1.32835283e-07
 5635      24968.81544      25556.62047   3.50982815e-03  -3.48955658e-05   1.49304540e-06
 5636      24968.79794      25556.62126   3.50920676e-03  -3.55154701e-05   3.09351439e-06
 5637      24968.85600      25556.61994   3.50979036e-03  -3.47794913e-05   3.53535820e-07
 5638      24968.88129      25556.62046   3.50896935e-03  -3.58298928e-05   1.11886828e-06
 5639      24968.86657      25556.62025   3.50939955e-03  -3.53995046e-05   7.95063281e-07
 5640      24968.86968      25556.62091   3.50869015e-03  -3.62375794e-05   1.99141848e-06
 5641      24968.89040      25556.62043   3.50885340e-03  -3.59159509e-05   1.03332740e-06
 5642      24968.85208      25556.62075   3.50907970e-03  -3.57794131e-05   1.80923835e-06
 5643      24968.85319      25556.62078   3.50907673e-03  -3.58477980e-05   1.81936197e-06
 5644      24968.84968      25556.62060   3.50932795e-03  -3.55872050e-05   1.50081816e-06
 5645      24968.92047      25556.61930   3.50967704e-03  -3.50287636e-05  -1.23956109e-06
 5646      24968.86394      25556.62077   3.50891476e-03  -3.59763203e-05   1.76068227e-06
 5647      24968.89720      25556.61999   3.50937334e-03  -3.55931783e-05   8.94680655e-08
 5648      24968.81846      25556.62062   3.50971101e-03  -3.51362010e-05   1.72019907e-06
 5649      24968.86047      25556.62010   3.50971110e-03  -3.51481941e-05   5.22307097e-07
 5650      24968.73262      25556.62134   3.51003298e-03  -3.46564624e-05   3.57519089e-06
 5651      24968.86345      25556.62005   3.50952779e-03  -3.49776909e-05   5.39798012e-07
 5652      24968.88065      25556.62046   3.50895835e-03  -3.58025654e-05   1.13444223e-06
 5653      24968.89772      25556.62008   3.50927716e-03  -3.57177244e-05   2.44784486e-07
 5654      24968.85570      25556.62050   3.50933550e-03  -3.55468909e-05   1.29555071e-06
 5655      24968.87620      25556.62044   3.50900756e-03  -3.57042103e-05   1.15012281e-06
 5656      24968.93911      25556.61949   3.50926629e-03  -3.55667063e-05  -1.01870318e-06
 5657      24968.88190      25556.62025   3.50920816e-03  -3.56396284e-05   6.89449712e-07
 5658      24968.87301      25556.62061   3.50890320e-03  -3.58660840e-05   1.45734104e-06
 5659      24968.88236      25556.61975   3.50975029e-03  -3.50261158e-05  -2.20322955e-07
 5660      24968.89485      25556.61988   3.50944084e-03  -3.53573995e-05  -5.37738855e-08
 5661      24968.83250      25556.62002   3.51015218e-03  -3.46147695e-05   5.31540838e-07
 5662      24968.86143      25556.62064   3.50907507e-03  -3.57852382e-05   1.54815663e-06
 5663      24968.84392      25556.62040   3.50955700e-03  -3.52644586e-05   1.18191566e-06
 5664      24968.84963      25556.62039   3.50945560e-03  -3.53013668e-05   1.15274561e-06
 5665      24968.77558      25556.62091   3.50997919e-03  -3.48517434e-05   2.49620714e-06
 5666      24968.86209      25556.62034   3.50938565e-03  -3.54647558e-05   9.62863059e-07
 5667      24968.82811      25556.62096   3.50914799e-03  -3.56422939e-05   2.34669006e-06
 5668      24968.79286      25556.62056   3.51003456e-03  -3.46713270e-05   1.78296426e-06
 5669      24968.85021      25556.62099   3.50880966e-03  -3.59974718e-05   2.28471650e-06
 5670      24968.84214      25556.62030   3.50979784e-03  -3.51857869e-05   9.31853466e-07
 5671      24968.90924      25556.62011   3.50899746e-03  -3.58472641e-05   2.96743465e-07
 5672      24968.89638      25556.61948   3.50978974e-03  -3.48627916e-05  -7.65945811e-07
 5673      24968.84562      25556.62041   3.50949494e-03  -3.52825657e-05   1.21065786e-06
 5674      24968.86103      25556.62024   3.50951951e-03  -3.53157512e-05   7.78150258e-07
 5675      24968.82801      25556.62107   3.50907206e-03  -3.58057583e-05   2.53587923e-06
 5676      24968.90714      25556.62015   3.50900590e-03  -3.59229830e-05   3.45508290e-07
 5677      24968.89616      25556.62061   3.50870955e-03  -3.63137369e-05   1.25175255e-06
 5678      24968.87564      25556.62024   3.50930927e-03  -3.55365157e-05   7.05095406e-07
 5679      24968.91838      25556.62037   3.50869280e-03  -3.63746707e-05   6.72816807e-07
 5680      24968.83365      25556.62047   3.50961397e-03  -3.51937268e-05   1.35880644e-06
 5681      24968.89761      25556.62047   3.50874305e-03  -3.60908257e-05   1.04689834e-06
 5682      24968.79810      25556.62070   3.50991224e-03  -3.49364037e-05   1.97067244e-06
 5683      24968.85559      25556.62058   3.50920544e-03  -3.56096439e-05   1.47745876e-06
 5684      24968.87802      25556.62056   3.50891371e-03  -3.59174880e-05   1.32964923e-06
 5685      24968.88635      25556.61964   3.50979946e-03  -3.49358561e-05  -4.42136784e-07
 5686      24968.91227      25556.61996   3.50910051e-03  -3.56973291e-05   1.03583805e-08
 5687      24968.86223      25556.62063   3.50909826e-03  -3.57848023e-05   1.50457991e-06
 5688      24968.90426      25556.61991   3.50930838e-03  -3.55706315e-05  -6.01272678e-08
 5689      24968.87922      25556.62053   3.50895091e-03  -3.59137875e-05   1.25191668e-06
 5690      24968.81434      25556.62068   3.50963597e-03  -3.51013225e-05   1.90382834e-06
 5691      24968.82939      25556.62072   3.50941603e-03  -3.53995980e-05   1.87869740e-06
 5692      24968.89118      25556.61983   3.50949953e-03  -3.52107085e-05  -9.22835272e-08
 5693      24968.86141      25556.62103   3.50864553e-03  -3.62427943e-05   2.28244262e-06
 5694      24968.86921      25556.61977   3.50999125e-03  -3.49050625e-05  -1.75415286e-07
 5695      24968.79879      25556.62055   3.50996808e-03  -3.47433576e-05   1.72525568e-06
 5696      24968.78990      25556.62120   3.50935342e-03  -3.53049107e-05   3.04340239e-06
 5697      24968.83482      25556.62073   3.50934371e-03  -3.55032473e-05   1.86067553e-06
 5698      24968.80716      25556.62058   3.50979328e-03  -3.49063454e-05   1.74789535e-06
 5699      24968.89159      25556.62005   3.50937299e-03  -3.55826160e-05   2.41004596e-07
 5700      24968.83403      25556.62035   3.50970370e-03  -3.49802082e-05   1.18844889e-06
 5701      24968.86885      25556.62040   3.50927245e-03  -3.56224916e-05   1.03262340e-06
 5702      24968.87276      25556.62029   3.50918577e-03  -3.54781261e-05   8.93341158e-07
 5703      24968.83189      25556.62024   3.50991837e-03  -3.48646144e-05   9.54196923e-07
 5704      24968.86601      25556.62034   3.50924938e-03  -3.54601026e-05   1.00181813e-06
 5705      24968.86704      25556.62027   3.50929901e-03  -3.53761868e-05   8.82082983e-07
 5706      24968.87751      25556.62001   3.50953725e-03  -3.52690692e-05   2.92631018e-07
 5707      24968.79008      25556.62051   3.51017005e-03  -3.45884367e-05   1.67996374e-06
 5708      24968.89750      25556.62073   3.50850178e-03  -3.64309464e-05   1.50678747e-06
 5709      24968.89992      25556.62013   3.50910172e-03  -3.57290606e-05   3.82982511e-07
 5710      24968.89272      25556.62027   3.50905807e-03  -3.58408980e-05   6.51808534e-07
 5711      24968.86543      25556.62040   3.50924684e-03  -3.56002178e-05   1.06517942e-06
 5712      24968.86710      25556.62055   3.50911830e-03  -3.57725686e-05   1.33807976e-06
 5713      24968.96330      25556.61982   3.50855130e-03  -3.62803485e-05  -5.21985270e-07
 5714      24968.87654      25556.62029   3.50926203e-03  -3.56461027e-05   7.84281935e-07
 5715      24968.77435      25556.62084   3.51003801e-03  -3.47188964e-05   2.39330252e-06
 5716      24968.84793      25556.62060   3.50931506e-03  -3.55305559e-05   1.53826067e-06
 5717      24968.88116      25556.61968   3.50985847e-03  -3.49249181e-05  -3.64137799e-07
 5718      24968.96579      25556.61961   3.50876912e-03  -3.60924696e-05  -9.38800424e-07
 5719      24968.90475      25556.62010   3.50905192e-03  -3.57592247e-05   3.16931342e-07
 5720      24968.84934      25556.62013   3.50981663e-03  -3.50075960e-05   6.46299717e-07
 5721      24968.82613      25556.62055   3.50967519e-03  -3.51745981e-05   1.55896387e-06
 5722      24968.81972      25556.62114   3.50901876e-03  -3.56831483e-05   2.76214925e-06
 5723      24968.87207      25556.62022   3.50936509e-03  -3.54432934e-05   7.01777004e-07
 5724      24968.86974      25556.62099   3.50863548e-03  -3.63721889e-05   2.12683295e-06
 5725      24968.83832      25556.62093   3.50905157e-03  -3.57601893e-05   2.22557895e-06
 5726      24968.92064      25556.61994   3.50905395e-03  -3.58411771e-05  -9.48570188e-08
 5727      24968.86894      25556.62017   3.50943734e-03  -3.53050972e-05   6.63388845e-07
 5728      24968.88196      25556.62020   3.50925337e-03  -3.55815822e-05   6.14251285e-07
 5729      24968.86916      25556.62062   3.50900684e-03  -3.58771491e-05   1.45328790e-06
 5730      24968.85323      25556.62034   3.50951866e-03  -3.53410146e-05   9.98439654e-07
 5731      24968.83855      25556.62103   3.50895589e-03  -3.59091791e-05   2.40938544e-06
 5732      24968.84561      25556.62056   3.50932432e-03  -3.54138512e-05   1.52292020e-06
 5733      24968.81411      25556.62041   3.50994589e-03  -3.48203464e-05   1.37157803e-06
 5734      24968.85060      25556.62035   3.50949622e-03  -3.52818911e-05   1.06976625e-06
 5735      24968.79870      25556.62087   3.50962302e-03  -3.50901439e-05   2.35740175e-06
 5736      24968.87452      25556.62006   3.50955606e-03  -3.52988348e-05   3.77980592e-07
 5737      24968.86980      25556.62000   3.50960693e-03  -3.51041479e-05   3.41224180e-07
 5738      24968.90872      25556.61980   3.50934594e-03  -3.54837499e-05  -2.73525029e-07
 5739      24968.85964      25556.62039   3.50938328e-03  -3.55336883e-05   1.04516890e-06
 5740      24968.88382      25556.62038   3.50905076e-03  -3.57886793e-05   9.39360652e-07
 5741      24968.85947      25556.62050   3.50924629e-03  -3.55839160e-05   1.30613308e-06
 5742      24968.82698      25556.62037   3.50976467e-03  -3.48814556e-05   1.27305549e-06
 5743      24968.83553      25556.62107   3.50892975e-03  -3.58824677e-05   2.51801920e-06
 5744      24968.83400      25556.62108   3.50893746e-03  -3.58725642e-05   2.54290812e-06
 5745      24968.88694      25556.61989   3.50952920e-03  -3.52469224e-05   1.43943746e-08
 5746      24968.82518      25556.62111   3.50898284e-03  -3.57691134e-05   2.66005740e-06
 5747      24968.78089      25556.62134   3.50945947e-03  -3.54472480e-05   3.26577168e-06
 5748      24968.87500      25556.62042   3.50908702e-03  -3.56722340e-05   1.09091609e-06
 5749      24968.87606      25556.62021   3.50931405e-03  -3.54898034e-05   6.69135638e-07
 5750      24968.78195      25556.62081   3.51000276e-03  -3.48256657e-05   2.27681846e-06
 5751      24968.82840      25556.62072   3.50936191e-03  -3.53284159e-05   1.93189764e-06
 5752      24968.89145      25556.62006   3.50928094e-03  -3.55092262e-05   3.07734701e-07
 5753      24968.85103      25556.62135   3.50847697e-03  -3.64878925e-05   2.91865957e-06
 5754      24968.84692      25556.62028   3.50967248e-03  -3.51715511e-05   9.33386504e-07
 5755      24968.86376      25556.61973   3.51003877e-03  -3.47227585e-05  -1.75826016e-07
 5756      24968.87332      25556.62020   3.50932704e-03  -3.53775204e-05   7.00995573e-07
 5757      24968.86847      25556.62011   3.50944746e-03  -3.51618831e-05   5.91151869e-07
 5758      24968.93679      25556.61992   3.50881767e-03  -3.60180138e-05  -1.96021983e-07
 5759      24968.93857      25556.61995   3.50877584e-03  -3.60976494e-05  -1.59733298e-07
 5760      24968.81600      25556.62086   3.50945930e-03  -3.53779867e-05   2.20385046e-06
 5761      24968.88562      25556.62021   3.50920722e-03  -3.56466052e-05   5.92452243e-07
 5762      24968.88149      25556.61965   3.50983102e-03  -3.48570338e-05  -3.81436195e-07
 5763      24968.90131      25556.62004   3.50914923e-03  -3.56347792e-05   2.38190664e-07
 5764      24968.87709      25556.62049   3.50900547e-03  -3.58078350e-05   1.19098644e-06
 5765      24968.81728      25556.62057   3.50981458e-03  -3.50885071e-05   1.61391959e-06
 5766      24968.81133      25556.62096   3.50939002e-03  -3.54010032e-05   2.42639020e-06
 5767      24968.83461      25556.62107   3.50900119e-03  -3.59140597e-05   2.48120865e-06
 5768      24968.91220      25556.62013   3.50885274e-03  -3.58930192e-05   3.64341264e-07
 5769      24968.88256      25556.62008   3.50935391e-03  -3.53884538e-05   4.15731773e-07
 5770      24968.89470      25556.62026   3.50901764e-03  -3.58414186e-05   6.41996372e-07
 5771      24968.86852      25556.62066   3.50893054e-03  -3.58851189e-05   1.56090781e-06
 5772      24968.90551      25556.61979   3.50935985e-03  -3.53938537e-05  -2.47594713e-07
 5773      24968.88269      25556.62089   3.50854719e-03  -3.64165800e-05   1.87579401e-06
 5774      24968.80092      25556.62079   3.50962897e-03  -3.49727288e-05   2.22521473e-06
 5775      24968.85430      25556.62033   3.50946070e-03  -3.52924817e-05   1.01442013e-06
 5776      24968.87474      25556.62003   3.50947593e-03  -3.51864702e-05   3.94746939e-07
 5777      24968.92289      25556.62053   3.50838627e-03  -3.65775753e-05   9.87641589e-07
 5778      24968.90913      25556.61973   3.50938093e-03  -3.53742448e-05  -3.87074815e-07
 5779      24968.87605      25556.62017   3.50940542e-03  -3.54471466e-05   5.74762053e-07
 5780      24968.81376      25556.62120   3.50913834e-03  -3.57463984e-05   2.84220904e-06
 5781      24968.79855      25556.62090   3.50970816e-03  -3.52012258e-05   2.33296410e-06
 5782      24968.88623      25556.62020   3.50919768e-03  -3.56313270e-05   5.80205739e-07
 5783      24968.84168      25556.62002   3.51006403e-03  -3.47886488e-05   4.70427932e-07
 5784      24968.94795      25556.61985   3.50875968e-03  -3.61130205e-05  -4.02760880e-07
 5785      24968.88571      25556.62038   3.50901210e-03  -3.58120588e-05   9.38859111e-07
 5786      24968.86367      25556.62036   3.50931525e-03  -3.54892597e-05   1.00714672e-06
 5787      24968.92835      25556.62036   3.50850282e-03  -3.64676303e-05   6.40265285e-07
 5788      24968.86692      25556.62011   3.50957127e-03  -3.52158842e-05   5.28376387e-07
 5789      24968.89582      25556.61986   3.50942435e-03  -3.53263932e-05  -7.99967606e-08
 5790      24968.95526      25556.61912   3.50945603e-03  -3.53733723e-05  -1.81035030e-06
 5791      24968.90372      25556.62065   3.50852309e-03  -3.64470507e-05   1.31372482e-06
 5792      24968.83881      25556.62040   3.50965621e-03  -3.52065922e-05   1.18708688e-06
 5793      24968.88396      25556.61947   3.50999195e-03  -3.46765802e-05  -7.38417501e-07
 5794      24968.84901      25556.61985   3.51007760e-03  -3.46304222e-05   1.56260907e-07
 5795      24968.88039      25556.62062   3.50886425e-03  -3.60519768e-05   1.38653911e-06
 5796      24968.79355      25556.62085   3.50971092e-03  -3.49725580e-05   2.34431680e-06
 5797      24968.81647      25556.62065   3.50964142e-03  -3.50876077e-05   1.82761028e-06
 5798      24968.89001      25556.62035   3.50895053e-03  -3.58816329e-05   8.43385875e-07
 5799      24968.91604      25556.61987   3.50919320e-03  -3.56872127e-05  -2.02633594e-07
 5800      24968.92575      25556.61994   3.50896987e-03  -3.59033940e-05  -1.11305864e-07
 5801      24968.86501      25556.62004   3.50970997e-03  -3.51441920e-05   3.86741807e-07
 5802      24968.96236      25556.62000   3.50837791e-03  -3.64946626e-05  -1.85972823e-07
 5803      24968.83494      25556.62075   3.50927972e-03  -3.54995886e-05   1.92494433e-06
 5804      24968.81456      25556.62046   3.50988782e-03  -3.48983108e-05   1.45695492e-06
 5805      24968.88825      25556.62081   3.50853685e-03  -3.63992285e-05   1.71684295e-06
 5806      24968.91337      25556.61980   3.50920801e-03  -3.54907908e-05  -2.51809814e-07
 5807      24968.93277      25556.61998   3.50881824e-03  -3.60343924e-05  -7.32854955e-08
 5808      24968.84764      25556.62018   3.50981036e-03  -3.50675270e-05   7.34432968e-07
 5809      24968.94176      25556.62016   3.50849511e-03  -3.64406343e-05   1.83040972e-07
