polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation 2.
the polar and equatorial radii in this file come from random draws in j2 and j4 from the French et al. (2024, Icarus 411) error ellipsoid,
followed by direct integration of Equation (3) from one of the Voyager 2 radio points reported in Lindal et al. 1987 to either the equator or the pole.
index         r_pol_km          r_eq_km               j2               j4               j6
  794      24968.87957      25556.62029   3.50920769e-03  -3.56749791e-05   7.73770281e-07
  795      24968.84730      25556.62101   3.50886609e-03  -3.60059125e-05   2.31140745e-06
  796      24968.91191      25556.61977   3.50930258e-03  -3.54613380e-05  -3.30600415e-07
  797      24968.86021      25556.62025   3.50943218e-03  -3.52317065e-05   8.80074089e-07
  798      24968.87774      25556.62026   3.50927160e-03  -3.56053877e-05   7.20957631e-07
  799      24968.84826      25556.62018   3.50975721e-03  -3.50375271e-05   7.58289320e-07
  800      24968.86670      25556.62026   3.50932511e-03  -3.53442146e-05   8.71378606e-07
  801      24968.90799      25556.61986   3.50924575e-03  -3.55033676e-05  -1.34863400e-07
  802      24968.85510      25556.62028   3.50958870e-03  -3.53161618e-05   8.63877309e-07
  803      24968.87534      25556.62008   3.50950122e-03  -3.53266367e-05   4.25343915e-07
  804      24968.86205      25556.62058   3.50911479e-03  -3.56912441e-05   1.44317969e-06
  805      24968.89242      25556.62032   3.50893986e-03  -3.58616379e-05   7.92904031e-07
  806      24968.88891      25556.61999   3.50941218e-03  -3.54027506e-05   1.79082422e-07
  807      24968.84052      25556.62020   3.50983038e-03  -3.49322759e-05   8.40969264e-07
  808      24968.83272      25556.62060   3.50946211e-03  -3.52596012e-05   1.65512389e-06
  809      24968.87727      25556.62063   3.50884451e-03  -3.59783314e-05   1.45567770e-06
  810      24968.81772      25556.62109   3.50920851e-03  -3.56788630e-05   2.60586108e-06
  811      24968.82098      25556.62071   3.50954914e-03  -3.52484721e-05   1.89374589e-06
  812      24968.79599      25556.62111   3.50947212e-03  -3.53821663e-05   2.77350768e-06
  813      24968.91386      25556.61993   3.50909789e-03  -3.56847161e-05  -3.86477610e-08
  814      24968.89671      25556.62006   3.50917796e-03  -3.55770496e-05   3.06575655e-07
  815      24968.87197      25556.62021   3.50939417e-03  -3.54376204e-05   6.70124430e-07
  816      24968.79511      25556.62090   3.50965590e-03  -3.50743788e-05   2.41580917e-06
  817      24968.82601      25556.62077   3.50943044e-03  -3.54150927e-05   1.96892975e-06
  818      24968.79562      25556.62104   3.50953739e-03  -3.52744074e-05   2.65251763e-06
  819      24968.85188      25556.62036   3.50952429e-03  -3.53492566e-05   1.03875488e-06
  820      24968.87969      25556.62018   3.50932238e-03  -3.55275797e-05   5.77498942e-07
  821      24968.97854      25556.61980   3.50830756e-03  -3.64398518e-05  -6.02232332e-07
  822      24968.91720      25556.62025   3.50865074e-03  -3.61220934e-05   5.45838359e-07
  823      24968.88158      25556.62050   3.50893203e-03  -3.58965693e-05   1.19305458e-06
  824      24968.88854      25556.62088   3.50849259e-03  -3.65086144e-05   1.81954553e-06
  825      24968.84576      25556.62098   3.50885865e-03  -3.59046560e-05   2.30610131e-06
  826      24968.79566      25556.62120   3.50939489e-03  -3.54774423e-05   2.92810452e-06
  827      24968.85116      25556.62089   3.50903691e-03  -3.60009693e-05   2.00862162e-06
  828      24968.86330      25556.62031   3.50944688e-03  -3.54817992e-05   8.70976628e-07
  829      24968.91582      25556.61973   3.50924728e-03  -3.54312964e-05  -4.00527183e-07
  830      24968.81653      25556.62084   3.50944432e-03  -3.53435781e-05   2.18480380e-06
  831      24968.77812      25556.62104   3.50976920e-03  -3.50229974e-05   2.75206258e-06
  832      24968.94134      25556.61939   3.50938232e-03  -3.55059640e-05  -1.24933241e-06
  833      24968.85302      25556.62023   3.50967123e-03  -3.52192914e-05   7.87533937e-07
  834      24968.88991      25556.62058   3.50872132e-03  -3.61039368e-05   1.30156746e-06
  835      24968.86532      25556.62059   3.50915158e-03  -3.58226332e-05   1.37955706e-06
  836      24968.94947      25556.61988   3.50870458e-03  -3.61756913e-05  -3.54295487e-07
  837      24968.89149      25556.62050   3.50880570e-03  -3.60368575e-05   1.13185302e-06
  838      24968.86203      25556.61996   3.50977735e-03  -3.49619938e-05   2.91739304e-07
  839      24968.83644      25556.62061   3.50938651e-03  -3.53265710e-05   1.66784094e-06
  840      24968.87062      25556.62050   3.50909309e-03  -3.57416770e-05   1.24195138e-06
  841      24968.84046      25556.62116   3.50887860e-03  -3.61386683e-05   2.58053615e-06
  842      24968.88997      25556.62025   3.50900857e-03  -3.57053565e-05   7.16503938e-07
  843      24968.88604      25556.62034   3.50900565e-03  -3.57907776e-05   8.62365591e-07
  844      24968.95506      25556.61961   3.50891151e-03  -3.59229519e-05  -8.83116398e-07
  845      24968.77938      25556.62100   3.50977358e-03  -3.49675989e-05   2.67807304e-06
  846      24968.92043      25556.61978   3.50915213e-03  -3.55904456e-05  -3.36966157e-07
  847      24968.84129      25556.62060   3.50932956e-03  -3.53767288e-05   1.62072186e-06
  848      24968.82224      25556.62050   3.50974286e-03  -3.50691528e-05   1.47081706e-06
  849      24968.85487      25556.62091   3.50887036e-03  -3.59964520e-05   2.08259405e-06
  850      24968.91445      25556.61997   3.50911905e-03  -3.57814128e-05  -1.79762440e-08
  851      24968.87281      25556.62059   3.50893730e-03  -3.58503957e-05   1.41452808e-06
  852      24968.86419      25556.62003   3.50965681e-03  -3.50492947e-05   4.16926956e-07
  853      24968.87582      25556.62078   3.50869147e-03  -3.61402856e-05   1.75954626e-06
  854      24968.85394      25556.62016   3.50966446e-03  -3.50777794e-05   7.18175235e-07
  855      24968.82404      25556.62042   3.50980349e-03  -3.49862850e-05   1.33160825e-06
  856      24968.87447      25556.61975   3.50977465e-03  -3.48377080e-05  -1.27590637e-07
  857      24968.85122      25556.62077   3.50900700e-03  -3.57235262e-05   1.88397288e-06
  858      24968.87646      25556.62051   3.50901644e-03  -3.58582100e-05   1.22459898e-06
  859      24968.89286      25556.61975   3.50961891e-03  -3.51897397e-05  -2.84881693e-07
  860      24968.87049      25556.62033   3.50926324e-03  -3.55576946e-05   9.08506579e-07
  861      24968.77522      25556.62056   3.51032006e-03  -3.44298962e-05   1.84573590e-06
  862      24968.81977      25556.62074   3.50945975e-03  -3.52169306e-05   2.00835244e-06
  863      24968.93064      25556.61978   3.50909956e-03  -3.58073348e-05  -4.51483713e-07
  864      24968.89360      25556.62025   3.50898915e-03  -3.57699323e-05   6.67778158e-07
  865      24968.84004      25556.62074   3.50924045e-03  -3.55734521e-05   1.86472764e-06
  866      24968.88075      25556.62015   3.50932386e-03  -3.54628561e-05   5.37823670e-07
  867      24968.83284      25556.62035   3.50973787e-03  -3.49977003e-05   1.16888509e-06
  868      24968.83072      25556.62102   3.50906383e-03  -3.57623146e-05   2.43281474e-06
  869      24968.83262      25556.62028   3.50977386e-03  -3.48639078e-05   1.09196955e-06
  870      24968.88227      25556.62029   3.50915878e-03  -3.57046309e-05   7.66371920e-07
  871      24968.93126      25556.62039   3.50833759e-03  -3.64605986e-05   7.38025007e-07
  872      24968.87693      25556.62035   3.50916413e-03  -3.56964677e-05   8.95353598e-07
  873      24968.93196      25556.62029   3.50851752e-03  -3.64244255e-05   4.96877810e-07
  874      24968.91118      25556.61994   3.50914172e-03  -3.56566810e-05  -2.30767024e-08
  875      24968.92855      25556.61975   3.50917190e-03  -3.57361222e-05  -5.09837219e-07
  876      24968.86987      25556.62002   3.50960147e-03  -3.51281725e-05   3.60720294e-07
  877      24969.01151      25556.61968   3.50810511e-03  -3.68737434e-05  -1.07904126e-06
  878      24968.85465      25556.62024   3.50959293e-03  -3.51872645e-05   8.38652325e-07
  879      24968.83590      25556.62041   3.50970383e-03  -3.52020901e-05   1.20669290e-06
  880      24968.86231      25556.62062   3.50902691e-03  -3.57233692e-05   1.54728026e-06
  881      24968.94123      25556.61982   3.50886458e-03  -3.59710748e-05  -4.07018142e-07
  882      24968.83255      25556.62049   3.50968339e-03  -3.52049193e-05   1.38584204e-06
  883      24968.90078      25556.61982   3.50941927e-03  -3.53762469e-05  -1.88436635e-07
  884      24968.86458      25556.62047   3.50914244e-03  -3.55756876e-05   1.26778182e-06
  885      24968.87707      25556.62042   3.50916346e-03  -3.57984162e-05   1.01049354e-06
  886      24968.91371      25556.62044   3.50861365e-03  -3.63417984e-05   8.71460038e-07
  887      24968.93209      25556.61980   3.50904756e-03  -3.58367250e-05  -4.20064010e-07
  888      24968.97631      25556.61963   3.50869249e-03  -3.63384257e-05  -1.01723686e-06
  889      24968.87129      25556.62012   3.50949901e-03  -3.53075479e-05   5.30947330e-07
  890      24968.85854      25556.62012   3.50968531e-03  -3.51133403e-05   5.86260710e-07
  891      24968.87652      25556.62002   3.50954236e-03  -3.52521345e-05   3.07187497e-07
  892      24968.86740      25556.62073   3.50883534e-03  -3.59339352e-05   1.72635969e-06
  893      24968.91806      25556.62025   3.50867191e-03  -3.61810224e-05   5.20759566e-07
  894      24968.94364      25556.62021   3.50833066e-03  -3.64930021e-05   3.28034075e-07
  895      24968.87340      25556.62023   3.50935163e-03  -3.54923306e-05   7.01109875e-07
  896      24968.84567      25556.62029   3.50959468e-03  -3.50625054e-05   1.02288568e-06
  897      24968.85199      25556.62049   3.50930766e-03  -3.54251565e-05   1.36003466e-06
  898      24968.86471      25556.62009   3.50964923e-03  -3.51927070e-05   4.93820970e-07
  899      24968.88346      25556.62019   3.50921939e-03  -3.55679276e-05   6.04639412e-07
  900      24968.92068      25556.61995   3.50902805e-03  -3.58294434e-05  -7.29101328e-08
  901      24968.82893      25556.62095   3.50916748e-03  -3.56576064e-05   2.31027529e-06
  902      24968.90702      25556.62003   3.50917651e-03  -3.57795922e-05   1.26306635e-07
  903      24968.89012      25556.62017   3.50917954e-03  -3.56617013e-05   5.07466695e-07
  904      24968.80891      25556.62011   3.51026533e-03  -3.42868563e-05   9.03347507e-07
  905      24968.89533      25556.62017   3.50910037e-03  -3.57289380e-05   4.80795017e-07
  906      24968.93867      25556.62049   3.50823681e-03  -3.67856354e-05   8.15896623e-07
  907      24968.89830      25556.62000   3.50932016e-03  -3.55960078e-05   1.18469915e-07
  908      24968.87516      25556.62005   3.50950837e-03  -3.52690846e-05   3.91069986e-07
  909      24968.81244      25556.62051   3.50989381e-03  -3.49553811e-05   1.52496601e-06
  910      24968.88264      25556.62042   3.50901785e-03  -3.58194725e-05   1.02255837e-06
  911      24968.83597      25556.62047   3.50957375e-03  -3.52282312e-05   1.35115251e-06
  912      24968.86373      25556.62042   3.50931897e-03  -3.55748829e-05   1.09992754e-06
  913      24968.85734      25556.62076   3.50895492e-03  -3.58224057e-05   1.81960148e-06
  914      24968.95250      25556.62032   3.50819219e-03  -3.67526003e-05   4.54971471e-07
  915      24968.81100      25556.62040   3.50994055e-03  -3.46766966e-05   1.42324365e-06
  916      24968.87481      25556.62018   3.50940131e-03  -3.54647829e-05   5.96102324e-07
  917      24968.88642      25556.62038   3.50903034e-03  -3.58439667e-05   9.13989551e-07
  918      24968.84541      25556.62060   3.50924502e-03  -3.54312156e-05   1.62468287e-06
  919      24968.82972      25556.62075   3.50934875e-03  -3.54040788e-05   1.94735368e-06
  920      24968.87340      25556.62020   3.50938888e-03  -3.54241473e-05   6.55570774e-07
  921      24968.85076      25556.62084   3.50897509e-03  -3.58313119e-05   1.99378273e-06
  922      24968.88976      25556.62041   3.50890121e-03  -3.58971265e-05   9.90019028e-07
  923      24968.88994      25556.62002   3.50941705e-03  -3.54918865e-05   1.96013304e-07
  924      24968.91342      25556.62006   3.50899700e-03  -3.58638819e-05   1.86614425e-07
  925      24968.80628      25556.62070   3.50976213e-03  -3.50282880e-05   1.95369367e-06
  926      24968.82484      25556.61999   3.51027392e-03  -3.44631523e-05   5.39042934e-07
  927      24968.87976      25556.62041   3.50911579e-03  -3.58043797e-05   9.87704373e-07
  928      24968.88087      25556.61984   3.50960985e-03  -3.50461536e-05  -1.06031560e-08
  929      24968.79840      25556.62107   3.50940577e-03  -3.53154099e-05   2.73965493e-06
  930      24968.85253      25556.62092   3.50896157e-03  -3.60372988e-05   2.07299085e-06
  931      24968.90036      25556.61979   3.50945906e-03  -3.53273096e-05  -2.46268384e-07
  932      24968.83168      25556.62039   3.50970116e-03  -3.50375037e-05   1.25498319e-06
  933      24968.91054      25556.62052   3.50852534e-03  -3.63640477e-05   1.06977828e-06
  934      24968.81132      25556.62105   3.50930069e-03  -3.55124610e-05   2.58954318e-06
  935      24968.87214      25556.62027   3.50935453e-03  -3.55432379e-05   7.55224442e-07
  936      24968.81138      25556.62053   3.50975544e-03  -3.48610967e-05   1.67148741e-06
  937      24968.87692      25556.62044   3.50906130e-03  -3.57547241e-05   1.10131634e-06
  938      24968.89013      25556.62036   3.50899036e-03  -3.58836358e-05   8.72302410e-07
  939      24968.87252      25556.62062   3.50890658e-03  -3.58937355e-05   1.48113729e-06
  940      24968.87563      25556.62039   3.50915885e-03  -3.56906343e-05   9.96823119e-07
  941      24968.85308      25556.62060   3.50919080e-03  -3.55736461e-05   1.54573227e-06
  942      24968.94955      25556.61956   3.50903578e-03  -3.57848586e-05  -9.40690820e-07
  943      24968.86998      25556.62026   3.50937565e-03  -3.54824574e-05   7.63498468e-07
  944      24968.84131      25556.62080   3.50917097e-03  -3.56636566e-05   1.95365993e-06
  945      24968.89381      25556.62041   3.50891392e-03  -3.60087062e-05   9.24204887e-07
  946      24968.91012      25556.62002   3.50901622e-03  -3.56976540e-05   1.71661242e-07
  947      24968.80195      25556.62072   3.50976925e-03  -3.49628601e-05   2.03195824e-06
  948      24968.86367      25556.61999   3.50965107e-03  -3.49597384e-05   3.82805139e-07
  949      24968.83434      25556.62049   3.50957620e-03  -3.52328085e-05   1.38992513e-06
  950      24968.92290      25556.61984   3.50906062e-03  -3.56917923e-05  -2.52802142e-07
  951      24968.86354      25556.62067   3.50904829e-03  -3.58747081e-05   1.56946658e-06
  952      24968.86208      25556.62100   3.50870033e-03  -3.62355120e-05   2.19854413e-06
  953      24968.84004      25556.62059   3.50939972e-03  -3.53862456e-05   1.58335436e-06
  954      24968.87569      25556.62000   3.50961583e-03  -3.52546616e-05   2.52113741e-07
  955      24968.86905      25556.62034   3.50921585e-03  -3.54994425e-05   9.76932607e-07
  956      24968.83031      25556.62062   3.50953046e-03  -3.52977235e-05   1.67196340e-06
  957      24968.84678      25556.62101   3.50880812e-03  -3.59488381e-05   2.35773001e-06
  958      24968.84404      25556.62105   3.50891181e-03  -3.60382972e-05   2.38121767e-06
  959      24968.87966      25556.62051   3.50898794e-03  -3.59017338e-05   1.19451221e-06
  960      24968.85455      25556.62030   3.50954313e-03  -3.53210138e-05   9.30184802e-07
  961      24968.94847      25556.62025   3.50838394e-03  -3.66517814e-05   2.98582335e-07
  962      24968.83972      25556.62037   3.50967843e-03  -3.51885399e-05   1.12506704e-06
  963      24968.85506      25556.62033   3.50942805e-03  -3.52922965e-05   1.02920689e-06
  964      24968.82121      25556.62068   3.50957797e-03  -3.52241071e-05   1.84418567e-06
  965      24968.88171      25556.61991   3.50961476e-03  -3.52323785e-05   6.31686689e-08
  966      24968.88664      25556.62053   3.50888984e-03  -3.60417513e-05   1.17814946e-06
  967      24968.87924      25556.62043   3.50907340e-03  -3.58018537e-05   1.04792098e-06
  968      24968.93372      25556.61994   3.50882700e-03  -3.59982930e-05  -1.28646171e-07
  969      24968.92497      25556.61960   3.50940420e-03  -3.55322197e-05  -7.81015335e-07
  970      24968.88226      25556.62064   3.50877983e-03  -3.60765994e-05   1.44102058e-06
  971      24968.82776      25556.62036   3.50977906e-03  -3.49218018e-05   1.22793204e-06
  972      24968.94800      25556.61959   3.50901947e-03  -3.58030952e-05  -8.66895473e-07
  973      24968.84354      25556.62033   3.50964363e-03  -3.51711628e-05   1.05487522e-06
  974      24968.86130      25556.61991   3.50991400e-03  -3.49419056e-05   1.56831492e-07
  975      24968.83204      25556.62046   3.50961664e-03  -3.51232997e-05   1.37700341e-06
  976      24968.79276      25556.62048   3.51017877e-03  -3.45971760e-05   1.59923303e-06
  977      24968.89989      25556.61984   3.50937675e-03  -3.53546213e-05  -1.28897266e-07
  978      24968.86573      25556.62030   3.50933841e-03  -3.54252905e-05   8.95116274e-07
  979      24968.91603      25556.61997   3.50907056e-03  -3.57868087e-05  -7.30257822e-09
  980      24968.88057      25556.62046   3.50900158e-03  -3.58390986e-05   1.11280356e-06
  981      24968.83063      25556.62047   3.50963315e-03  -3.51285811e-05   1.39249522e-06
  982      24968.80625      25556.62075   3.50964887e-03  -3.50471282e-05   2.09173938e-06
  983      24968.82691      25556.62059   3.50954295e-03  -3.51727808e-05   1.68101381e-06
  984      24968.89729      25556.61990   3.50939074e-03  -3.54315787e-05  -2.58315100e-08
  985      24968.83615      25556.62008   3.51000050e-03  -3.47161664e-05   6.55930907e-07
  986      24968.90652      25556.62016   3.50897711e-03  -3.59010307e-05   3.85142235e-07
  987      24968.82594      25556.62039   3.50979443e-03  -3.49585362e-05   1.27543635e-06
  988      24968.86421      25556.62028   3.50942580e-03  -3.54140738e-05   8.36033567e-07
  989      24968.81712      25556.62041   3.50988698e-03  -3.48493089e-05   1.36648778e-06
  990      24968.85859      25556.62077   3.50902976e-03  -3.59452665e-05   1.77372974e-06
  991      24968.92575      25556.62016   3.50870349e-03  -3.61926494e-05   2.91913012e-07
  992      24968.84828      25556.62022   3.50971275e-03  -3.50870308e-05   8.31663294e-07
  993      24968.96718      25556.61922   3.50914469e-03  -3.56328094e-05  -1.66224227e-06
  994      24968.82523      25556.62033   3.50985720e-03  -3.48319822e-05   1.19178084e-06
  995      24968.89380      25556.62060   3.50865341e-03  -3.61955789e-05   1.31232273e-06
  996      24968.86286      25556.62045   3.50924485e-03  -3.55624869e-05   1.19696261e-06
  997      24968.93826      25556.62026   3.50850253e-03  -3.65176292e-05   3.85522270e-07
  998      24968.94710      25556.62024   3.50831279e-03  -3.65570844e-05   3.61443116e-07
  999      24968.89456      25556.62006   3.50926264e-03  -3.55946430e-05   2.83744788e-07
 1000      24968.82405      25556.62094   3.50931986e-03  -3.56408401e-05   2.27367600e-06
 1001      24968.86644      25556.61988   3.50979077e-03  -3.49058203e-05   1.24131434e-07
 1002      24968.92648      25556.62018   3.50868603e-03  -3.62452580e-05   3.15465277e-07
 1003      24968.85363      25556.62048   3.50931845e-03  -3.54319901e-05   1.31441902e-06
 1004      24968.84841      25556.62009   3.50985300e-03  -3.49314362e-05   5.87320678e-07
 1005      24968.94111      25556.61995   3.50874777e-03  -3.61424314e-05  -1.75555913e-07
 1006      24968.94983      25556.62002   3.50852303e-03  -3.63289031e-05  -7.71970336e-08
 1007      24968.85984      25556.62030   3.50947184e-03  -3.53808202e-05   8.90196632e-07
 1008      24968.86984      25556.62083   3.50872924e-03  -3.61086311e-05   1.86984337e-06
 1009      24968.88017      25556.62090   3.50854503e-03  -3.63650270e-05   1.92149847e-06
 1010      24968.85386      25556.62009   3.50970291e-03  -3.49495472e-05   6.10966939e-07
 1011      24968.84906      25556.62037   3.50948982e-03  -3.52901881e-05   1.12133193e-06
 1012      24968.79459      25556.62076   3.50980237e-03  -3.48906347e-05   2.17498931e-06
 1013      24968.85389      25556.62009   3.50973052e-03  -3.49824916e-05   5.93467653e-07
 1014      24968.82248      25556.62095   3.50931502e-03  -3.56091983e-05   2.30609037e-06
 1015      24968.86245      25556.62035   3.50940258e-03  -3.55220135e-05   9.52061915e-07
 1016      24968.94599      25556.62012   3.50842937e-03  -3.64189411e-05   1.38593980e-07
 1017      24968.85365      25556.62041   3.50934017e-03  -3.53737979e-05   1.19701269e-06
 1018      24968.75736      25556.62116   3.50989324e-03  -3.48116024e-05   3.10363960e-06
 1019      24968.83718      25556.62034   3.50968318e-03  -3.50525404e-05   1.13437373e-06
 1020      24968.81521      25556.62069   3.50963640e-03  -3.51361823e-05   1.90288443e-06
 1021      24968.87769      25556.62052   3.50901503e-03  -3.58929071e-05   1.21692860e-06
 1022      24968.85596      25556.62065   3.50916925e-03  -3.57290646e-05   1.57156296e-06
 1023      24968.82958      25556.62066   3.50940691e-03  -3.52652075e-05   1.81071386e-06
 1024      24968.86661      25556.62047   3.50917920e-03  -3.56534106e-05   1.21299371e-06
 1025      24968.92031      25556.61978   3.50917705e-03  -3.55999391e-05  -3.55487579e-07
 1026      24968.84390      25556.62099   3.50891435e-03  -3.59207586e-05   2.30752152e-06
 1027      24968.92701      25556.61993   3.50888044e-03  -3.58430975e-05  -8.53866103e-08
 1028      24968.84192      25556.62070   3.50923936e-03  -3.55271747e-05   1.78922949e-06
 1029      24968.89021      25556.61971   3.50970551e-03  -3.51070696e-05  -3.52153089e-07
 1030      24968.87714      25556.61999   3.50956379e-03  -3.52247329e-05   2.47796996e-07
 1031      24968.89744      25556.62048   3.50875998e-03  -3.61291607e-05   1.05929071e-06
 1032      24968.90443      25556.62002   3.50921813e-03  -3.57145200e-05   1.20491080e-07
 1033      24968.83756      25556.62065   3.50932361e-03  -3.53820137e-05   1.73647361e-06
 1034      24968.90424      25556.62056   3.50857130e-03  -3.63168251e-05   1.17359643e-06
 1035      24968.92787      25556.61976   3.50914237e-03  -3.57208801e-05  -4.66341314e-07
 1036      24968.83768      25556.62076   3.50932347e-03  -3.56206495e-05   1.86550388e-06
 1037      24968.92935      25556.61951   3.50935096e-03  -3.54085819e-05  -9.20506706e-07
 1038      24968.84017      25556.62047   3.50951459e-03  -3.52972185e-05   1.32693869e-06
 1039      24968.93485      25556.61994   3.50882244e-03  -3.60219192e-05  -1.42477791e-07
 1040      24968.77207      25556.62108   3.50972709e-03  -3.49067839e-05   2.90996574e-06
 1041      24968.83254      25556.62068   3.50945680e-03  -3.54092299e-05   1.75514142e-06
 1042      24968.80825      25556.62125   3.50908092e-03  -3.56614852e-05   3.01819821e-06
 1043      24968.85151      25556.62075   3.50900059e-03  -3.56875238e-05   1.86317878e-06
 1044      24968.83836      25556.61985   3.51020925e-03  -3.44671615e-05   2.25361326e-07
 1045      24968.88172      25556.62047   3.50900099e-03  -3.58922118e-05   1.11443022e-06
 1046      24968.88850      25556.62038   3.50898382e-03  -3.58672430e-05   9.15783524e-07
 1047      24968.87351      25556.62011   3.50939992e-03  -3.52509505e-05   5.50943714e-07
 1048      24968.87717      25556.61999   3.50957607e-03  -3.52386632e-05   2.44804666e-07
 1049      24968.88498      25556.62075   3.50861573e-03  -3.62381761e-05   1.63525506e-06
 1050      24968.84410      25556.62018   3.50985101e-03  -3.50054833e-05   7.55759245e-07
 1051      24968.87741      25556.62090   3.50861178e-03  -3.63500367e-05   1.91899174e-06
 1052      24968.83504      25556.62027   3.50978930e-03  -3.49037784e-05   1.02751844e-06
 1053      24968.85751      25556.62056   3.50919730e-03  -3.56078610e-05   1.43141458e-06
 1054      24968.87160      25556.62021   3.50947055e-03  -3.55064181e-05   6.25979611e-07
 1055      24968.89956      25556.62020   3.50904827e-03  -3.58739086e-05   4.84317334e-07
 1056      24968.88413      25556.61979   3.50967412e-03  -3.50947406e-05  -1.47476336e-07
 1057      24968.89431      25556.62015   3.50911717e-03  -3.56812153e-05   4.69662039e-07
 1058      24968.85041      25556.62049   3.50932744e-03  -3.53939043e-05   1.37463007e-06
 1059      24968.89652      25556.61987   3.50943942e-03  -3.53754771e-05  -9.02852473e-08
 1060      24968.90389      25556.61918   3.50995572e-03  -3.45858388e-05  -1.32645778e-06
 1061      24968.82488      25556.62040   3.50984235e-03  -3.50007033e-05   1.27197050e-06
 1062      24968.85632      25556.62036   3.50939187e-03  -3.53748406e-05   1.06811528e-06
 1063      24968.90727      25556.61984   3.50936401e-03  -3.55370133e-05  -2.25430032e-07
 1064      24968.86036      25556.62062   3.50906491e-03  -3.57089555e-05   1.55530379e-06
 1065      24968.87452      25556.62040   3.50927118e-03  -3.57775465e-05   9.53888574e-07
 1066      24968.82612      25556.62105   3.50911314e-03  -3.57347083e-05   2.50126367e-06
 1067      24968.85500      25556.62081   3.50902382e-03  -3.59207922e-05   1.86958807e-06
 1068      24968.82441      25556.62040   3.50979525e-03  -3.49382332e-05   1.30702193e-06
 1069      24968.75588      25556.62095   3.51013244e-03  -3.45597842e-05   2.72904390e-06
 1070      24968.86706      25556.62064   3.50891384e-03  -3.57992201e-05   1.57780269e-06
 1071      24968.86900      25556.62035   3.50929250e-03  -3.56119799e-05   9.33515306e-07
 1072      24968.92837      25556.62044   3.50832195e-03  -3.64966231e-05   8.56460806e-07
 1073      24968.79577      25556.62071   3.50985341e-03  -3.48597189e-05   2.06038704e-06
 1074      24968.83953      25556.62074   3.50927571e-03  -3.55845434e-05   1.84603907e-06
 1075      24968.86036      25556.62030   3.50940862e-03  -3.53500024e-05   9.31765487e-07
 1076      24968.86548      25556.62079   3.50884529e-03  -3.60169132e-05   1.81567130e-06
 1077      24968.90543      25556.61979   3.50946721e-03  -3.54709352e-05  -3.19547786e-07
 1078      24968.89025      25556.62045   3.50889869e-03  -3.59818085e-05   1.02688986e-06
 1079      24968.90373      25556.61971   3.50950540e-03  -3.52829480e-05  -4.21091407e-07
 1080      24968.88400      25556.62063   3.50878176e-03  -3.61018240e-05   1.40288612e-06
 1081      24968.91471      25556.62007   3.50896184e-03  -3.58809935e-05   1.98199505e-07
 1082      24968.84183      25556.62032   3.50968003e-03  -3.51234129e-05   1.04234177e-06
 1083      24968.88913      25556.62014   3.50927493e-03  -3.56506866e-05   4.26107765e-07
 1084      24968.86998      25556.62012   3.50949047e-03  -3.52544165e-05   5.49504644e-07
 1085      24968.85693      25556.62040   3.50937524e-03  -3.54623258e-05   1.10635010e-06
 1086      24968.86691      25556.62025   3.50943746e-03  -3.54411676e-05   7.61292149e-07
 1087      24968.87302      25556.62048   3.50903410e-03  -3.57135414e-05   1.22194347e-06
 1088      24968.90174      25556.62009   3.50911343e-03  -3.57210468e-05   3.13929714e-07
 1089      24968.86848      25556.61994   3.50969647e-03  -3.50039994e-05   2.24730880e-07
 1090      24968.91756      25556.61996   3.50901894e-03  -3.57773445e-05  -1.97814031e-09
 1091      24968.92851      25556.62001   3.50887576e-03  -3.60501659e-05  -8.33721492e-09
 1092      24968.88542      25556.62004   3.50933975e-03  -3.53753114e-05   3.38321447e-07
 1093      24968.91953      25556.61992   3.50902555e-03  -3.57490186e-05  -8.44362676e-08
 1094      24968.86225      25556.62108   3.50863964e-03  -3.63473375e-05   2.32901713e-06
 1095      24968.81458      25556.62088   3.50942247e-03  -3.53548505e-05   2.27464767e-06
 1096      24968.84830      25556.62018   3.50977354e-03  -3.50482965e-05   7.44480508e-07
 1097      24968.85970      25556.61962   3.51027268e-03  -3.45817509e-05  -3.98269911e-07
 1098      24968.87443      25556.62058   3.50891613e-03  -3.58557057e-05   1.39390142e-06
 1099      24968.86467      25556.62029   3.50937319e-03  -3.54237245e-05   8.85314598e-07
 1100      24968.83707      25556.62122   3.50868004e-03  -3.60262320e-05   2.83664440e-06
 1101      24968.87872      25556.62097   3.50839357e-03  -3.63588096e-05   2.12679100e-06
 1102      24968.91637      25556.61966   3.50936637e-03  -3.53982451e-05  -5.67408117e-07
 1103      24968.84315      25556.62097   3.50896061e-03  -3.58947741e-05   2.26349689e-06
 1104      24968.93328      25556.61995   3.50891213e-03  -3.60595326e-05  -1.78046469e-07
 1105      24968.84425      25556.62027   3.50972288e-03  -3.51240188e-05   9.29263099e-07
 1106      24968.86970      25556.62036   3.50924931e-03  -3.56012644e-05   9.61627832e-07
 1107      24968.90621      25556.61993   3.50923631e-03  -3.55918299e-05  -2.21136995e-08
 1108      24968.81361      25556.62066   3.50976987e-03  -3.51419704e-05   1.80542992e-06
 1109      24968.82853      25556.62040   3.50965103e-03  -3.49381493e-05   1.35335093e-06
