detailed model output for Neptunes's 1-bar reference geoid, assuming rigid rotation with period 17.11 h.
see neptune_model_voyager_wind.txt for the corresponding shape model including the effect of the latitudinally varying atmospheric rotation.
that model used the symmetric Voyager wind profile from Tollefson et al. (2018, Icarus 311) Table 1.
mu=sin(phi), phi [radians], and lat_deg [degrees] refer to planetocentric latitude; lat_pg_deg gives planetographic latitude in degrees.
              mu          phi_rad          lat_deg       lat_pg_deg          psi_rad    omega_rad_s-1             r_km 
        -1.00000          1.57080         90.00000         90.00000          0.00000          0.00010        24285.792
        -0.99981          1.55153         88.89630         88.93249          0.00063          0.00010        24285.940
        -0.99963          1.54355         88.43911         88.49028          0.00089          0.00010        24286.088
        -0.99944          1.53743         88.08828         88.15094          0.00109          0.00010        24286.235
        -0.99926          1.53227         87.79250         87.86484          0.00126          0.00010        24286.383
        -0.99907          1.52772         87.53191         87.61276          0.00141          0.00010        24286.531
        -0.99889          1.52361         87.29630         87.38485          0.00155          0.00010        24286.678
        -0.99870          1.51983         87.07962         87.17525          0.00167          0.00010        24286.826
        -0.99852          1.51631         86.87793         86.98015          0.00178          0.00010        24286.974
        -0.99833          1.51300         86.68850         86.79689          0.00189          0.00010        24287.121
        -0.99814          1.50987         86.50932         86.62355          0.00199          0.00010        24287.269
        -0.99796          1.50690         86.33888         86.45866          0.00209          0.00010        24287.416
        -0.99592          1.48041         84.82152         84.99051          0.00295          0.00010        24289.038
        -0.99388          1.46008         83.65660         83.86309          0.00360          0.00010        24290.656
        -0.99184          1.44293         82.67402         82.91189          0.00415          0.00010        24292.271
        -0.98980          1.42782         81.80791         82.07322          0.00463          0.00010        24293.884
        -0.98776          1.41414         81.02449         81.31443          0.00506          0.00010        24295.494
        -0.98571          1.40156         80.30368         80.61611          0.00545          0.00010        24297.101
        -0.98367          1.38985         79.63242         79.96563          0.00582          0.00010        24298.705
        -0.98163          1.37884         79.00164         79.35421          0.00615          0.00010        24300.306
        -0.97959          1.36842         78.40473         78.77548          0.00647          0.00010        24301.904
        -0.97755          1.35851         77.83669         78.22461          0.00677          0.00010        24303.499
        -0.97551          1.34903         77.29366         77.69785          0.00705          0.00010        24305.091
        -0.97347          1.33993         76.77255         77.19223          0.00732          0.00010        24306.681
        -0.97143          1.33118         76.27087         76.70534          0.00758          0.00010        24308.267
        -0.96939          1.32272         75.78655         76.23518          0.00783          0.00010        24309.851
        -0.96735          1.31455         75.31789         75.78011          0.00807          0.00010        24311.432
        -0.96531          1.30661         74.86342         75.33870          0.00830          0.00010        24313.009
        -0.96327          1.29891         74.42190         74.90977          0.00851          0.00010        24314.584
        -0.96122          1.29141         73.99227         74.49228          0.00873          0.00010        24316.156
        -0.95918          1.28410         73.57358         74.08532          0.00893          0.00010        24317.725
        -0.95714          1.27697         73.16502         73.68811          0.00913          0.00010        24319.291
        -0.95510          1.27000         72.76587         73.29996          0.00932          0.00010        24320.854
        -0.95306          1.26319         72.37549         72.92023          0.00951          0.00010        24322.415
        -0.95102          1.25652         71.99331         72.54839          0.00969          0.00010        24323.972
