detailed model output for Uranus's 1-bar reference geoid, assuming rigid rotation with period 17.25 h.
see uranus_model_symmetric_wind.txt for the corresponding shape model including the effect of the latitudinally varying atmospheric rotation.
that model used the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation (2) and this reference geoid satisfies the same r_pol.
mu=sin(phi), phi [radians], and lat_deg [degrees] refer to planetocentric latitude; lat_pg_deg gives planetographic latitude in degrees.
              mu          phi_rad          lat_deg       lat_pg_deg          psi_rad    omega_rad_s-1             r_km 
        -0.79796          0.92390         52.93566         54.02209          0.01896          0.00010        25145.902
        -0.79592          0.92052         52.74208         53.83079          0.01900          0.00010        25147.515
        -0.79388          0.91716         52.54937         53.64030          0.01904          0.00010        25149.124
        -0.79184          0.91381         52.35749         53.45059          0.01908          0.00010        25150.730
        -0.78980          0.91048         52.16644         53.26165          0.01911          0.00010        25152.331
        -0.78776          0.90716         51.97621         53.07347          0.01915          0.00010        25153.929
        -0.78571          0.90385         51.78679         52.88604          0.01919          0.00010        25155.524
        -0.78367          0.90056         51.59816         52.69935          0.01922          0.00010        25157.114
        -0.78163          0.89728         51.41030         52.51339          0.01925          0.00010        25158.701
        -0.77959          0.89401         51.22322         52.32813          0.01928          0.00010        25160.284
        -0.77755          0.89076         51.03689         52.14359          0.01932          0.00010        25161.864
        -0.77551          0.88752         50.85131         51.95974          0.01935          0.00010        25163.439
        -0.77347          0.88430         50.66647         51.77657          0.01937          0.00010        25165.011
        -0.77143          0.88108         50.48235         51.59407          0.01940          0.00010        25166.580
        -0.76939          0.87788         50.29894         51.41224          0.01943          0.00010        25168.144
        -0.76735          0.87469         50.11624         51.23106          0.01946          0.00010        25169.705
        -0.76531          0.87152         49.93423         51.05052          0.01948          0.00010        25171.262
        -0.76327          0.86835         49.75291         50.87062          0.01951          0.00010        25172.815
        -0.76122          0.86520         49.57227         50.69135          0.01953          0.00010        25174.364
        -0.75918          0.86206         49.39229         50.51269          0.01955          0.00010        25175.910
        -0.75714          0.85893         49.21296         50.33465          0.01958          0.00010        25177.452
        -0.75510          0.85581         49.03429         50.15720          0.01960          0.00010        25178.990
        -0.75306          0.85270         48.85625         49.98035          0.01962          0.00010        25180.525
        -0.75102          0.84961         48.67885         49.80408          0.01964          0.00010        25182.055
        -0.74898          0.84652         48.50206         49.62839          0.01966          0.00010        25183.582
