shape model output for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
this model assumes the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation (2).
these solutions vary the polar radius to fit the pair of Voyager 2 occultations reported in Lindal et al. 1987 to a Gaussian standard deviation of 50 m.
the wind fit spectral coefficients are also allowed to vary within their Gaussian uncertainties following S15 Table 5 (Fit 1).
this model has l=0,2,..., 18 wind spectral cofficients:  -1.235650 -3.623158 -0.106032  0.834220  0.279658 -0.147820 -0.233746  0.041517  0.097552 -0.030411
mu=sin(phi), phi [radians], and lat_deg [degrees] refer to planetocentric latitude; lat_pg_deg gives planetographic latitude in degrees.
              mu          phi_rad          lat_deg       lat_pg_deg          psi_rad    omega_rad_s-1             r_km 
   -0.5632653061     0.5983323357    34.2819175814    35.4377442886     0.0201729816     0.0001059036 25389.1477075306
   -0.5612244898     0.5958645126    34.1405217358    35.2933072132     0.0201199021     0.0001058456 25390.4102047541
   -0.5591836735     0.5934008123    33.9993621059    35.1490938475     0.0200666044     0.0001057880 25391.6673272118
   -0.5571428571     0.5909411993    33.8584366595    35.0051033625     0.0200131094     0.0001057311 25392.9190902518
   -0.5551020408     0.5884856384    33.7177433863    34.8613336645     0.0199594156     0.0001056748 25394.1655088009
   -0.5530612245     0.5860340951    33.5772802985    34.7177811804     0.0199054955     0.0001056190 25395.4065973705
   -0.5510204082     0.5835865349    33.4370454299    34.5744438690     0.0198513477     0.0001055637 25396.6423700635
   -0.5489795918     0.5811429239    33.2970368357    34.4313197146     0.0197969709     0.0001055089 25397.8728405796
   -0.5469387755     0.5787032286    33.1572525920    34.2884088937     0.0197424018     0.0001054546 25399.0980222221
   -0.5448979592     0.5762674158    33.0176907958    34.1457072392     0.0196876010     0.0001054008 25400.3179279030
   -0.5428571429     0.5738354525    32.8783495644    34.0032126320     0.0196325642     0.0001053475 25401.5325701490
   -0.5408163265     0.5714073063    32.7392270349    33.8609231584     0.0195772906     0.0001052945 25402.7419611071
   -0.5387755102     0.5689829450    32.6003213646    33.7188379392     0.0195217970     0.0001052420 25403.9461125498
   -0.5367346939     0.5665623368    32.4616307296    33.5769549776     0.0194660804     0.0001051900 25405.1450358807
   -0.5346938776     0.5641454502    32.3231533257    33.4352713465     0.0194101211     0.0001051383 25406.3387421394
   -0.5326530612     0.5617322539    32.1848873671    33.2937852318     0.0193539188     0.0001050869 25407.5272420069
   -0.5306122449     0.5593227173    32.0468310866    33.1524951274     0.0192974779     0.0001050360 25408.7105458102
   -0.5285714286     0.5569168097    31.9089827353    33.0114003376     0.0192408169     0.0001049854 25409.8886635275
   -0.5265306122     0.5545145009    31.7713405822    32.8704975639     0.0191839083     0.0001049351 25411.0616050719
   -0.5244897959     0.5521157611    31.6339029139    32.7297850877     0.0191267521     0.0001048852 25412.2293813564
   -0.5224489796     0.5497205606    31.4966680344    32.5892612116     0.0190693483     0.0001048355 25413.3920014356
   -0.5204081633     0.5473288701    31.3596342649    32.4489255501     0.0190117194     0.0001047862 25414.5494738911
   -0.5183673469     0.5449406607    31.2227999433    32.3087750977     0.0189538420     0.0001047372 25415.7018071489
   -0.5163265306     0.5425559036    31.0861634243    32.1688081119     0.0188957144     0.0001046885 25416.8490094809
   -0.5142857143     0.5401745703    30.9497230789    32.0290229851     0.0188373370     0.0001046399 25417.9910890071
   -0.5122448980     0.5377966328    30.8134772940    31.8894190193     0.0187787257     0.0001045917 25419.1280536970
   -0.5102040816     0.5354220631    30.6774244726    31.7499938954     0.0187198679     0.0001045437 25420.2599113713
   -0.5081632653     0.5330508336    30.5415630332    31.6107457806     0.0186607592     0.0001044960 25421.3866697038
   -0.5061224490     0.5306829171    30.4058914097    31.4716731523     0.0186014005     0.0001044484 25422.5083362227
   -0.5040816327     0.5283182864    30.2704080512    31.3327751618     0.0185418039     0.0001044011 25423.6249183123
   -0.5020408163     0.5259569148    30.1351114217    31.1940498648     0.0184819624     0.0001043540 25424.7364232149
   -0.5000000000     0.5235987756    30.0000000000    31.0554954760     0.0184218713     0.0001043071 25425.8428580316
   -0.4979591837     0.5212438426    29.8650722792    30.9171105524     0.0183615317     0.0001042604 25426.9442297247
   -0.4959183673     0.5188920898    29.7303267669    30.7788942000     0.0183009541     0.0001042138 25428.0405451183
   -0.4938775510     0.5165434913    29.5957619845    30.6408446558     0.0182401336     0.0001041675 25429.1318109005
   -0.4918367347     0.5141980215    29.4613764677    30.5029602559     0.0181790665     0.0001041213 25430.2180336242
   -0.4897959184     0.5118556552    29.3271687654    30.3652396309     0.0181177545     0.0001040753 25431.2992197089
   -0.4877551020     0.5095163673    29.1931374402    30.2276819103     0.0180562073     0.0001040294 25432.3753754418
   -0.4857142857     0.5071801329    29.0592810680    30.0902853983     0.0179944202     0.0001039837 25433.4465069795
   -0.4836734694     0.5048469274    28.9255982378    29.9530485818     0.0179323914     0.0001039382 25434.5126203489
   -0.4816326531     0.5025167263    28.7920875513    29.8159701593     0.0178701227     0.0001038928 25435.5737214486
   -0.4795918367     0.5001895055    28.6587476231    29.6790493340     0.0178076242     0.0001038475 25436.6298160503
   -0.4775510204     0.4978652411    28.5255770802    29.5422844037     0.0177448903     0.0001038024 25437.6809098001
   -0.4755102041     0.4955439092    28.3925745621    29.4056740126     0.0176819211     0.0001037575 25438.7270082193
   -0.4734693878     0.4932254864    28.2597387204    29.2692169208     0.0176187183     0.0001037126 25439.7681167060
   -0.4714285714     0.4909099493    28.1270682186    29.1329124543     0.0175552937     0.0001036679 25440.8042405362
   -0.4693877551     0.4885972749    27.9945617323    28.9967588363     0.0174916392     0.0001036234 25441.8353848713
   -0.4673469388     0.4862874401    27.8622179484    28.8607548698     0.0174277570     0.0001035789 25442.8615559837
   -0.4653061224     0.4839804223    27.7300355657    28.7248994879     0.0173636511     0.0001035346 25443.8827599372
   -0.4632653061     0.4816761990    27.5980132941    28.5891918495     0.0172993293     0.0001034904 25444.8990019767
   -0.4612244898     0.4793747478    27.4661498547    28.4536303619     0.0172347861     0.0001034464 25445.9102873851
   -0.4591836735     0.4770760466    27.3344439797    28.3182138823     0.0171700239     0.0001034025 25446.9166214819
   -0.4571428571     0.4747800736    27.2028944122    28.1829415584     0.0171050495     0.0001033587 25447.9180096226
   -0.4551020408     0.4724868068    27.0714999060    28.0478123277     0.0170398663     0.0001033151 25448.9144571980
   -0.4530612245     0.4701962248    26.9402592254    27.9128247790     0.0169744711     0.0001032716 25449.9059696335
   -0.4510204082     0.4679083062    26.8091711453    27.7779778153     0.0169088662     0.0001032282 25450.8925523883
   -0.4489795918     0.4656230298    26.6782344508    27.6432708717     0.0168430629     0.0001031849 25451.8742109548
   -0.4469387755     0.4633403745    26.5474479371    27.5087025488     0.0167770579     0.0001031419 25452.8509508577
   -0.4448979592     0.4610603195    26.4168104096    27.3742716412     0.0167108510     0.0001030989 25453.8227776536
   -0.4428571429     0.4587828442    26.2863206834    27.2399771879     0.0166444459     0.0001030561 25454.7896969303
   -0.4408163265     0.4565079279    26.1559775834    27.1058187389     0.0165778555     0.0001030134 25455.7517143061
   -0.4387755102     0.4542355504    26.0257799441    26.9717946445     0.0165110713     0.0001029709 25456.7088354289
   -0.4367346939     0.4519656915    25.8957266097    26.8379038785     0.0164440955     0.0001029286 25457.6610659764
   -0.4346938776     0.4496983312    25.7658164334    26.7041458724     0.0163769382     0.0001028864 25458.6084116547
   -0.4326530612     0.4474334496    25.6360482779    26.5705196608     0.0163096024     0.0001028443 25459.5508781982
   -0.4306122449     0.4451710271    25.5064210149    26.4370238425     0.0162420834     0.0001028025 25460.4884713687
   -0.4285714286     0.4429110441    25.3769335252    26.3036574241     0.0161743833     0.0001027608 25461.4211969554
   -0.4265306122     0.4406534812    25.2475846983    26.1704203892     0.0161065213     0.0001027193 25462.3490607737
   -0.4244897959     0.4383983191    25.1183734326    26.0373109574     0.0160384854     0.0001026779 25463.2720686652
   -0.4224489796     0.4361455389    24.9892986351    25.9043281000     0.0159702769     0.0001026368 25464.1902264972
   -0.4204081633     0.4338951216    24.8603592213    25.7714713115     0.0159019058     0.0001025958 25465.1035401616
   -0.4183673469     0.4316470484    24.7315541151    25.6387399509     0.0158333798     0.0001025551 25466.0120155752
   -0.4163265306     0.4294013007    24.6028822488    25.5061324132     0.0157646893     0.0001025145 25466.9156586790
   -0.4142857143     0.4271578600    24.4743425628    25.3736477553     0.0156958366     0.0001024741 25467.8144754373
   -0.4122448980     0.4249167079    24.3459340057    25.2412862293     0.0156268443     0.0001024340 25468.7084718380
   -0.4102040816     0.4226778262    24.2176555339    25.1090459799     0.0155576982     0.0001023941 25469.5976538317
   -0.4081632653     0.4204411968    24.0895061118    24.9769259432     0.0154883979     0.0001023543 25470.4820269226
   -0.4061224490     0.4182068019    23.9614847115    24.8449258052     0.0154189558     0.0001023148 25471.3615974283
   -0.4040816327     0.4159746235    23.8335903130    24.7130449983     0.0153493799     0.0001022756 25472.2363718949
   -0.4020408163     0.4137446441    23.7058219036    24.5812817923     0.0152796575     0.0001022366 25473.1063568687
   -0.4000000000     0.4115168461    23.5781784782    24.4496352849     0.0152097906     0.0001021978 25473.9715588953
   -0.3979591837     0.4092912120    23.4506590391    24.3181061813     0.0151398087     0.0001021593 25474.8319845206
   -0.3959183673     0.4070677246    23.3232625958    24.1866921710     0.0150696889     0.0001021211 25475.6876402894
   -0.3938775510     0.4048463667    23.1959881652    24.0553923112     0.0149994320     0.0001020830 25476.5385327465
   -0.3918367347     0.4026271214    23.0688347711    23.9242066948     0.0149290564     0.0001020453 25477.3846684356
   -0.3897959184     0.4004099715    22.9418014443    23.7931343795     0.0148585628     0.0001020079 25478.2260538996
   -0.3877551020     0.3981949005    22.8148872227    23.6621737072     0.0147879389     0.0001019707 25479.0626956807
   -0.3857142857     0.3959818916    22.6880911509    23.5313241000     0.0147171913     0.0001019337 25479.8946003199
   -0.3836734694     0.3937709282    22.5614122803    23.4005860947     0.0146463461     0.0001018972 25480.7217743570
   -0.3816326531     0.3915619939    22.4348496690    23.2699572602     0.0145753771     0.0001018609 25481.5442243306
   -0.3795918367     0.3893550724    22.3084023816    23.1394367404     0.0145042858     0.0001018248 25482.3619567780
   -0.3775510204     0.3871501475    22.1820694892    23.0090253202     0.0144331020     0.0001017891 25483.1749782352
   -0.3755102041     0.3849472030    22.0558500694    22.8787210680     0.0143618082     0.0001017537 25483.9832952364
   -0.3734693878     0.3827462231    21.9297432061    22.7485227005     0.0142903980     0.0001017186 25484.7869143146
   -0.3714285714     0.3805471917    21.8037479894    22.6184303423     0.0142188894     0.0001016838 25485.5858420007
   -0.3693877551     0.3783500931    21.6778635156    22.4884434975     0.0141472895     0.0001016494 25486.3800848244
   -0.3673469388     0.3761549118    21.5520888872    22.3585601330     0.0140755786     0.0001016153 25487.1696493131
   -0.3653061224     0.3739616320    21.4264232126    22.2287796912     0.0140037623     0.0001015814 25487.9545419929
   -0.3632653061     0.3717702384    21.3008656062    22.0991031476     0.0139318733     0.0001015481 25488.7347693875
   -0.3612244898     0.3695807155    21.1754151882    21.9695277025     0.0138598780     0.0001015149 25489.5103380189
   -0.3591836735     0.3673930482    21.0500710848    21.8400525385     0.0137877774     0.0001014821 25490.2812544071
   -0.3571428571     0.3652072213    20.9248324276    21.7106788180     0.0137156069     0.0001014498 25491.0475250701
   -0.3551020408     0.3630232197    20.7996983543    21.5814042651     0.0136433419     0.0001014177 25491.8091565236
   -0.3530612245     0.3608410285    20.6746680078    21.4522276420     0.0135709757     0.0001013859 25492.5661552816
   -0.3510204082     0.3586606328    20.5497405366    21.3231494845     0.0134985326     0.0001013546 25493.3185278554
   -0.3489795918     0.3564820178    20.4249150949    21.1941688457     0.0134260107     0.0001013236 25494.0662807547
   -0.3469387755     0.3543051690    20.3001908419    21.0652838037     0.0133533913     0.0001012930 25494.8094204865
   -0.3448979592     0.3521300716    20.1755669425    20.9364942776     0.0132806874     0.0001012627 25495.5479535558
   -0.3428571429     0.3499567112    20.0510425665    20.8078006188     0.0132079197     0.0001012329 25496.2818864655
   -0.3408163265     0.3477850735    19.9266168892    20.6792002409     0.0131350574     0.0001012033 25497.0112257160
   -0.3387755102     0.3456151441    19.8022890908    20.5506924683     0.0130621031     0.0001011741 25497.7359778055
   -0.3367346939     0.3434469087    19.6780583566    20.4222788956     0.0129890988     0.0001011454 25498.4561492299
   -0.3346938776     0.3412803533    19.5539238770    20.2939563044     0.0129160024     0.0001011170 25499.1717464830
   -0.3326530612     0.3391154639    19.4298848473    20.1657239239     0.0128428147     0.0001010889 25499.8827760449
   -0.3306122449     0.3369522264    19.3059404676    20.0375831148     0.0127695731     0.0001010613 25500.5892432449
   -0.3285714286     0.3347906269    19.1820899429    19.9095314712     0.0126962498     0.0001010341 25501.2911537080
   -0.3265306122     0.3326306518    19.0583324829    19.7815677653     0.0126228369     0.0001010072 25501.9885137264
   -0.3244897959     0.3304722872    18.9346673020    19.6536928381     0.0125493630     0.0001009807 25502.6813294947
   -0.3224489796     0.3283155196    18.8110936193    19.5259053407     0.0124758181     0.0001009546 25503.3696071108
   -0.3204081633     0.3261603353    18.6876106585    19.3982035253     0.0124021852     0.0001009288 25504.0533525772
   -0.3183673469     0.3240067210    18.5642176477    19.2705877501     0.0123284840     0.0001009035 25504.7325718006
   -0.3163265306     0.3218546632    18.4409138196    19.1430576371     0.0122547214     0.0001008785 25505.4072705937
   -0.3142857143     0.3197041487    18.3176984112    19.0156109679     0.0121808720     0.0001008539 25506.0774546751
   -0.3122448980     0.3175551641    18.1945706640    18.8882476613     0.0121069475     0.0001008297 25506.7431296701
   -0.3102040816     0.3154076963    18.0715298238    18.7609682125     0.0120329699     0.0001008059 25507.4043011117
   -0.3081632653     0.3132617322    17.9485751406    18.6337699877     0.0119589061     0.0001007824 25508.0609744408
   -0.3061224490     0.3111172589    17.8257058685    18.5066525144     0.0118847610     0.0001007593 25508.7131550070
   -0.3040816327     0.3089742633    17.7029212660    18.3796170542     0.0118105695     0.0001007366 25509.3608480693
   -0.3020408163     0.3068327326    17.5802205956    18.2526606183     0.0117362924     0.0001007143 25510.0040587964
   -0.3000000000     0.3046926540    17.4576031237    18.1257824951     0.0116619300     0.0001006923 25510.6427922679
   -0.2979591837     0.3025540148    17.3350681210    17.9989842949     0.0115875232     0.0001006707 25511.2770534740
   -0.2959183673     0.3004168022    17.2126148618    17.8722630422     0.0115130327     0.0001006495 25511.9068473168
   -0.2938775510     0.2982810038    17.0902426248    17.7456179349     0.0114384570     0.0001006286 25512.5321786107
   -0.2918367347     0.2961466069    16.9679506920    17.6190502238     0.0113638306     0.0001006081 25513.1530520828
   -0.2897959184     0.2940135991    16.8457383496    17.4925576041     0.0112891257     0.0001005880 25513.7694723733
   -0.2877551020     0.2918819681    16.7236048874    17.3661389851     0.0112143356     0.0001005682 25514.3814440365
   -0.2857142857     0.2897517014    16.6015495990    17.2397953007     0.0111394889     0.0001005488 25514.9889715411
   -0.2836734694     0.2876227869    16.4795717817    17.1135248238     0.0110645679     0.0001005297 25515.5920592704
   -0.2816326531     0.2854952123    16.3576707363    16.9873262272     0.0109895615     0.0001005109 25516.1907115234
   -0.2795918367     0.2833689655    16.2358457674    16.8612001703     0.0109144933     0.0001004925 25516.7849325149
   -0.2775510204     0.2812440344    16.1140961828    16.7351454117     0.0108393539     0.0001004745 25517.3747263761
   -0.2755102041     0.2791204069    15.9924212941    16.6091604388     0.0107641287     0.0001004567 25517.9600971549
   -0.2734693878     0.2769980713    15.8708204163    16.4832456773     0.0106888372     0.0001004393 25518.5410488167
   -0.2714285714     0.2748770154    15.7492928678    16.3574002835     0.0106134766     0.0001004223 25519.1175852448
   -0.2693877551     0.2727572275    15.6278379702    16.2316226083     0.0105380299     0.0001004055 25519.6897102405
   -0.2673469388     0.2706386959    15.5064550487    16.1059128822     0.0104625129     0.0001003890 25520.2574275242
   -0.2653061224     0.2685214088    15.3851434317    15.9802705764     0.0103869281     0.0001003729 25520.8207407350
   -0.2632653061     0.2664053545    15.2639024507    15.8546939507     0.0103112569     0.0001003571 25521.3796534320
   -0.2612244898     0.2642905214    15.1427314405    15.7291830766     0.0102355120     0.0001003415 25521.9341690940
   -0.2591836735     0.2621768980    15.0216297392    15.6037376638     0.0101596999     0.0001003264 25522.4842911204
   -0.2571428571     0.2600644727    14.9005966878    15.4783559227     0.0100838009     0.0001003114 25523.0300228316
   -0.2551020408     0.2579532342    14.7796316306    15.3530377981     0.0100078256     0.0001002967 25523.5713674688
   -0.2530612245     0.2558431710    14.6587339149    15.2277831701     0.0099317831     0.0001002824 25524.1083281953
   -0.2510204082     0.2537342718    14.5379028908    15.1025902365     0.0098556534     0.0001002683 25524.6409081043
   -0.2489795918     0.2516265253    14.4171379117    14.9774588444     0.0097794451     0.0001002545 25525.1691103929
   -0.2469387755     0.2495199202    14.2964383337    14.8523889844     0.0097031693     0.0001002410 25525.6929378499
   -0.2448979592     0.2474144455    14.1758035159    14.7273788735     0.0096268061     0.0001002277 25526.2123930429
   -0.2428571429     0.2453100898    14.0552328202    14.6024282863     0.0095503625     0.0001002146 25526.7274784788
   -0.2408163265     0.2432068423    13.9347256115    14.4775372728     0.0094738507     0.0001002019 25527.2381966038
   -0.2387755102     0.2411046917    13.8142812573    14.3527040959     0.0093972513     0.0001001894 25527.7445498035
   -0.2367346939     0.2390036272    13.6938991280    14.2279284790     0.0093205705     0.0001001770 25528.2465404036
   -0.2346938776     0.2369036378    13.5735785965    14.1032104892     0.0092438203     0.0001001650 25528.7441706696
   -0.2326530612     0.2348047125    13.4533190387    13.9785484569     0.0091669827     0.0001001532 25529.2374428077
   -0.2306122449     0.2327068406    13.3331198329    13.8539420717     0.0090900629     0.0001001415 25529.7263589642
   -0.2285714286     0.2306100113    13.2129803602    13.7293913845     0.0090130727     0.0001001302 25530.2109212266
   -0.2265306122     0.2285142137    13.0929000041    13.6048948095     0.0089359951     0.0001001190 25530.6911316232
   -0.2244897959     0.2264194372    12.9728781508    13.4804520162     0.0088588351     0.0001001080 25531.1669921235
   -0.2224489796     0.2243256711    12.8529141889    13.3560630142     0.0087816036     0.0001000973 25531.6385046386
   -0.2204081633     0.2222329047    12.7330075097    13.2317263131     0.0087042852     0.0001000867 25532.1056710212
   -0.2183673469     0.2201411276    12.6131575068    13.1074415724     0.0086268844     0.0001000763 25532.5684930659
   -0.2163265306     0.2180503291    12.4933635761    12.9832087434     0.0085494110     0.0001000661 25533.0269725093
   -0.2142857143     0.2159604987    12.3736251162    12.8590264375     0.0084718513     0.0001000561 25533.4811110303
   -0.2122448980     0.2138716260    12.2539415278    12.7348943124     0.0083942096     0.0001000463 25533.9309102504
   -0.2102040816     0.2117837006    12.1343122140    12.6108122497     0.0083164945     0.0001000366 25534.3763717336
   -0.2081632653     0.2096967121    12.0147365802    12.4867789659     0.0082386938     0.0001000271 25534.8174969868
   -0.2061224490     0.2076106501    11.8952140342    12.3627941217     0.0081608120     0.0001000177 25535.2542874600
   -0.2040816327     0.2055255044    11.7757439859    12.2388575241     0.0080828561     0.0001000086 25535.6867445464
   -0.2020408163     0.2034412647    11.6563258473    12.1149679943     0.0080048156     0.0000999995 25536.1148695824
   -0.2000000000     0.2013579208    11.5369590328    11.9911251987     0.0079266949     0.0000999906 25536.5386638482
   -0.1979591837     0.1992754624    11.4176429589    11.8673288697     0.0078484997     0.0000999819 25536.9581285676
   -0.1959183673     0.1971938796    11.2983770441    11.7435779295     0.0077702213     0.0000999733 25537.3732649083
   -0.1938775510     0.1951131620    11.1791607090    11.6198720518     0.0076918640     0.0000999648 25537.7840739820
   -0.1918367347     0.1930332997    11.0599933765    11.4962108978     0.0076134320     0.0000999565 25538.1905568447
   -0.1897959184     0.1909542826    10.9408744712    11.3725934849     0.0075349182     0.0000999482 25538.5927144965
   -0.1877551020     0.1888761007    10.8218034200    11.2490194944     0.0074563271     0.0000999401 25538.9905478823
   -0.1857142857     0.1867987440    10.7027796515    11.1254885224     0.0073776616     0.0000999322 25539.3840578914
   -0.1836734694     0.1847222027    10.5838025965    11.0019996742     0.0072989159     0.0000999243 25539.7732453580
   -0.1816326531     0.1826464667    10.4648716876    10.8785526379     0.0072200946     0.0000999165 25540.1581110611
   -0.1795918367     0.1805715263    10.3459863592    10.7551469523     0.0071411995     0.0000999089 25540.5386557248
   -0.1775510204     0.1784973716    10.2271460477    10.6317818022     0.0070622262     0.0000999013 25540.9148800184
   -0.1755102041     0.1764239928    10.1083501914    10.5084568818     0.0069831791     0.0000998938 25541.2867845562
   -0.1734693878     0.1743513801     9.9895982303    10.3851716812     0.0069040592     0.0000998865 25541.6543698983
   -0.1714285714     0.1722795237     9.8708896061    10.2619254553     0.0068248631     0.0000998792 25542.0176366830
   -0.1693877551     0.1702084140     9.7522237626    10.1387179040     0.0067455953     0.0000998720 25542.3765862994
   -0.1673469388     0.1681380413     9.6336001449    10.0155484765     0.0066662560     0.0000998649 25542.7312194474
   -0.1653061224     0.1660683960     9.5150182001     9.8924164894     0.0065868427     0.0000998579 25543.0815366603
   -0.1632653061     0.1639994683     9.3964773768     9.7693216472     0.0065073601     0.0000998509 25543.4275384673
   -0.1612244898     0.1619312488     9.2779771256     9.6462633662     0.0064278075     0.0000998441 25543.7692253938
   -0.1591836735     0.1598637278     9.1595168983     9.5232410159     0.0063481834     0.0000998373 25544.1065979610
   -0.1571428571     0.1577968958     9.0410961486     9.4002543053     0.0062684924     0.0000998306 25544.4396566860
   -0.1551020408     0.1557307433     8.9227143316     9.2773026242     0.0061887332     0.0000998239 25544.7684020818
   -0.1530612245     0.1536652608     8.8043709041     9.1543853869     0.0061089052     0.0000998173 25545.0928346571
   -0.1510204082     0.1516004390     8.6860653245     9.0315023078     0.0060290127     0.0000998108 25545.4129549164
   -0.1489795918     0.1495362682     8.5677970524     8.9086527546     0.0059490543     0.0000998044 25545.7287633598
   -0.1469387755     0.1474727392     8.4495655492     8.7858361797     0.0058690297     0.0000997980 25546.0402604830
   -0.1448979592     0.1454098425     8.3313702775     8.6630523037     0.0057889434     0.0000997917 25546.3474467770
   -0.1428571429     0.1433475689     8.2132107017     8.5403004754     0.0057087935     0.0000997855 25546.6503227286
   -0.1408163265     0.1412859089     8.0950862873     8.4175801794     0.0056285802     0.0000997793 25546.9488888199
   -0.1387755102     0.1392248534     7.9769965013     8.2948911445     0.0055483082     0.0000997732 25547.2431455283
   -0.1367346939     0.1371643929     7.8589408120     8.1722327012     0.0054679750     0.0000997671 25547.5330933265
   -0.1346938776     0.1351045183     7.7409186892     8.0496043651     0.0053875814     0.0000997611 25547.8187326825
   -0.1326530612     0.1330452202     7.6229296039     7.9270058661     0.0053071320     0.0000997551 25548.1000640595
   -0.1306122449     0.1309864896     7.5049730284     7.8044365251     0.0052266240     0.0000997492 25548.3770879159
   -0.1285714286     0.1289283172     7.3870484363     7.6818958986     0.0051460590     0.0000997434 25548.6498047052
   -0.1265306122     0.1268706939     7.2691553025     7.5593836714     0.0050654406     0.0000997376 25548.9182148757
   -0.1244897959     0.1248136104     7.1512931031     7.4368992011     0.0049847668     0.0000997319 25549.1823188712
   -0.1224489796     0.1227570578     7.0334613154     7.3144420665     0.0049040392     0.0000997262 25549.4421171300
   -0.1204081633     0.1207010268     6.9156594178     7.1920119118     0.0048232609     0.0000997206 25549.6976100856
   -0.1183673469     0.1186455084     6.7978868901     7.0696081262     0.0047424302     0.0000997151 25549.9487981662
   -0.1163265306     0.1165904936     6.6801432131     6.9472303101     0.0046615492     0.0000997096 25550.1956817950
   -0.1142857143     0.1145359732     6.5624278686     6.8248780699     0.0045806201     0.0000997041 25550.4382613900
   -0.1122448980     0.1124819384     6.4447403398     6.7025508223     0.0044996418     0.0000996987 25550.6765373636
   -0.1102040816     0.1104283800     6.3270801106     6.5802481898     0.0044186165     0.0000996934 25550.9105101235
   -0.1081632653     0.1083752891     6.2094466663     6.4579697417     0.0043375459     0.0000996882 25551.1401800715
   -0.1061224490     0.1063226567     6.0918394932     6.3357149194     0.0042564292     0.0000996830 25551.3655476045
   -0.1040816327     0.1042704738     5.9742580783     6.2134833686     0.0041752690     0.0000996778 25551.5866131136
   -0.1020408163     0.1022187316     5.8567019099     6.0912746200     0.0040940661     0.0000996728 25551.8033769848
   -0.1000000000     0.1001674212     5.7391704773     5.9690881389     0.0040128202     0.0000996677 25552.0158395984
   -0.0979591837     0.0981165335     5.6216632705     5.8469235949     0.0039315343     0.0000996628 25552.2240013293
   -0.0959183673     0.0960660598     5.5041797806     5.7247804785     0.0038502085     0.0000996579 25552.4278625468
   -0.0938775510     0.0940159912     5.3867194996     5.6026582782     0.0037688427     0.0000996531 25552.6274235997
   -0.0918367347     0.0919663187     5.2692819205     5.4805566881     0.0036874403     0.0000996484 25552.8226847555
   -0.0897959184     0.0899170337     5.1518665369     5.3584751564     0.0036060007     0.0000996437 25553.0136464785
   -0.0877551020     0.0878681272     5.0344728434     5.2364131954     0.0035245240     0.0000996391 25553.2003092681
   -0.0857142857     0.0858195905     4.9171003355     5.1143705236     0.0034430143     0.0000996346 25553.3826736141
   -0.0836734694     0.0837714148     4.7997485095     4.9923465452     0.0033614699     0.0000996301 25553.5607399965
   -0.0816326531     0.0817235912     4.6824168623     4.8703408036     0.0032798915     0.0000996257 25553.7345088860
   -0.0795918367     0.0796761111     4.5651048917     4.7483530201     0.0031982832     0.0000996215 25553.9039807432
   -0.0775510204     0.0776289656     4.4478120964     4.6263825754     0.0031166428     0.0000996172 25554.0691560195
   -0.0755102041     0.0755821461     4.3305379756     4.5044290531     0.0030349718     0.0000996131 25554.2300351561
   -0.0734693878     0.0735356437     4.2132820293     4.3824921278     0.0029532733     0.0000996091 25554.3866185850
   -0.0714285714     0.0714894499     4.0960437582     4.2605712053     0.0028715457     0.0000996051 25554.5389067281
   -0.0693877551     0.0694435558     3.9788226636     4.1386658933     0.0027897906     0.0000996012 25554.6868999979
   -0.0673469388     0.0673979529     3.8616182476     4.0167758179     0.0027080105     0.0000995974 25554.8305987968
   -0.0653061224     0.0653526323     3.7444300128     3.8949004116     0.0026262039     0.0000995937 25554.9700035177
   -0.0632653061     0.0633075855     3.6272574625     3.7730393042     0.0025443731     0.0000995901 25555.1051145438
   -0.0612244898     0.0612628038     3.5101001005     3.6511920739     0.0024625195     0.0000995866 25555.2359322483
   -0.0591836735     0.0592182786     3.3929574313     3.5293581802     0.0023806422     0.0000995832 25555.3624569949
   -0.0571428571     0.0571740011     3.2758289598     3.4075372728     0.0022987437     0.0000995799 25555.4846891372
   -0.0551020408     0.0551299628     3.1587141916     3.2857288838     0.0022168246     0.0000995766 25555.6026290193
   -0.0530612245     0.0530861550     3.0416126327     3.1639324996     0.0021348844     0.0000995735 25555.7162769753
   -0.0510204082     0.0510425692     2.9245237897     3.0421477864     0.0020529260     0.0000995705 25555.8256333296
   -0.0489795918     0.0489991967     2.8074471696     2.9203742343     0.0019709491     0.0000995676 25555.9306983967
   -0.0469387755     0.0469560289     2.6903822799     2.7986113554     0.0018889537     0.0000995648 25556.0314724814
   -0.0448979592     0.0449130573     2.5733286284     2.6768588280     0.0018069429     0.0000995621 25556.1279558786
   -0.0428571429     0.0428702732     2.4562857236     2.5551161061     0.0017249156     0.0000995595 25556.2201488733
   -0.0408163265     0.0408276682     2.3392530742     2.4333827259     0.0016428723     0.0000995570 25556.3080517407
   -0.0387755102     0.0387852335     2.2222301893     2.3116583721     0.0015608162     0.0000995546 25556.3916647462
   -0.0367346939     0.0367429608     2.1052165785     2.1899424709     0.0014787458     0.0000995524 25556.4709881453
   -0.0346938776     0.0347008413     1.9882117516     2.0682345946     0.0013966621     0.0000995502 25556.5460221837
   -0.0326530612     0.0326588666     1.8712152188     1.9465343826     0.0013145674     0.0000995482 25556.6167670972
