shape model output for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
this model assumes the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation (2).
these solutions vary the polar radius to fit the pair of Voyager 2 occultations reported in Lindal et al. 1987 to a Gaussian standard deviation of 50 m.
the wind fit spectral coefficients are also allowed to vary within their Gaussian uncertainties following S15 Table 5 (Fit 1).
this model has l=0,2,..., 18 wind spectral cofficients:  -1.251890 -3.585955 -0.132423  0.827669  0.282951 -0.191351 -0.240787 -0.043554  0.094592  0.035557
   -0.9959183673     1.4804147767    84.8215186329    85.0840136346     0.0045814020     0.0001216201 24973.3018482471
   -0.9938775510     1.4600831244    83.6566007642    83.9773326063     0.0055978267     0.0001216087 24975.8865830763
   -0.9918367347     1.4429339318    82.6740244067    83.0434759928     0.0064481466     0.0001215925 24978.4667475027
   -0.9897959184     1.4278174270    81.8079124837    82.2199476149     0.0071913697     0.0001215724 24981.0421724924
   -0.9877551020     1.4141440401    81.0244851196    81.4747072166     0.0078578580     0.0001215493 24983.6127360342
   -0.9857142857     1.4015635991    80.3036789465    80.7887285968     0.0084657134     0.0001215237 24986.1783501615
   -0.9836734694     1.3898479862    79.6324237728    80.1496206238     0.0090267879     0.0001214964 24988.7389465183
   -0.9816326531     1.3788387766    79.0016425268    79.5487807453     0.0095493634     0.0001214680 24991.2944692102
   -0.9795918367     1.3684206412    78.4047273409    78.9799480334     0.0100394950     0.0001214389 24993.8448854361
   -0.9775510204     1.3585065303    77.8366906282    78.4383991169     0.0105017943     0.0001214097 24996.3901777630
   -0.9755102041     1.3490288258    77.2936581616    77.9204660851     0.0109398620     0.0001213807 24998.9303343110
   -0.9734693878     1.3399337634    76.7725494708    77.4232337429     0.0113565829     0.0001213523 25001.4653658090
   -0.9714285714     1.3311777582    76.2708673246    76.9443397740     0.0117543117     0.0001213247 25003.9952972435
   -0.9693877551     1.3227248956    75.7865539757    76.4818382826     0.0121350004     0.0001212982 25006.5201624752
   -0.9673469388     1.3145451659    75.3178899826    76.0341041130     0.0125002947     0.0001212731 25009.0400007604
   -0.9653061224     1.3066131882    74.8634211408    75.5997627573     0.0128515856     0.0001212495 25011.5548544621
   -0.9632653061     1.2989072697    74.4219045316    75.1776404385     0.0131900798     0.0001212275 25014.0647675245
   -0.9612244898     1.2914086960    73.9922679079    74.7667238101     0.0135168054     0.0001212073 25016.5697857309
   -0.9591836735     1.2841011890    73.5735785965    74.3661327918     0.0138326802     0.0001211889 25019.0699652116
   -0.9571428571     1.2769704845    73.1650193268    73.9750951917     0.0141384910     0.0001211724 25021.5653651147
   -0.9551020408     1.2700040004    72.7658691871    73.5929301196     0.0144349364     0.0001211577 25024.0560431188
   -0.9530612245     1.2631905710    72.3754884407    73.2190334682     0.0147226381     0.0001211449 25026.5420553440
   -0.9510204082     1.2565202341    71.9933062850    72.8528662848     0.0150021521     0.0001211339 25029.0234562282
   -0.9489795918     1.2499840563    71.6188108859    72.4939450648     0.0152739728     0.0001211248 25031.5002984640
   -0.9469387755     1.2435739909    71.2515411916    72.1418336928     0.0155385355     0.0001211174 25033.9726329764
   -0.9448979592     1.2372827589    70.8910801509    71.7961377660     0.0157962353     0.0001211117 25036.4405089315
   -0.9428571429     1.2311037506    70.5370490537    71.4564989119     0.0160474273     0.0001211075 25038.9039737629
   -0.9408163265     1.2250309424    70.1891027733    71.1225902963     0.0162924308     0.0001211048 25041.3630732132
   -0.9387755102     1.2190588266    69.8469257429    70.7941129931     0.0165315361     0.0001211035 25043.8178437036
   -0.9367346939     1.2131823517    69.5102285299    70.4707926206     0.0167650061     0.0001211034 25046.2683190163
   -0.9346938776     1.2073968710    69.1787449051    70.1523760578     0.0169930693     0.0001211044 25048.7145375941
   -0.9326530612     1.2016980990    68.8522293213    69.8386298475     0.0172159369     0.0001211063 25051.1565293936
   -0.9306122449     1.1960820730    68.5304547326    69.5293378954     0.0174338000     0.0001211091 25053.5943169050
   -0.9285714286     1.1905451201    68.2132107017    69.2242997096     0.0176468322     0.0001211126 25056.0279160901
   -0.9265306122     1.1850838286    67.9003017483    68.9233292810     0.0178551988     0.0001211165 25058.4573371889
   -0.9244897959     1.1796950225    67.5915459031    68.6262522369     0.0180590323     0.0001211209 25060.8825854134
   -0.9224489796     1.1743757395    67.2867734365    68.3329062238     0.0182584616     0.0001211255 25063.3036615484
   -0.9204081633     1.1691232113    66.9858257369    68.0431394701     0.0184536059     0.0001211301 25065.7205624716
   -0.9183673469     1.1639348463    66.6885543185    67.7568093425     0.0186445674     0.0001211346 25068.1332816074
   -0.9163265306     1.1588082142    66.3948199388    67.4737822495     0.0188314448     0.0001211389 25070.5418093224
   -0.9142857143     1.1537410325    66.1044918138    67.1939320753     0.0190143196     0.0001211428 25072.9461332711
   -0.9122448980     1.1487311539    65.8174469161    66.9171403407     0.0191932710     0.0001211461 25075.3462325754
   -0.9102040816     1.1437765557    65.5335693460    66.6432957095     0.0193683788     0.0001211488 25077.7420766950
   -0.9081632653     1.1388753294    65.2527497676    66.3722911980     0.0195396841     0.0001211505 25080.1336376643
   -0.9061224490     1.1340256726    64.9748848997    66.1040289353     0.0197072811     0.0001211514 25082.5208817338
   -0.9040816327     1.1292258803    64.6998770572    65.8384115006     0.0198711747     0.0001211510 25084.9037698533
   -0.9020408163     1.1244743380    64.4276337361    65.5753523119     0.0200314680     0.0001211495 25087.2822582343
   -0.9000000000     1.1197695150    64.1580672368    65.3147628980     0.0201881477     0.0001211465 25089.6562988505
   -0.8979591837     1.1151099586    63.8910943224    65.0565660255     0.0203413186     0.0001211421 25092.0258398831
   -0.8959183673     1.1104942885    63.6266359071    64.8006803863     0.0204909417     0.0001211360 25094.3908261197
   -0.8938775510     1.1059211919    63.3646167727    64.5470378791     0.0206371415     0.0001211282 25096.7511993100
   -0.8918367347     1.1013894190    63.1049653087    64.2955627610     0.0207798456     0.0001211185 25099.1068984844
   -0.8897959184     1.0968977787    62.8476132749    64.0461942060     0.0209191836     0.0001211069 25101.4578602407
   -0.8877551020     1.0924451350    62.5924955840    63.7988646992     0.0210551131     0.0001210932 25103.8040190002
   -0.8857142857     1.0880304035    62.3395501007    63.5535154597     0.0211876925     0.0001210774 25106.1453072426
   -0.8836734694     1.0836525480    62.0887174586    63.3100901292     0.0213169745     0.0001210595 25108.4816553654
   -0.8816326531     1.0793105778    61.8399408902    63.0685278657     0.0214428879     0.0001210390 25110.8129883358
   -0.8795918367     1.0750035447    61.5931660703    62.8287823614     0.0215655726     0.0001210164 25113.1392285054
   -0.8775510204     1.0707305406    61.3483409720    62.5907988350     0.0216849805     0.0001209913 25115.4602971339
   -0.8755102041     1.0664906953    61.1054157324    62.3545284170     0.0218011291     0.0001209636 25117.7761145198
   -0.8734693878     1.0622831742    60.8643425293    62.1199289423     0.0219141170     0.0001209335 25120.0866001191
   -0.8714285714     1.0581071761    60.6250754655    61.8869505564     0.0220238751     0.0001209007 25122.3916726516
   -0.8693877551     1.0539619319    60.3875704629    61.6555519592     0.0221304520     0.0001208652 25124.6912501974
   -0.8673469388     1.0498467020    60.1517851626    61.4256957298     0.0222339338     0.0001208272 25126.9852502843
   -0.8653061224     1.0457607758    59.9176788330    61.1973386888     0.0223342778     0.0001207864 25129.2735899662
   -0.8632653061     1.0417034691    59.6852122830    60.9704413364     0.0224314786     0.0001207427 25131.5561858944
   -0.8612244898     1.0376741234    59.4543477825    60.7449725654     0.0225256519     0.0001206965 25133.8329543820
   -0.8591836735     1.0336721045    59.2250489867    60.5208974134     0.0226168217     0.0001206476 25136.1038114622
   -0.8571428571     1.0296968008    58.9972808661    60.2981741999     0.0227048719     0.0001205955 25138.3686729407
   -0.8551020408     1.0257476230    58.7710096411    60.0767776347     0.0227899508     0.0001205408 25140.6274544436
   -0.8530612245     1.0218240020    58.5462027200    59.8566775353     0.0228721003     0.0001204834 25142.8800718025
   -0.8510204082     1.0179253889    58.3228286418    59.6378439453     0.0229513468     0.0001204234 25145.1264451246
   -0.8489795918     1.0140512533    58.1008570218    59.4202400713     0.0230275783     0.0001203602 25147.3664918294
   -0.8469387755     1.0102010827    57.8802585008    59.2038455766     0.0231009524     0.0001202944 25149.6001296736
   -0.8448979592     1.0063743820    57.6610046973    58.9886342843     0.0231715075     0.0001202259 25151.8272783493
   -0.8428571429     1.0025706719    57.4430681625    58.7745804221     0.0232392730     0.0001201548 25154.0478593927
   -0.8408163265     0.9987894889    57.2264223382    58.5616562649     0.0233042283     0.0001200810 25156.2617960969
   -0.8387755102     0.9950303845    57.0110415164    58.3498360505     0.0233663726     0.0001200043 25158.4690134309
   -0.8367346939     0.9912929239    56.7969008020    58.1391015711     0.0234258226     0.0001199251 25160.6694379620
   -0.8346938776     0.9875766864    56.5839760772    57.9294305757     0.0234826109     0.0001198433 25162.8629977834
   -0.8326530612     0.9838812640    56.3722439680    57.7208015983     0.0235367708     0.0001197591 25165.0496218791
   -0.8306122449     0.9802062611    56.1616818123    57.5131939264     0.0235883363     0.0001196725 25167.2292389287
   -0.8285714286     0.9765512941    55.9522676300    57.3065815838     0.0236372376     0.0001195831 25169.4017815043
   -0.8265306122     0.9729159908    55.7439800947    57.1009511655     0.0236836130     0.0001194913 25171.5671848955
   -0.8244897959     0.9692999900    55.5367985066    56.8962844219     0.0237275054     0.0001193973 25173.7253867984
   -0.8224489796     0.9657029407    55.3307027670    56.6925633786     0.0237689516     0.0001193010 25175.8763272006
   -0.8204081633     0.9621245024    55.1256733545    56.4897706733     0.0238079895     0.0001192025 25178.0199482722
   -0.8183673469     0.9585643440    54.9216913014    56.2878895320     0.0238446574     0.0001191019 25180.1561942628
   -0.8163265306     0.9550221437    54.7187381727    56.0869034835     0.0238789894     0.0001189992 25182.2850114045
   -0.8142857143     0.9514975886    54.5167960447    55.8867928870     0.0239109556     0.0001188942 25184.4063478200
   -0.8122448980     0.9479903746    54.3158474857    55.6875471367     0.0239406753     0.0001187873 25186.5201536158
   -0.8102040816     0.9445002057    54.1158755372    55.4891515887     0.0239681886     0.0001186784 25188.6263822950
   -0.8081632653     0.9410267938    53.9168636960    55.2915920762     0.0239935366     0.0001185678 25190.7249881438
   -0.8061224490     0.9375698586    53.7187958976    55.0948548911     0.0240167601     0.0001184554 25192.8159279660
   -0.8040816327     0.9341291270    53.5216564995    54.8989267643     0.0240379008     0.0001183413 25194.8991615455
   -0.8020408163     0.9307043332    53.3254302661    54.7037948487     0.0240570003     0.0001182255 25196.9746515106
   -0.8000000000     0.9272952180    53.1301023542    54.5094467014     0.0240741004     0.0001181082 25199.0423632056
   -0.7979591837     0.9239015290    52.9356582985    54.3158702672     0.0240892432     0.0001179894 25201.1022645679
   -0.7959183673     0.9205230201    52.7420839987    54.1230538623     0.0241024710     0.0001178692 25203.1543260129
   -0.7938775510     0.9171594514    52.5493657065    53.9309843958     0.0241137951     0.0001177475 25205.1985203236
   -0.7918367347     0.9138105888    52.3574900132    53.7396525455     0.0241232870     0.0001176245 25207.2348225464
   -0.7897959184     0.9104762040    52.1664438387    53.5490479987     0.0241309948     0.0001175003 25209.2632098915
   -0.7877551020     0.9071560743    51.9762144194    53.3591603997     0.0241369607     0.0001173750 25211.2836616437
   -0.7857142857     0.9038499823    51.7867892983    53.1699796916     0.0241412265     0.0001172487 25213.2961598249
   -0.7836734694     0.9005577156    51.5981563144    52.9814961031     0.0241438340     0.0001171213 25215.3006880606
   -0.7816326531     0.8972790671    51.4103035930    52.7937001370     0.0241448246     0.0001169930 25217.2972318410
   -0.7795918367     0.8940138344    51.2232195364    52.6065825573     0.0241442395     0.0001168639 25219.2857791926
   -0.7775510204     0.8907618196    51.0368928148    52.4201343791     0.0241421196     0.0001167340 25221.2663205722
   -0.7755102041     0.8875228296    50.8513123577    52.2343468565     0.0241385057     0.0001166034 25223.2388487656
   -0.7734693878     0.8842966755    50.6664673458    52.0492114730     0.0241334377     0.0001164722 25225.2033587913
   -0.7714285714     0.8810831728    50.4823472028    51.8647199307     0.0241269556     0.0001163404 25227.1598478086
   -0.7693877551     0.8778821410    50.2989415880    51.6808641411     0.0241190986     0.0001162080 25229.1083150300
   -0.7673469388     0.8746934035    50.1162403889    51.4976362155     0.0241099054     0.0001160753 25231.0487616377
   -0.7653061224     0.8715167878    49.9342337142    51.3150284562     0.0240994145     0.0001159421 25232.9811907035
   -0.7632653061     0.8683521249    49.7529118872    51.1330333482     0.0240876636     0.0001158087 25234.9056071132
   -0.7612244898     0.8651992496    49.5722654391    50.9516435505     0.0240746897     0.0001156750 25236.8220174934
   -0.7591836735     0.8620580001    49.3922851027    50.7708518887     0.0240605294     0.0001155411 25238.7304301424
   -0.7571428571     0.8589282182    49.2129618067    50.5906513473     0.0240452186     0.0001154071 25240.6308549638
   -0.7551020408     0.8558097488    49.0342866700    50.4110350629     0.0240287924     0.0001152730 25242.5233034027
   -0.7530612245     0.8527024401    48.8562509955    50.2319963170     0.0240112855     0.0001151389 25244.4077883858
   -0.7510204082     0.8496061434    48.6788462656    50.0535285296     0.0239927317     0.0001150049 25246.2843242629
   -0.7489795918     0.8465207132    48.5020641364    49.8756252532     0.0239731640     0.0001148710 25248.1529265567
   -0.7469387755     0.8434460067    48.3258964330    49.6982801668     0.0239526148     0.0001147372 25250.0136120940
   -0.7448979592     0.8403818842    48.1503351447    49.5214870703     0.0239311156     0.0001146036 25251.8664004539
   -0.7428571429     0.8373282086    47.9753724206    49.3452398794     0.0239086975     0.0001144703 25253.7113124511
   -0.7408163265     0.8342848456    47.8010005647    49.1695326202     0.0238853903     0.0001143373 25255.5483699558
   -0.7387755102     0.8312516635    47.6272120320    48.9943594246     0.0238612234     0.0001142047 25257.3775958531
   -0.7367346939     0.8282285332    47.4539994242    48.8197145258     0.0238362252     0.0001140725 25259.1990140038
   -0.7346938776     0.8252153280    47.2813554856    48.6455922537     0.0238104234     0.0001139407 25261.0126492069
   -0.7326530612     0.8222119238    47.1092730996    48.4719870315     0.0237838449     0.0001138094 25262.8185271635
   -0.7306122449     0.8192181987    46.9377452847    48.2988933713     0.0237565157     0.0001136786 25264.6166744431
   -0.7285714286     0.8162340331    46.7667651908    48.1263058705     0.0237284612     0.0001135484 25266.4071184499
   -0.7265306122     0.8132593097    46.5963260961    47.9542192091     0.0236997057     0.0001134188 25268.1898873915
   -0.7244897959     0.8102939134    46.4264214035    47.7826281455     0.0236702730     0.0001132898 25269.9650102488
   -0.7224489796     0.8073377312    46.2570446372    47.6115275145     0.0236401859     0.0001131615 25271.7325167467
   -0.7204081633     0.8043906520    46.0881894401    47.4409125678     0.0236094724     0.0001130339 25273.4924373264
   -0.7183673469     0.8014525670    45.9198495701    47.2707781795     0.0235781522     0.0001129071 25275.2448031185
   -0.7163265306     0.7985233692    45.7520188977    47.1011192880     0.0235462438     0.0001127810 25276.9896459175
   -0.7142857143     0.7956029535    45.5846914028    46.9319310059     0.0235137669     0.0001126558 25278.7269981573
   -0.7122448980     0.7926912167    45.4178611722    46.7632085090     0.0234807406     0.0001125313 25280.4568928873
   -0.7102040816     0.7897880574    45.2515223968    46.5949470335     0.0234471832     0.0001124078 25282.1793637502
   -0.7081632653     0.7868933760    45.0856693690    46.4271418748     0.0234131121     0.0001122850 25283.8944449596
   -0.7061224490     0.7840070746    44.9202964804    46.2597883856     0.0233785440     0.0001121632 25285.6021712796
   -0.7040816327     0.7811290570    44.7553982192    46.0928819738     0.0233434952     0.0001120423 25287.3025773119
   -0.7020408163     0.7782592286    44.5909691678    45.9264181015     0.0233079809     0.0001119223 25288.9956953557
   -0.7000000000     0.7753974966    44.4270040008    45.7603922837     0.0232720157     0.0001118032 25290.6815610247
   -0.6979591837     0.7725437695    44.2634974825    45.5948000869     0.0232356138     0.0001116851 25292.3602103255
   -0.6959183673     0.7696979575    44.1004444649    45.4296371656     0.0231987890     0.0001115680 25294.0316791346
   -0.6938775510     0.7668599722    43.9378398857    45.2649006405     0.0231615795     0.0001114519 25295.6960031978
   -0.6918367347     0.7640297268    43.7756787663    45.1005848663     0.0231239737     0.0001113368 25297.3532181304
   -0.6897959184     0.7612071357    43.6139562096    44.9366855978     0.0230859829     0.0001112228 25299.0033594170
   -0.6877551020     0.7583921149    43.4526673983    44.7731986356     0.0230476180     0.0001111097 25300.6464624116
   -0.6857142857     0.7555845816    43.2918075933    44.6101198255     0.0230088890     0.0001109977 25302.2825623378
   -0.6836734694     0.7527844546    43.1313721313    44.4474450577     0.0229698058     0.0001108867 25303.9116942888
   -0.6816326531     0.7499916536    42.9713564236    44.2851702664     0.0229303773     0.0001107768 25305.5338932276
   -0.6795918367     0.7472061000    42.8117559545    44.1232914291     0.0228906123     0.0001106678 25307.1491939875
   -0.6775510204     0.7444277160    42.6525662790    43.9618045658     0.0228505188     0.0001105599 25308.7576312723
   -0.6755102041     0.7416564254    42.4937830220    43.8007071733     0.0228101295     0.0001104532 25310.3592396566
   -0.6734693878     0.7388921529    42.3354018762    43.6399947805     0.0227694416     0.0001103475 25311.9540535863
   -0.6714285714     0.7361348246    42.1774186009    43.4796627598     0.0227284482     0.0001102428 25313.5421073793
   -0.6693877551     0.7333843675    42.0198290204    43.3197072876     0.0226871556     0.0001101392 25315.1234352254
   -0.6673469388     0.7306407100    41.8626290228    43.1601245806     0.0226455695     0.0001100367 25316.6980711878
   -0.6653061224     0.7279037813    41.7058145582    43.0009108960     0.0226036952     0.0001099352 25318.2660492026
   -0.6632653061     0.7251735117    41.5493816378    42.8420625307     0.0225615378     0.0001098347 25319.8274030804
   -0.6612244898     0.7224498329    41.3933263324    42.6835758212     0.0225191018     0.0001097352 25321.3821665063
   -0.6591836735     0.7197326770    41.2376447712    42.5254490679     0.0224764251     0.0001096368 25322.9303723369
   -0.6571428571     0.7170219777    41.0823331405    42.3676775340     0.0224334917     0.0001095395 25324.4720523337
   -0.6551020408     0.7143176693    40.9273876824    42.2102569363     0.0223902924     0.0001094433 25326.0072390517
   -0.6530612245     0.7116196872    40.7728046940    42.0531837564     0.0223468303     0.0001093480 25327.5359645776
   -0.6510204082     0.7089279677    40.6185805260    41.8964545144     0.0223031085     0.0001092537 25329.0582605003
   -0.6489795918     0.7062424480    40.4647115813    41.7400657691     0.0222591297     0.0001091604 25330.5741579206
   -0.6469387755     0.7035630662    40.3111943147    41.5840141170     0.0222148963     0.0001090680 25332.0836874604
   -0.6448979592     0.7008897614    40.1580252311    41.4282981302     0.0221704445     0.0001089768 25333.5868792716
   -0.6428571429     0.6982224734    40.0052008849    41.2729134965     0.0221257590     0.0001088865 25335.0837630450
   -0.6408163265     0.6955611429    39.8527178787    41.1178559637     0.0220808251     0.0001087972 25336.5743680188
   -0.6387755102     0.6929057114    39.7005728628    40.9631222691     0.0220356441     0.0001087088 25338.0587229870
   -0.6367346939     0.6902561213    39.5487625338    40.8087091871     0.0219902175     0.0001086213 25339.5368563075
   -0.6346938776     0.6876123158    39.3972836338    40.6546135294     0.0219445465     0.0001085348 25341.0087959101
   -0.6326530612     0.6849742386    39.2461329497    40.5008327755     0.0218986431     0.0001084492 25342.4745693043
   -0.6306122449     0.6823418347    39.0953073120    40.3473655090     0.0218525380     0.0001083645 25343.9342035866
   -0.6285714286     0.6797150493    38.9448035941    40.1942062807     0.0218061906     0.0001082808 25345.3877254480
   -0.6265306122     0.6770938286    38.7946187117    40.0413520402     0.0217596015     0.0001081979 25346.8351611815
   -0.6244897959     0.6744781195    38.6447496216    39.8887997734     0.0217127712     0.0001081159 25348.2765366886
   -0.6224489796     0.6718678696    38.4951933211    39.7365465023     0.0216657002     0.0001080347 25349.7118774865
   -0.6204081633     0.6692630273    38.3459468472    39.5845898562     0.0216183988     0.0001079543 25351.1412087147
   -0.6183673469     0.6666635414    38.1970072760    39.4329287141     0.0215708984     0.0001078749 25352.5645551414
   -0.6163265306     0.6640693616    38.0483717214    39.2815577774     0.0215231570     0.0001077963 25353.9819411700
   -0.6142857143     0.6614804381    37.9000373354    39.1304742033     0.0214751746     0.0001077184 25355.3933908453
   -0.6122448980     0.6588967220    37.7520013062    38.9796751840     0.0214269513     0.0001076413 25356.7989278598
   -0.6102040816     0.6563181648    37.6042608584    38.8291579463     0.0213784872     0.0001075650 25358.1985755590
   -0.6081632653     0.6537447186    37.4568132522    38.6789212292     0.0213298080     0.0001074895 25359.5923561244
   -0.6061224490     0.6511763362    37.3096557821    38.5289621739     0.0212809111     0.0001074148 25360.9802905775
   -0.6040816327     0.6486129710    37.1627857773    38.3792766946     0.0212317718     0.0001073408 25362.3624004498
   -0.6020408163     0.6460545771    37.0162006001    38.2298621494     0.0211823900     0.0001072674 25363.7387068750
   -0.6000000000     0.6435011088    36.8698976458    38.0807159298     0.0211327657     0.0001071948 25365.1092305866
   -0.5979591837     0.6409525214    36.7238743423    37.9318357732     0.0210829042     0.0001071229 25366.4739919245
   -0.5959183673     0.6384087704    36.5781281488    37.7832212111     0.0210328417     0.0001070517 25367.8330108420
   -0.5938775510     0.6358698122    36.4326565560    37.6348672447     0.0209825348     0.0001069812 25369.1863069117
   -0.5918367347     0.6333356033    36.2874570851    37.4867713929     0.0209319834     0.0001069113 25370.5338993319
   -0.5897959184     0.6308061012    36.1425272873    37.3389312058     0.0208811876     0.0001068421 25371.8758069328
   -0.5877551020     0.6282812635    35.9978647435    37.1913442651     0.0208301472     0.0001067734 25373.2120481824
   -0.5857142857     0.6257610485    35.8534670635    37.0440105906     0.0207789044     0.0001067055 25374.5426411924
   -0.5836734694     0.6232454151    35.7093318855    36.8969254712     0.0207274182     0.0001066382 25375.8676037236
   -0.5816326531     0.6207343225    35.5654568761    36.7500864221     0.0206756860     0.0001065714 25377.1869531920
   -0.5795918367     0.6182277304    35.4218397290    36.6034911459     0.0206237078     0.0001065052 25378.5007066736
   -0.5775510204     0.6157255991    35.2784781651    36.4571373742     0.0205714840     0.0001064395 25379.8088809102
   -0.5755102041     0.6132278892    35.1353699322    36.3110251716     0.0205190548     0.0001063745 25381.1114923143
   -0.5734693878     0.6107345620    34.9925128037    36.1651500227     0.0204663804     0.0001063101 25382.4085569742
   -0.5714285714     0.6082455789    34.8499045790    36.0195096446     0.0204134593     0.0001062461 25383.7000906592
   -0.5693877551     0.6057609021    34.7075430829    35.8741018836     0.0203602920     0.0001061826 25384.9861088242
   -0.5673469388     0.6032804939    34.5654261647    35.7289249410     0.0203068845     0.0001061197 25386.2666266144
   -0.5653061224     0.6008043174    34.4235516982    35.5839783001     0.0202532649     0.0001060573 25387.5416588702
   -0.5632653061     0.5983323357    34.2819175814    35.4392578821     0.0201993988     0.0001059955 25388.8112201315
   -0.5612244898     0.5958645126    34.1405217358    35.2947616429     0.0201452867     0.0001059340 25390.0753246422
   -0.5591836735     0.5934008123    33.9993621059    35.1504875638     0.0200909293     0.0001058731 25391.3339865043
   -0.5571428571     0.5909411993    33.8584366595    35.0064346597     0.0200363449     0.0001058126 25392.5872202290
   -0.5551020408     0.5884856384    33.7177433863    34.8626010217     0.0199815352     0.0001057526 25393.8350391638
   -0.5530612245     0.5860340951    33.5772802985    34.7189835532     0.0199264809     0.0001056931 25395.0774563077
   -0.5510204082     0.5835865349    33.4370454299    34.5755803372     0.0198711828     0.0001056339 25396.3144844936
   -0.5489795918     0.5811429239    33.2970368357    34.4323894803     0.0198156418     0.0001055752 25397.5461363899
   -0.5469387755     0.5787032286    33.1572525920    34.2894109709     0.0197598914     0.0001055170 25398.7724245027
   -0.5448979592     0.5762674158    33.0176907958    34.1466411800     0.0197039013     0.0001054592 25399.9933611783
   -0.5428571429     0.5738354525    32.8783495644    34.0040781355     0.0196476700     0.0001054018 25401.2089586046
   -0.5408163265     0.5714073063    32.7392270349    33.8617200380     0.0195911987     0.0001053448 25402.4192288132
   -0.5387755102     0.5689829450    32.6003213646    33.7195660621     0.0195345051     0.0001052882 25403.6241836815
   -0.5367346939     0.5665623368    32.4616307296    33.5776144289     0.0194775899     0.0001052320 25404.8238349347
   -0.5346938776     0.5641454502    32.3231533257    33.4358624140     0.0194204372     0.0001051762 25406.0181941471
   -0.5326530612     0.5617322539    32.1848873671    33.2943083060     0.0193630482     0.0001051208 25407.2072727445
   -0.5306122449     0.5593227173    32.0468310866    33.1529507161     0.0193054295     0.0001050657 25408.3910820056
   -0.5285714286     0.5569168097    31.9089827353    33.0117892039     0.0192476039     0.0001050111 25409.5696330640
   -0.5265306122     0.5545145009    31.7713405822    32.8708205360     0.0191895453     0.0001049568 25410.7429369098
   -0.5244897959     0.5521157611    31.6339029139    32.7300430826     0.0191312550     0.0001049028 25411.9110043912
   -0.5224489796     0.5497205606    31.4966680344    32.5894552313     0.0190727346     0.0001048492 25413.0738462162
   -0.5204081633     0.5473288701    31.3596342649    32.4490570517     0.0190140146     0.0001047960 25414.2314729545
   -0.5183673469     0.5449406607    31.2227999433    32.3088454134     0.0189550693     0.0001047432 25415.3838950387
   -0.5163265306     0.5425559036    31.0861634243    32.1688186206     0.0188958978     0.0001046906 25416.5311227658
   -0.5142857143     0.5401745703    30.9497230789    32.0289751347     0.0188365018     0.0001046384 25417.6731662993
   -0.5122448980     0.5377966328    30.8134772940    31.8893147968     0.0187769066     0.0001045866 25418.8100356701
   -0.5102040816     0.5354220631    30.6774244726    31.7498351413     0.0187170971     0.0001045351 25419.9417407784
   -0.5081632653     0.5330508336    30.5415630332    31.6105342612     0.0186570675     0.0001044840 25421.0682913948
   -0.5061224490     0.5306829171    30.4058914097    31.4714106861     0.0185968196     0.0001044331 25422.1896971621
   -0.5040816327     0.5283182864    30.2704080512    31.3324641740     0.0185363762     0.0001043827 25423.3059675962
   -0.5020408163     0.5259569148    30.1351114217    31.1936926302     0.0184757275     0.0001043325 25424.4171120882
   -0.5000000000     0.5235987756    30.0000000000    31.0550940670     0.0184148654     0.0001042827 25425.5231399049
