shape model output for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
this model assumes the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation (2).
these solutions vary the polar radius to fit the pair of Voyager 2 occultations reported in Lindal et al. 1987 to a Gaussian standard deviation of 50 m.
the wind fit spectral coefficients are also allowed to vary within their Gaussian uncertainties following S15 Table 5 (Fit 1).
this model has l=0,2,..., 18 wind spectral cofficients:  -1.234703 -3.577199 -0.131489  0.798368  0.363562 -0.233089 -0.212301 -0.051350  0.084859  0.104260
   -0.9959183673     1.4804147767    84.8215186329    85.0827409205     0.0045591890     0.0001212418 24973.9914037698
   -0.9938775510     1.4600831244    83.6566007642    83.9760781289     0.0055759319     0.0001213030 24976.5649257690
   -0.9918367347     1.4429339318    82.6740244067    83.0423233577     0.0064280293     0.0001213480 24979.1361215343
   -0.9897959184     1.4278174270    81.8079124837    82.2189345113     0.0071736877     0.0001213790 24981.7044597173
   -0.9877551020     1.4141440401    81.0244851196    81.4738457463     0.0078428225     0.0001213980 24984.2694969909
   -0.9857142857     1.4015635991    80.3036789465    80.7880150367     0.0084532595     0.0001214066 24986.8308662047
   -0.9836734694     1.3898479862    79.6324237728    80.1490414706     0.0090166798     0.0001214064 24989.3882300088
   -0.9816326531     1.3788387766    79.0016425268    79.5483170978     0.0095412712     0.0001213990 24991.9413100322
   -0.9795918367     1.3684206412    78.4047273409    78.9795769609     0.0100330186     0.0001213855 24994.4898886915
   -0.9775510204     1.3585065303    77.8366906282    78.4380967994     0.0104965178     0.0001213673 24997.0337899893
   -0.9755102041     1.3490288258    77.2936581616    77.9202083067     0.0109353630     0.0001213453 24999.5728676311
   -0.9734693878     1.3399337634    76.7725494708    77.4229969856     0.0113524507     0.0001213205 25002.1070009045
   -0.9714285714     1.3311777582    76.2708673246    76.9441019903     0.0117501616     0.0001212938 25004.6361132974
   -0.9693877551     1.3227248956    75.7865539757    76.4815792946     0.0121304802     0.0001212658 25007.1601413946
   -0.9673469388     1.3145451659    75.3178899826    76.0338052657     0.0124950789     0.0001212373 25009.6790508082
   -0.9653061224     1.3066131882    74.8634211408    75.5994086055     0.0128454045     0.0001212088 25012.1928323873
   -0.9632653061     1.2989072697    74.4219045316    75.1772171669     0.0131826924     0.0001211808 25014.7014952812
   -0.9612244898     1.2914086960    73.9922679079    74.7662206455     0.0135080235     0.0001211537 25017.2050619690
   -0.9591836735     1.2841011890    73.5735785965    74.3655408394     0.0138223487     0.0001211279 25019.7035646432
   -0.9571428571     1.2769704845    73.1650193268    73.9744081406     0.0141264997     0.0001211037 25022.1970425492
   -0.9551020408     1.2700040004    72.7658691871    73.5921438334     0.0144212131     0.0001210812 25024.6855402862
   -0.9530612245     1.2631905710    72.3754884407    73.2181458211     0.0147071458     0.0001210606 25027.1691155903
   -0.9510204082     1.2565202341    71.9933062850    72.8518770778     0.0149848872     0.0001210422 25029.6478360474
   -0.9489795918     1.2499840563    71.6188108859    72.4928559175     0.0152549636     0.0001210259 25032.1217690215
   -0.9469387755     1.2435739909    71.2515411916    72.1406477842     0.0155178374     0.0001210119 25034.5909810483
   -0.9448979592     1.2372827589    70.8910801509    71.7948596886     0.0157739286     0.0001210001 25037.0555375920
   -0.9428571429     1.2311037506    70.5370490537    71.4551344995     0.0160236138     0.0001209905 25039.5155028759
   -0.9408163265     1.2250309424    70.1891027733    71.1211464484     0.0162672309     0.0001209830 25041.9709397672
   -0.9387755102     1.2190588266    69.8469257429    70.7925975947     0.0165050875     0.0001209777 25044.4219097027
   -0.9367346939     1.2131823517    69.5102285299    70.4692144438     0.0167374617     0.0001209744 25046.8684726461
   -0.9346938776     1.2073968710    69.1787449051    70.1507443021     0.0169645898     0.0001209729 25049.3106870679
   -0.9326530612     1.2016980990    68.8522293213    69.8369541111     0.0171866898     0.0001209732 25051.7486099425
   -0.9306122449     1.1960820730    68.5304547326    69.5276280264     0.0174039572     0.0001209750 25054.1822872847
   -0.9285714286     1.1905451201    68.2132107017    69.2225656717     0.0176165675     0.0001209783 25056.6117570657
   -0.9265306122     1.1850838286    67.9003017483    68.9215817564     0.0178246987     0.0001209828 25059.0370613099
   -0.9244897959     1.1796950225    67.5915459031    68.6245012765     0.0180284723     0.0001209884 25061.4582324936
   -0.9224489796     1.1743757395    67.2867734365    68.3311615278     0.0182280109     0.0001209949 25063.8752945606
   -0.9204081633     1.1691232113    66.9858257369    68.0414108827     0.0184234363     0.0001210021 25066.2882638999
   -0.9183673469     1.1639348463    66.6885543185    67.7551064772     0.0186148468     0.0001210098 25068.6971501980
   -0.9163265306     1.1588082142    66.3948199388    67.4721136725     0.0188023227     0.0001210178 25071.1019571849
   -0.9142857143     1.1537410325    66.1044918138    67.1923065428     0.0189859487     0.0001210258 25073.5026832873
   -0.9122448980     1.1487311539    65.8174469161    66.9155657145     0.0191657886     0.0001210338 25075.8993222030
   -0.9102040816     1.1437765557    65.5335693460    66.6417790642     0.0193419084     0.0001210415 25078.2918634079
   -0.9081632653     1.1388753294    65.2527497676    66.3708395880     0.0195143487     0.0001210486 25080.6802909081
   -0.9061224490     1.1340256726    64.9748848997    66.1026479217     0.0196831779     0.0001210551 25083.0645741690
   -0.9040816327     1.1292258803    64.6998770572    65.8371067731     0.0198484029     0.0001210606 25085.4446839926
   -0.9020408163     1.1244743380    64.4276337361    65.5741280815     0.0200101012     0.0001210652 25087.8205855422
   -0.9000000000     1.1197695150    64.1580672368    65.3136232091     0.0201682564     0.0001210684 25090.1922370161
   -0.8979591837     1.1151099586    63.8910943224    65.0555137277     0.0203229525     0.0001210703 25092.5595903455
   -0.8959183673     1.1104942885    63.6266359071    64.7997179159     0.0204741434     0.0001210705 25094.9225918199
   -0.8938775510     1.1059211919    63.3646167727    64.5461666969     0.0206219365     0.0001210691 25097.2811826473
   -0.8918367347     1.1013894190    63.1049653087    64.2947836751     0.0207662480     0.0001210656 25099.6352994565
   -0.8897959184     1.0968977787    62.8476132749    64.0455073212     0.0209071952     0.0001210603 25101.9848747499
   -0.8877551020     1.0924451350    62.5924955840    63.7982693152     0.0210447216     0.0001210526 25104.3298373097
   -0.8857142857     1.0880304035    62.3395501007    63.5530102610     0.0211788751     0.0001210427 25106.6701125649
   -0.8836734694     1.0836525480    62.0887174586    63.3096732530     0.0213096986     0.0001210305 25109.0056229224
   -0.8816326531     1.0793105778    61.8399408902    63.0681964020     0.0214371027     0.0001210155 25111.3362885739
   -0.8795918367     1.0750035447    61.5931660703    62.8285333403     0.0215612263     0.0001209980 25113.6620271860
   -0.8775510204     1.0707305406    61.3483409720    62.5906283564     0.0216820051     0.0001209778 25115.9827504450
   -0.8755102041     1.0664906953    61.1054157324    62.3544320011     0.0217994463     0.0001209547 25118.2983681862
   -0.8734693878     1.0622831742    60.8643425293    62.1199020954     0.0219136484     0.0001209288 25120.6087889090
   -0.8714285714     1.0581071761    60.6250754655    61.8869877287     0.0220245239     0.0001208998 25122.9139199278
   -0.8693877551     1.0539619319    60.3875704629    61.6556473486     0.0221321168     0.0001208678 25125.2136675090
   -0.8673469388     1.0498467020    60.1517851626    61.4258436175     0.0222365149     0.0001208329 25127.5079369957
   -0.8653061224     1.0457607758    59.9176788330    61.1975325453     0.0223376612     0.0001207948 25129.7966329196
   -0.8632653061     1.0417034691    59.6852122830    60.9706741130     0.0224355413     0.0001207533 25132.0796591036
   -0.8612244898     1.0376741234    59.4543477825    60.7452376620     0.0225302787     0.0001207089 25134.3569187547
   -0.8591836735     1.0336721045    59.2250489867    60.5211880271     0.0226218938     0.0001206614 25136.6283145478
   -0.8571428571     1.0296968008    58.9972808661    60.2984822526     0.0227102484     0.0001206103 25138.8937487022
   -0.8551020408     1.0257476230    58.7710096411    60.0770958807     0.0227955052     0.0001205561 25141.1531230513
   -0.8530612245     1.0218240020    58.5462027200    59.8569987656     0.0228777068     0.0001204988 25143.4063393643
   -0.8510204082     1.0179253889    58.3228286418    59.6381608926     0.0229568785     0.0001204384 25145.6533061365
   -0.8489795918     1.0140512533    58.1008570218    59.4205443673     0.0230328893     0.0001203745 25147.8939286774
   -0.8469387755     1.0102010827    57.8802585008    59.2041298875     0.0231059146     0.0001203074 25150.1281114730
   -0.8448979592     1.0063743820    57.6610046973    58.9888914020     0.0231759951     0.0001202374 25152.3557615913
   -0.8428571429     1.0025706719    57.4430681625    58.7748032170     0.0232431615     0.0001201643 25154.5767885563
   -0.8408163265     0.9987894889    57.2264223382    58.5618373492     0.0233073888     0.0001200881 25156.7911042305
   -0.8387755102     0.9950303845    57.0110415164    58.3499679672     0.0233686750     0.0001200086 25158.9986227036
   -0.8367346939     0.9912929239    56.7969008020    58.1391776635     0.0234271507     0.0001199262 25161.1992601878
   -0.8346938776     0.9875766864    56.5839760772    57.9294443841     0.0234828519     0.0001198410 25163.3929349189
   -0.8326530612     0.9838812640    56.3722439680    57.7207468843     0.0235358159     0.0001197530 25165.5795670635
   -0.8306122449     0.9802062611    56.1616818123    57.5130646961     0.0235860808     0.0001196622 25167.7590786304
   -0.8285714286     0.9765512941    55.9522676300    57.3063714743     0.0236335705     0.0001195684 25169.9313937699
   -0.8265306122     0.9729159908    55.7439800947    57.1006547713     0.0236784400     0.0001194719 25172.0964406439
   -0.8244897959     0.9692999900    55.5367985066    56.8958966838     0.0237207381     0.0001193729 25174.2541479732
   -0.8224489796     0.9657029407    55.3307027670    56.6920795591     0.0237605074     0.0001192714 25176.4044475823
   -0.8204081633     0.9621245024    55.1256733545    56.4891863716     0.0237977915     0.0001191675 25178.5472748027
   -0.8183673469     0.9585643440    54.9216913014    56.2872006962     0.0238326349     0.0001190612 25180.6825683048
   -0.8163265306     0.9550221437    54.7187381727    56.0861064026     0.0238650777     0.0001189527 25182.8102699382
   -0.8142857143     0.9514975886    54.5167960447    55.8858839549     0.0238950918     0.0001188417 25184.9303245818
   -0.8122448980     0.9479903746    54.3158474857    55.6865234800     0.0239228091     0.0001187287 25187.0426800013
   -0.8102040816     0.9445002057    54.1158755372    55.4880107144     0.0239482766     0.0001186136 25189.1472867147
   -0.8081632653     0.9410267938    53.9168636960    55.2903318756     0.0239715419     0.0001184966 25191.2440978650
   -0.8061224490     0.9375698586    53.7187958976    55.0934736414     0.0239926528     0.0001183778 25193.3330691531
   -0.8040816327     0.9341291270    53.5216564995    54.8974231292     0.0240116574     0.0001182572 25195.4141623036
   -0.8020408163     0.9307043332    53.3254302661    54.7021678769     0.0240286042     0.0001181350 25197.4873399914
   -0.8000000000     0.9272952180    53.1301023542    54.5076958236     0.0240435418     0.0001180111 25199.5525660644
   -0.7979591837     0.9239015290    52.9356582985    54.3139952917     0.0240565187     0.0001178858 25201.6098079259
   -0.7959183673     0.9205230201    52.7420839987    54.1210549696     0.0240675837     0.0001177591 25203.6590363750
   -0.7938775510     0.9171594514    52.5493657065    53.9288621609     0.0240767552     0.0001176309 25205.7002254568
   -0.7918367347     0.9138105888    52.3574900132    53.7374079098     0.0240841107     0.0001175016 25207.7333523186
   -0.7897959184     0.9104762040    52.1664438387    53.5466822444     0.0240897046     0.0001173711 25209.7583970744
   -0.7877551020     0.9071560743    51.9762144194    53.3566751415     0.0240935848     0.0001172395 25211.7753426753
   -0.7857142857     0.9038499823    51.7867892983    53.1673768650     0.0240957987     0.0001171071 25213.7841747873
   -0.7836734694     0.9005577156    51.5981563144    52.9787779522     0.0240963933     0.0001169737 25215.7848816745
   -0.7816326531     0.8972790671    51.4103035930    52.7908692004     0.0240954154     0.0001168396 25217.7774549701
   -0.7795918367     0.8940138344    51.2232195364    52.6036416548     0.0240929110     0.0001167047 25219.7618884449
   -0.7775510204     0.8907618196    51.0368928148    52.4170865956     0.0240889258     0.0001165693 25221.7381776035
   -0.7755102041     0.8875228296    50.8513123577    52.2311955272     0.0240835046     0.0001164333 25223.7063205476
   -0.7734693878     0.8842966755    50.6664673458    52.0459601668     0.0240766917     0.0001162969 25225.6663178683
   -0.7714285714     0.8810831728    50.4823472028    51.8613724342     0.0240685308     0.0001161601 25227.6181725431
   -0.7693877551     0.8778821410    50.2989415880    51.6774244412     0.0240590645     0.0001160230 25229.5618898384
   -0.7673469388     0.8746934035    50.1162403889    51.4941084827     0.0240483349     0.0001158856 25231.4974772157
   -0.7653061224     0.8715167878    49.9342337142    51.3114170269     0.0240363832     0.0001157481 25233.4249442423
   -0.7632653061     0.8683521249    49.7529118872    51.1293427070     0.0240232497     0.0001156106 25235.3443025068
   -0.7612244898     0.8651992496    49.5722654391    50.9478783132     0.0240089739     0.0001154730 25237.2555655376
   -0.7591836735     0.8620580001    49.3922851027    50.7670167842     0.0239935942     0.0001153355 25239.1587487250
   -0.7571428571     0.8589282182    49.2129618067    50.5867512005     0.0239771482     0.0001151981 25241.0538689210
   -0.7551020408     0.8558097488    49.0342866700    50.4070747769     0.0239596724     0.0001150609 25242.9409433560
   -0.7530612245     0.8527024401    48.8562509955    50.2279808562     0.0239412025     0.0001149239 25244.8199928822
   -0.7510204082     0.8496061434    48.6788462656    50.0494629032     0.0239217731     0.0001147873 25246.6910399778
   -0.7489795918     0.8465207132    48.5020641364    49.8715144982     0.0239014178     0.0001146510 25248.5541083182
   -0.7469387755     0.8434460067    48.3258964330    49.6941293322     0.0238801690     0.0001145151 25250.4092227277
   -0.7448979592     0.8403818842    48.1503351447    49.5173012009     0.0238580584     0.0001143797 25252.2564091339
   -0.7428571429     0.8373282086    47.9753724206    49.3410240006     0.0238351165     0.0001142448 25254.0956945241
   -0.7408163265     0.8342848456    47.8010005647    49.1652917234     0.0238113727     0.0001141105 25255.9271069034
   -0.7387755102     0.8312516635    47.6272120320    48.9900984529     0.0237868554     0.0001139768 25257.7506752545
   -0.7367346939     0.8282285332    47.4539994242    48.8154383602     0.0237615920     0.0001138437 25259.5664294993
   -0.7346938776     0.8252153280    47.2813554856    48.6413057005     0.0237356089     0.0001137113 25261.3744004626
   -0.7326530612     0.8222119238    47.1092730996    48.4676948095     0.0237089315     0.0001135797 25263.1746198363
   -0.7306122449     0.8192181987    46.9377452847    48.2946001004     0.0236815840     0.0001134488 25264.9671201463
   -0.7285714286     0.8162340331    46.7667651908    48.1220160607     0.0236535899     0.0001133187 25266.7519347200
   -0.7265306122     0.8132593097    46.5963260961    47.9499372498     0.0236249714     0.0001131894 25268.5290976555
   -0.7244897959     0.8102939134    46.4264214035    47.7783582966     0.0235957501     0.0001130610 25270.2986437918
   -0.7224489796     0.8073377312    46.2570446372    47.6072738966     0.0235659462     0.0001129335 25272.0606086806
   -0.7204081633     0.8043906520    46.0881894401    47.4366793498     0.0235355889     0.0001128069 25273.8150285589
   -0.7183673469     0.8014525670    45.9198495701    47.2665692467     0.0235046925     0.0001126813 25275.5619403232
   -0.7163265306     0.7985233692    45.7520188977    47.0969382879     0.0234732715     0.0001125566 25277.3013794008
   -0.7142857143     0.7956029535    45.5846914028    46.9277814150     0.0234413429     0.0001124329 25279.0333815517
   -0.7122448980     0.7926912167    45.4178611722    46.7590936271     0.0234089224     0.0001123102 25280.7579846031
   -0.7102040816     0.7897880574    45.2515223968    46.5908699795     0.0233760251     0.0001121885 25282.4752262490
   -0.7081632653     0.7868933760    45.0856693690    46.4231055827     0.0233426655     0.0001120678 25284.1851440488
   -0.7061224490     0.7840070746    44.9202964804    46.2557956010     0.0233088568     0.0001119482 25285.8877754273
   -0.7040816327     0.7811290570    44.7553982192    46.0889352517     0.0232746119     0.0001118296 25287.5831576738
   -0.7020408163     0.7782592286    44.5909691678    45.9225198047     0.0232399428     0.0001117121 25289.2713279416
   -0.7000000000     0.7753974966    44.4270040008    45.7565445810     0.0232048607     0.0001115956 25290.9523232483
   -0.6979591837     0.7725437695    44.2634974825    45.5910049527     0.0231693762     0.0001114801 25292.6261804752
   -0.6959183673     0.7696979575    44.1004444649    45.4258963852     0.0231335001     0.0001113658 25294.2929363672
   -0.6938775510     0.7668599722    43.9378398857    45.2612159709     0.0230972699     0.0001112526 25295.9526275328
   -0.6918367347     0.7640297268    43.7756787663    45.0969576571     0.0230606670     0.0001111404 25297.6052904442
   -0.6897959184     0.7612071357    43.6139562096    44.9331170047     0.0230236992     0.0001110294 25299.2509614374
   -0.6877551020     0.7583921149    43.4526673983    44.7696896230     0.0229863741     0.0001109194 25300.8896767124
   -0.6857142857     0.7555845816    43.2918075933    44.6066711695     0.0229486986     0.0001108104 25302.5214723333
   -0.6836734694     0.7527844546    43.1313721313    44.4440573494     0.0229106791     0.0001107026 25304.1463842290
   -0.6816326531     0.7499916536    42.9713564236    44.2818439156     0.0228723215     0.0001105957 25305.7644481929
   -0.6795918367     0.7472061000    42.8117559545    44.1200266684     0.0228336315     0.0001104900 25307.3756998841
   -0.6775510204     0.7444277160    42.6525662790    43.9586014553     0.0227946140     0.0001103853 25308.9801748273
   -0.6755102041     0.7416564254    42.4937830220    43.7975655912     0.0227552986     0.0001102817 25310.5779078839
   -0.6734693878     0.7388921529    42.3354018762    43.6369143998     0.0227156788     0.0001101791 25312.1689310314
   -0.6714285714     0.7361348246    42.1774186009    43.4766430931     0.0226757451     0.0001100776 25313.7532778621
   -0.6693877551     0.7333843675    42.0198290204    43.3167476957     0.0226355010     0.0001099771 25315.3309818341
   -0.6673469388     0.7306407100    41.8626290228    43.1572242790     0.0225949497     0.0001098776 25316.9020758558
   -0.6653061224     0.7279037813    41.7058145582    42.9980689608     0.0225540941     0.0001097791 25318.4665922970
   -0.6632653061     0.7251735117    41.5493816378    42.8392779054     0.0225129369     0.0001096815 25320.0245629993
   -0.6612244898     0.7224498329    41.3933263324    42.6808473231     0.0224714805     0.0001095849 25321.5760192869
   -0.6591836735     0.7197326770    41.2376447712    42.5227752208     0.0224297577     0.0001094894 25323.1209919766
   -0.6571428571     0.7170219777    41.0823331405    42.3650568070     0.0223877514     0.0001093949 25324.6595113875
   -0.6551020408     0.7143176693    40.9273876824    42.2076877534     0.0223454517     0.0001093012 25326.1916073508
   -0.6530612245     0.7116196872    40.7728046940    42.0506644454     0.0223028600     0.0001092085 25327.7173092192
   -0.6510204082     0.7089279677    40.6185805260    41.8939833142     0.0222599779     0.0001091167 25329.2366458759
   -0.6489795918     0.7062424480    40.4647115813    41.7376408364     0.0222168066     0.0001090258 25330.7496457435
   -0.6469387755     0.7035630662    40.3111943147    41.5816335338     0.0221733473     0.0001089357 25332.2563367928
   -0.6448979592     0.7008897614    40.1580252311    41.4259596310     0.0221296300     0.0001088466 25333.7567465512
   -0.6428571429     0.6982224734    40.0052008849    41.2706148596     0.0220856403     0.0001087584 25335.2509021105
   -0.6408163265     0.6955611429    39.8527178787    41.1155950479     0.0220413646     0.0001086710 25336.7388301357
   -0.6387755102     0.6929057114    39.7005728628    40.9608968904     0.0219968039     0.0001085844 25338.2205568722
   -0.6367346939     0.6902561213    39.5487625338    40.8065171258     0.0219519588     0.0001084986 25339.6961081535
   -0.6346938776     0.6876123158    39.3972836338    40.6524525365     0.0219068300     0.0001084136 25341.1655094089
   -0.6326530612     0.6849742386    39.2461329497    40.4987004668     0.0218614273     0.0001083294 25342.6287854673
   -0.6306122449     0.6823418347    39.0953073120    40.3452591616     0.0218157753     0.0001082460 25344.0859601012
   -0.6285714286     0.6797150493    38.9448035941    40.1921235740     0.0217698405     0.0001081635 25345.5370569880
   -0.6265306122     0.6770938286    38.7946187117    40.0392906550     0.0217236235     0.0001080816 25346.9820994317
   -0.6244897959     0.6744781195    38.6447496216    39.8867573975     0.0216771250     0.0001080004 25348.4211103355
   -0.6224489796     0.6718678696    38.4951933211    39.7345208357     0.0216303456     0.0001079200 25349.8541122092
   -0.6204081633     0.6692630273    38.3459468472    39.5825785026     0.0215832940     0.0001078403 25351.2811271758
   -0.6183673469     0.6666635414    38.1970072760    39.4309289360     0.0215359957     0.0001077613 25352.7021769782
   -0.6163265306     0.6640693616    38.0483717214    39.2795673457     0.0214884174     0.0001076830 25354.1172829859
   -0.6142857143     0.6614804381    37.9000373354    39.1284909275     0.0214405599     0.0001076054 25355.5264662013
   -0.6122448980     0.6588967220    37.7520013062    38.9776969163     0.0213924240     0.0001075284 25356.9297472659
   -0.6102040816     0.6563181648    37.6042608584    38.8271825855     0.0213440106     0.0001074520 25358.3271464664
   -0.6081632653     0.6537447186    37.4568132522    38.6769464237     0.0212953412     0.0001073764 25359.7186837409
   -0.6061224490     0.6511763362    37.3096557821    38.5269856634     0.0212464145     0.0001073014 25361.1043786841
   -0.6040816327     0.6486129710    37.1627857773    38.3772965701     0.0211972121     0.0001072270 25362.4842505536
   -0.6020408163     0.6460545771    37.0162006001    38.2278765688     0.0211477351     0.0001071531 25363.8583182752
   -0.6000000000     0.6435011088    36.8698976458    38.0787231197     0.0210979846     0.0001070799 25365.2266004479
   -0.5979591837     0.6409525214    36.7238743423    37.9298339713     0.0210479662     0.0001070072 25366.5891153500
   -0.5959183673     0.6384087704    36.5781281488    37.7812083484     0.0209977106     0.0001069352 25367.9458809435
   -0.5938775510     0.6358698122    36.4326565560    37.6328418200     0.0209471845     0.0001068638 25369.2969148795
   -0.5918367347     0.6333356033    36.2874570851    37.4847319879     0.0208963891     0.0001067929 25370.6422345032
   -0.5897959184     0.6308061012    36.1425272873    37.3368764865     0.0208453259     0.0001067225 25371.9818568584
   -0.5877551020     0.6282812635    35.9978647435    37.1892729819     0.0207939965     0.0001066527 25373.3157986923
   -0.5857142857     0.6257610485    35.8534670635    37.0419212133     0.0207424379     0.0001065835 25374.6440764605
   -0.5836734694     0.6232454151    35.7093318855    36.8948169687     0.0206906179     0.0001065148 25375.9667064709
   -0.5816326531     0.6207343225    35.5654568761    36.7479578807     0.0206385359     0.0001064466 25377.2837056156
   -0.5795918367     0.6182277304    35.4218397290    36.6013417432     0.0205861937     0.0001063789 25378.5950899049
   -0.5775510204     0.6157255991    35.2784781651    36.4549663786     0.0205335929     0.0001063117 25379.9008750293
   -0.5755102041     0.6132278892    35.1353699322    36.3088317168     0.0204807718     0.0001062451 25381.2010765322
   -0.5734693878     0.6107345620    34.9925128037    36.1629336351     0.0204276971     0.0001061790 25382.4957098123
   -0.5714285714     0.6082455789    34.8499045790    36.0172699553     0.0203743694     0.0001061134 25383.7847901249
   -0.5693877551     0.6057609021    34.7075430829    35.8718386156     0.0203207905     0.0001060483 25385.0683325841
   -0.5673469388     0.6032804939    34.5654261647    35.7266378934     0.0202669680     0.0001059836 25386.3463521643
   -0.5653061224     0.6008043174    34.4235516982    35.5816673482     0.0202129312     0.0001059196 25387.6188637020
   -0.5632653061     0.5983323357    34.2819175814    35.4369231165     0.0201586495     0.0001058560 25388.8858818973
   -0.5612244898     0.5958645126    34.1405217358    35.2924032422     0.0201041249     0.0001057928 25390.1474213158
   -0.5591836735     0.5934008123    33.9993621059    35.1481057924     0.0200493596     0.0001057301 25391.4034963903
   -0.5571428571     0.5909411993    33.8584366595    35.0040299171     0.0199943742     0.0001056680 25392.6541214221
   -0.5551020408     0.5884856384    33.7177433863    34.8601738735     0.0199391735     0.0001056063 25393.8993105828
   -0.5530612245     0.5860340951    33.5772802985    34.7165346162     0.0198837389     0.0001055451 25395.1390779157
   -0.5510204082     0.5835865349    33.4370454299    34.5731103061     0.0198280726     0.0001054844 25396.3734373374
   -0.5489795918     0.5811429239    33.2970368357    34.4298991250     0.0197721769     0.0001054241 25397.6024026393
   -0.5469387755     0.5787032286    33.1572525920    34.2869014363     0.0197160917     0.0001053644 25398.8259874891
   -0.5448979592     0.5762674158    33.0176907958    34.1441135066     0.0196597851     0.0001053051 25400.0442054323
   -0.5428571429     0.5738354525    32.8783495644    34.0015334105     0.0196032562     0.0001052463 25401.2570698931
   -0.5408163265     0.5714073063    32.7392270349    33.8591594124     0.0195465074     0.0001051879 25402.4645941768
   -0.5387755102     0.5689829450    32.6003213646    33.7169909905     0.0194895616     0.0001051300 25403.6667914701
   -0.5367346939     0.5665623368    32.4616307296    33.5750265081     0.0194324222     0.0001050727 25404.8636748433
   -0.5346938776     0.5641454502    32.3231533257    33.4332630723     0.0193750701     0.0001050158 25406.0552572510
   -0.5326530612     0.5617322539    32.1848873671    33.2916990218     0.0193175076     0.0001049593 25407.2415513990
   -0.5306122449     0.5593227173    32.0468310866    33.1503331211     0.0192597438     0.0001049033 25408.4225700754
   -0.5285714286     0.5569168097    31.9089827353    33.0091654693     0.0192018111     0.0001048479 25409.5983263673
   -0.5265306122     0.5545145009    31.7713405822    32.8681923690     0.0191436751     0.0001047929 25410.7688332643
   -0.5244897959     0.5521157611    31.6339029139    32.7274122256     0.0190853379     0.0001047383 25411.9341036561
   -0.5224489796     0.5497205606    31.4966680344    32.5868234600     0.0190268015     0.0001046842 25413.0941503331
   -0.5204081633     0.5473288701    31.3596342649    32.4464269456     0.0189681106     0.0001046307 25414.2489859879
   -0.5183673469     0.5449406607    31.2227999433    32.3062189506     0.0189092289     0.0001045776 25415.3986232162
   -0.5163265306     0.5425559036    31.0861634243    32.1661977372     0.0188501548     0.0001045250 25416.5430745175
   -0.5142857143     0.5401745703    30.9497230789    32.0263617852     0.0187908903     0.0001044728 25417.6823522968
   -0.5122448980     0.5377966328    30.8134772940    31.8867116850     0.0187314738     0.0001044212 25418.8164688649
   -0.5102040816     0.5354220631    30.6774244726    31.7472445355     0.0186718825     0.0001043701 25419.9454364399
   -0.5081632653     0.5330508336    30.5415630332    31.6079582173     0.0186121071     0.0001043194 25421.0692671479
   -0.5061224490     0.5306829171    30.4058914097    31.4688512633     0.0185521493     0.0001042691 25422.1879730241
   -0.5040816327     0.5283182864    30.2704080512    31.3299241538     0.0184920445     0.0001042194 25423.3015660137
   -0.5020408163     0.5259569148    30.1351114217    31.1911744487     0.0184317769     0.0001041702 25424.4100579728
   -0.5000000000     0.5235987756    30.0000000000    31.0525998250     0.0183713327     0.0001041215 25425.5134606693
